amphiprion_ocellaris ENSAOCG00000008194
amphiprion_percula ENSAPEG00000013020
acanthochromis_polyacanthus ENSAPOG00000015496
stegastes_partitus ENSSPAG00000023317
takifugu_rubripes ENSTRUG00000022248
pundamilia_nyererei ENSPNYG00000014016
haplochromis_burtoni ENSHBUG00000019720
astatotilapia_calliptera ENSACLG00000024968
maylandia_zebra ENSMZEG00005019635
neolamprologus_brichardi ENSNBRG00000022839
oreochromis_niloticus ENSONIG00000014928
amphilophus_citrinellus ENSACIG00000023117
parambassis_ranga ENSPRNG00000018380
oryzias_latipes ENSORLG00000009612
oryzias_latipes ENSORLG00015015051
oryzias_latipes ENSORLG00020002134
oryzias_melastigma ENSOMEG00000007736
kryptolebias_marmoratus ENSKMAG00000013370
betta_splendens ENSBSLG00000008333
cynoglossus_semilaevis ENSCSEG00000004219
mola_mola ENSMMOG00000008469
larimichthys_crocea ENSLCRG00005011966
labrus_bergylta ENSLBEG00000013038
cottoperca_gobio ENSCGOG00000021248
seriola_dumerili ENSSDUG00000014221
seriola_lalandi ENSSLDG00000020123
mastacembelus_armatus ENSMAMG00000008547
monopterus_albus ENSMALG00000006442
scophthalmus_maximus ENSSMAG00000003863
lates_calcarifer ENSLCAG00010011590
anabas_testudineus ENSATEG00000001772
hippocampus_comes ENSHCOG00000010616
periophthalmus_magnuspinnatus ENSPMGG00000012837
