pan_troglodytes ENSPTRG00000048372
rhinopithecus_bieti ENSRBIG00000037233
cercocebus_atys ENSCATG00000026319
meriones_unguiculatus ENSMUGG00000011878
bos_mutus ENSBMUG00000007159
capra_hircus ENSCHIG00000006898
ursus_maritimus ENSUMAG00000000792
seriola_lalandi_dorsalis ENSSLDG00000015104
cynoglossus_semilaevis ENSCSEG00000003283
takifugu_rubripes ENSTRUG00000022336
amphiprion_ocellaris ENSAOCG00000003765
amphiprion_ocellaris ENSAOCG00000011202
amphiprion_percula ENSAPEG00000024176
hippocampus_comes ENSHCOG00000016285
labrus_bergylta ENSLBEG00000010096
mola_mola ENSMMOG00000011600
labrus_bergylta ENSLBEG00000003740
pundamilia_nyererei ENSPNYG00000022382
pundamilia_nyererei ENSPNYG00000004779
maylandia_zebra ENSMZEG00005025057
haplochromis_burtoni ENSHBUG00000010296
labrus_bergylta ENSLBEG00000022816
periophthalmus_magnuspinnatus ENSPMGG00000017619
danio_rerio ENSDARG00000113800
danio_rerio ENSDARG00000109458
danio_rerio ENSDARG00000110809
danio_rerio ENSDARG00000111648
danio_rerio ENSDARG00000109755
danio_rerio ENSDARG00000112593
danio_rerio ENSDARG00000070280
danio_rerio ENSDARG00000105478
petromyzon_marinus ENSPMAG00000010138
petromyzon_marinus ENSPMAG00000010136
petromyzon_marinus ENSPMAG00000010139
petromyzon_marinus ENSPMAG00000004859
petromyzon_marinus ENSPMAG00000002177
petromyzon_marinus ENSPMAG00000004868
petromyzon_marinus ENSPMAG00000010134
petromyzon_marinus ENSPMAG00000007096
petromyzon_marinus ENSPMAG00000007861
fukomys_damarensis ENSFDAG00000016836
labrus_bergylta ENSLBEG00000017063
labrus_bergylta ENSLBEG00000006485
amphiprion_percula ENSAPEG00000012580
seriola_dumerili ENSSDUG00000016402
pygocentrus_nattereri ENSPNAG00000004332
eptatretus_burgeri ENSEBUG00000013087
pygocentrus_nattereri ENSPNAG00000029350
pygocentrus_nattereri ENSPNAG00000007342
eptatretus_burgeri ENSEBUG00000012130
manacus_vitellinus ENSMVIG00005000695
vulpes_vulpes ENSVVUG00000000948
erinaceus_europaeus ENSEEUG00000002885
xiphophorus_maculatus ENSXMAG00000024153
xiphophorus_maculatus ENSXMAG00000025247
oryzias_latipes_asm223469v1 ENSORLG00015015763
cyprinodon_variegatus ENSCVAG00000019802
cyprinodon_variegatus ENSCVAG00000007233
labrus_bergylta ENSLBEG00000009783
labrus_bergylta ENSLBEG00000015122
tetraodon_nigroviridis ENSTNIG00000019358
fundulus_heteroclitus ENSFHEG00000010805
esox_lucius ENSELUG00000010027
notechis_scutatus ENSNSUG00000000736
notechis_scutatus ENSNSUG00000000738
ictidomys_tridecemlineatus ENSSTOG00000006125
oryzias_latipes_asm223469v1 ENSORLG00015009954
scophthalmus_maximus ENSSMAG00000011387
anabas_testudineus ENSATEG00000015243
anabas_testudineus ENSATEG00000008897
seriola_dumerili ENSSDUG00000016041
scleropages_formosus ENSSFOG00015018327
paramormyrops_kingsleyae ENSPKIG00000020999
haplochromis_burtoni ENSHBUG00000021711
maylandia_zebra ENSMZEG00005023545
echinops_telfairi ENSETEG00000005162
pongo_abelii ENSPPYG00000000918
bos_mutus ENSBMUG00000001405
gopherus_agassizii ENSGAGG00000007863
chelonoidis_abingdonii ENSCABG00000000023
procavia_capensis ENSPCAG00000007262
ornithorhynchus_anatinus ENSOANG00000003598
pogona_vitticeps ENSPVIG00000022679
serinus_canaria ENSSCAG00000006442
vicugna_pacos ENSVPAG00000009642
equus_caballus ENSECAG00000029021
equus_caballus ENSECAG00000038601
meriones_unguiculatus ENSMUGG00000005133
notamacropus_eugenii ENSMEUG00000011948
apteryx_rowi ENSARWG00000006324
astyanax_mexicanus ENSAMXG00000043791
ictalurus_punctatus ENSIPUG00000009305
seriola_lalandi_dorsalis ENSSLDG00000022095
seriola_lalandi_dorsalis ENSSLDG00000002857
oreochromis_niloticus ENSONIG00000020927
junco_hyemalis ENSJHYG00000013175
calidris_pugnax ENSCPUG00000001134
ornithorhynchus_anatinus ENSOANG00000002386
lonchura_striata_domestica ENSLSDG00000002102
