castor_canadensis ENSCCNG00000001317
dipodomys_ordii ENSDORG00000001936
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034303
mus_spicilegus ENSMSIG00000019744
mus_musculus ENSMUSG00000031374
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033148
rattus_norvegicus ENSRNOG00000051836
meriones_unguiculatus ENSMUGG00000001116
microtus_ochrogaster ENSMOCG00000015417
peromyscus_maniculatus_bairdii ENSPEMG00000029357
cricetulus_griseus_chok1gshd ENSCGRG00001024615
cricetulus_griseus_crigri-picr ENSCGRG00015004096
cricetulus_griseus_crigri ENSCGRG00000016023
mesocricetus_auratus ENSMAUG00000006204
nannospalax_galili ENSNGAG00000014044
jaculus_jaculus ENSJJAG00000024019
spermophilus_dauricus ENSSDAG00000001003
urocitellus_parryii ENSUPAG00010012725
ictidomys_tridecemlineatus ENSSTOG00000009126
marmota_marmota_marmota ENSMMMG00000011018
chinchilla_lanigera ENSCLAG00000002658
octodon_degus ENSODEG00000003508
cavia_porcellus ENSCPOG00000006654
heterocephalus_glaber_male ENSHGLG00100013693
heterocephalus_glaber_female ENSHGLG00000017759
mus_pahari MGP_PahariEiJ_G0031691
oryctolagus_cuniculus ENSOCUG00000029135
pan_troglodytes ENSPTRG00000047228
pan_paniscus ENSPPAG00000027875
homo_sapiens ENSG00000189420
gorilla_gorilla ENSGGOG00000039989
pongo_abelii ENSPPYG00000020841
nomascus_leucogenys ENSNLEG00000013228
rhinopithecus_roxellana ENSRROG00000031212
rhinopithecus_bieti ENSRBIG00000027712
colobus_angolensis_palliatus ENSCANG00000033716
piliocolobus_tephrosceles ENSPTEG00000006450
cercocebus_atys ENSCATG00000030602
mandrillus_leucophaeus ENSMLEG00000013319
theropithecus_gelada ENSTGEG00000009348
papio_anubis ENSPANG00000006612
macaca_nemestrina ENSMNEG00000042434
macaca_fascicularis ENSMFAG00000036806
macaca_mulatta ENSMMUG00000041683
chlorocebus_sabaeus ENSCSAG00000006967
cebus_capucinus ENSCCAG00000034129
saimiri_boliviensis_boliviensis ENSSBOG00000028775
callithrix_jacchus ENSCJAG00000011538
aotus_nancymaae ENSANAG00000038344
carlito_syrichta ENSTSYG00000031978
prolemur_simus ENSPSMG00000010034
microcebus_murinus ENSMICG00000011893
otolemur_garnettii ENSOGAG00000029963
capra_hircus ENSCHIG00000000084
ovis_aries ENSOARG00000007750
bos_mutus ENSBMUG00000003177
bos_taurus ENSBTAG00000050830
tursiops_truncatus ENSTTRG00000004012
sus_scrofa ENSSSCG00000012768
equus_caballus ENSECAG00000015856
equus_asinus_asinus ENSEASG00005019561
ailuropoda_melanoleuca ENSAMEG00000008936
ursus_americanus ENSUAMG00000027543
canis_lupus_dingo ENSCAFG00020023194
canis_lupus_familiaris ENSCAFG00000029984
vulpes_vulpes ENSVVUG00000029715
mustela_putorius_furo ENSMPUG00000016176
neovison_vison ENSNVIG00000024006
sorex_araneus ENSSARG00000013049
procavia_capensis ENSPCAG00000007102
