apteryx_owenii ENSAOWG00000002008
apteryx_haastii ENSAHAG00000006099
apteryx_rowi ENSARWG00000007700
dromaius_novaehollandiae ENSDNVG00000000835
nothoprocta_perdicaria ENSNPEG00000013988
manacus_vitellinus ENSMVIG00005013225
lepidothrix_coronata ENSLCOG00000013407
parus_major ENSPMJG00000003039
cyanistes_caeruleus ENSCCEG00000013052
ficedula_albicollis ENSFALG00000002326
taeniopygia_guttata ENSTGUG00000002180
zonotrichia_albicollis ENSZALG00000012371
serinus_canaria ENSSCAG00000000453
lonchura_striata ENSLSDG00000006551
junco_hyemalis ENSJHYG00000001196
melopsittacus_undulatus ENSMUNG00000006778
anser_brachyrhynchus ENSABRG00000016077
anas_platyrhynchos ENSAPLG00000002880
coturnix_japonica ENSCJPG00005004213
meleagris_gallopavo ENSMGAG00000007182
gallus_gallus ENSGALG00000008552
numida_meleagris ENSNMEG00000011013
calidris_pygmaea ENSCPGG00000001927
calidris_pugnax ENSCPUG00000002969
crocodylus_porosus ENSCPRG00005011171
gopherus_agassizii ENSGAGG00000019025
chelonoidis_abingdonii ENSCABG00000003069
chrysemys_picta ENSCPBG00000018253
pelodiscus_sinensis ENSPSIG00000004777
anolis_carolinensis ENSACAG00000014565
pogona_vitticeps ENSPVIG00000013311
notechis_scutatus ENSNSUG00000016021
salvator_merianae ENSSMRG00000014951
sphenodon_punctatus ENSSPUG00000011027
phascolarctos_cinereus ENSPCIG00000036269
vombatus_ursinus ENSVURG00010015677
notamacropus_eugenii ENSMEUG00000013249
sarcophilus_harrisii ENSSHAG00000013289
monodelphis_domestica ENSMODG00000044362
ailuropoda_melanoleuca ENSAMEG00000009729
ursus_maritimus ENSUMAG00000012078
mustela_putorius ENSMPUG00000009269
neovison_vison ENSNVIG00000015816
panthera_tigris ENSPTIG00000011487
panthera_pardus ENSPPRG00000004748
felis_catus ENSFCAG00000009357
ursus_americanus ENSUAMG00000020045
canis_lupus ENSCAFG00020019644
castor_canadensis ENSCCNG00000009776
marmota_marmota ENSMMMG00000001298
callithrix_jacchus ENSCJAG00000018948
macaca_mulatta ENSMMUG00000001936
mus_spretus MGP_SPRETEiJ_G0025183
mus_spicilegus ENSMSIG00000018844
mus_musculus ENSMUSG00000027375
mus_caroli MGP_CAROLIEiJ_G0024263
mus_pahari MGP_PahariEiJ_G0025708
rattus_norvegicus ENSRNOG00000015445
meriones_unguiculatus ENSMUGG00000000417
meriones_unguiculatus ENSMUGG00000000743
cricetulus_griseus ENSCGRG00000006231
cricetulus_griseus ENSCGRG00001014868
cricetulus_griseus ENSCGRG00015015087
mesocricetus_auratus ENSMAUG00000010033
peromyscus_maniculatus ENSPEMG00000009328
