poecilia_formosa ENSPFOG00000001969
poecilia_latipinna ENSPLAG00000018315
poecilia_mexicana ENSPMEG00000012469
poecilia_reticulata ENSPREG00000006985
xiphophorus_maculatus ENSXMAG00000021241
fundulus_heteroclitus ENSFHEG00000021846
cyprinodon_variegatus ENSCVAG00000007900
oryzias_melastigma ENSOMEG00000014712
takifugu_rubripes ENSTRUG00000018156
tetraodon_nigroviridis ENSTNIG00000013196
seriola_dumerili ENSSDUG00000003872
seriola_lalandi_dorsalis ENSSLDG00000023980
scophthalmus_maximus ENSSMAG00000012375
anabas_testudineus ENSATEG00000023924
monopterus_albus ENSMALG00000021736
amphiprion_ocellaris ENSAOCG00000016557
acanthochromis_polyacanthus ENSAPOG00000003469
amphiprion_percula ENSAPEG00000008527
stegastes_partitus ENSSPAG00000018028
maylandia_zebra ENSMZEG00005010482
astatotilapia_calliptera ENSACLG00000004733
haplochromis_burtoni ENSHBUG00000010551
pundamilia_nyererei ENSPNYG00000020178
oreochromis_niloticus ENSONIG00000002467
amphilophus_citrinellus ENSACIG00000024359
mola_mola ENSMMOG00000001001
labrus_bergylta ENSLBEG00000015785
periophthalmus_magnuspinnatus ENSPMGG00000014446
gasterosteus_aculeatus ENSGACG00000013094
gambusia_affinis ENSGAFG00000004659
mastacembelus_armatus ENSMAMG00000018935
gadus_morhua ENSGMOG00000007476
esox_lucius ENSELUG00000020071
pygocentrus_nattereri ENSPNAG00000020096
astyanax_mexicanus ENSAMXG00000036998
ictalurus_punctatus ENSIPUG00000000662
danio_rerio ENSDARG00000093170
lepisosteus_oculatus ENSLOCG00000004811
oryzias_latipes ENSORLG00000029337
oryzias_latipes_asm223469v1 ENSORLG00015007444
oryzias_latipes ENSORLG00020011291
phascolarctos_cinereus ENSPCIG00000000841
notamacropus_eugenii ENSMEUG00000010585
sarcophilus_harrisii ENSSHAG00000012631
monodelphis_domestica ENSMODG00000004105
capra_hircus ENSCHIG00000009022
ochotona_princeps ENSOPRG00000001583
loxodonta_africana ENSLAFG00000029184
heterocephalus_glaber_female ENSHGLG00000003123
heterocephalus_glaber_male ENSHGLG00100008613
fukomys_damarensis ENSFDAG00000018155
chinchilla_lanigera ENSCLAG00000007377
octodon_degus ENSODEG00000012357
cavia_aperea ENSCAPG00000002273
cavia_porcellus ENSCPOG00000032781
castor_canadensis ENSCCNG00000020865
spermophilus_dauricus ENSSDAG00000010934
marmota_marmota_marmota ENSMMMG00000002982
ictidomys_tridecemlineatus ENSSTOG00000005895
urocitellus_parryii ENSUPAG00010018172
otolemur_garnettii ENSOGAG00000001694
tupaia_belangeri ENSTBEG00000010368
bos_taurus ENSBTAG00000001818
bos_mutus ENSBMUG00000014926
bison_bison_bison ENSBBBG00000007138
sus_scrofa ENSSSCG00000030351
equus_asinus_asinus ENSEASG00005006578
equus_caballus ENSECAG00000022642
ursus_americanus ENSUAMG00000000003
ursus_maritimus ENSUMAG00000006437
ailuropoda_melanoleuca ENSAMEG00000011682
mustela_putorius_furo ENSMPUG00000015473
neovison_vison ENSNVIG00000020206
canis_lupus_dingo ENSCAFG00020012425
canis_lupus_familiaris ENSCAFG00000014350
vulpes_vulpes ENSVVUG00000007672
panthera_pardus ENSPPRG00000006317
panthera_tigris_altaica ENSPTIG00000012475
felis_catus ENSFCAG00000009774
myotis_lucifugus ENSMLUG00000003299
pteropus_vampyrus ENSPVAG00000017435
tursiops_truncatus ENSTTRG00000007659
sorex_araneus ENSSARG00000011307
cricetulus_griseus_crigri-picr ENSCGRG00015025888
cricetulus_griseus_chok1gshd ENSCGRG00001014460
cricetulus_griseus_crigri ENSCGRG00000009999
mesocricetus_auratus ENSMAUG00000006774
microtus_ochrogaster ENSMOCG00000000308
peromyscus_maniculatus_bairdii ENSPEMG00000018054
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031132
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031133
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032250
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032251
mus_spicilegus ENSMSIG00000032046
mus_musculus ENSMUSG00000079033
mus_pahari MGP_PahariEiJ_G0021597
mus_pahari MGP_PahariEiJ_G0021598
rattus_norvegicus ENSRNOG00000020400
meriones_unguiculatus ENSMUGG00000013275
nannospalax_galili ENSNGAG00000010342
jaculus_jaculus ENSJJAG00000009955
dipodomys_ordii ENSDORG00000011003
ovis_aries ENSOARG00000009422
propithecus_coquereli ENSPCOG00000024251
prolemur_simus ENSPSMG00000001996
microcebus_murinus ENSMICG00000000439
papio_anubis ENSPANG00000023043
theropithecus_gelada ENSTGEG00000015707
macaca_mulatta ENSMMUG00000018368
chlorocebus_sabaeus ENSCSAG00000005217
cercocebus_atys ENSCATG00000031174
rhinopithecus_bieti ENSRBIG00000037482
rhinopithecus_roxellana ENSRROG00000033740
piliocolobus_tephrosceles ENSPTEG00000028413
macaca_fascicularis ENSMFAG00000000079
macaca_nemestrina ENSMNEG00000041102
mandrillus_leucophaeus ENSMLEG00000002780
colobus_angolensis_palliatus ENSCANG00000033186
pan_troglodytes ENSPTRG00000010731
pan_paniscus ENSPPAG00000029747
homo_sapiens ENSG00000213999
gorilla_gorilla ENSGGOG00000009730
nomascus_leucogenys ENSNLEG00000006191
cebus_capucinus ENSCCAG00000025516
saimiri_boliviensis_boliviensis ENSSBOG00000024550
callithrix_jacchus ENSCJAG00000019767
aotus_nancymaae ENSANAG00000020769
pongo_abelii ENSPPYG00000009760
homo_sapiens ENSG00000064489
procavia_capensis ENSPCAG00000001596
ornithorhynchus_anatinus ENSOANG00000010126
apteryx_rowi ENSARWG00000015642
apteryx_haastii ENSAHAG00000011135
apteryx_owenii ENSAOWG00000003780
nothoprocta_perdicaria ENSNPEG00000002293
gallus_gallus ENSGALG00000037558
meleagris_gallopavo ENSMGAG00000004354
anser_brachyrhynchus ENSABRG00000003346
