anser_brachyrhynchus ENSABRG00000022246
anas_platyrhynchos_platyrhynchos ENSAPLG00000030794
meleagris_gallopavo ENSMGAG00000006758
meleagris_gallopavo ENSMGAG00000016989
gallus_gallus ENSGALG00000032415
coturnix_japonica ENSCJPG00005008452
numida_meleagris ENSNMEG00000021460
parus_major ENSPMJG00000013386
cyanistes_caeruleus ENSCCEG00000015664
taeniopygia_guttata ENSTGUG00000007634
lonchura_striata_domestica ENSLSDG00000012477
serinus_canaria ENSSCAG00000005615
junco_hyemalis ENSJHYG00000000736
zonotrichia_albicollis ENSZALG00000001448
ficedula_albicollis ENSFALG00000008518
manacus_vitellinus ENSMVIG00005015052
lepidothrix_coronata ENSLCOG00000012454
melopsittacus_undulatus ENSMUNG00000004525
calidris_pygmaea ENSCPGG00000008882
calidris_pugnax ENSCPUG00000018820
apteryx_owenii ENSAOWG00000001814
apteryx_rowi ENSARWG00000006390
apteryx_haastii ENSAHAG00000012945
dromaius_novaehollandiae ENSDNVG00000004705
nothoprocta_perdicaria ENSNPEG00000008516
crocodylus_porosus ENSCPRG00005010805
gopherus_agassizii ENSGAGG00000008035
chelonoidis_abingdonii ENSCABG00000007276
chrysemys_picta_bellii ENSCPBG00000021593
pelodiscus_sinensis ENSPSIG00000008658
pogona_vitticeps ENSPVIG00000017498
notechis_scutatus ENSNSUG00000018632
salvator_merianae ENSSMRG00000020879
sphenodon_punctatus ENSSPUG00000007699
loxodonta_africana ENSLAFG00000015652
procavia_capensis ENSPCAG00000005219
echinops_telfairi ENSETEG00000006846
ochotona_princeps ENSOPRG00000013640
oryctolagus_cuniculus ENSOCUG00000029134
tupaia_belangeri ENSTBEG00000005406
pan_troglodytes ENSPTRG00000014192
pan_paniscus ENSPPAG00000036759
gorilla_gorilla ENSGGOG00000004972
homo_sapiens ENSG00000100095
pongo_abelii ENSPPYG00000011661
nomascus_leucogenys ENSNLEG00000007728
papio_anubis ENSPANG00000018714
theropithecus_gelada ENSTGEG00000027204
macaca_fascicularis ENSMFAG00000035056
macaca_mulatta ENSMMUG00000016052
macaca_nemestrina ENSMNEG00000028464
mandrillus_leucophaeus ENSMLEG00000041520
cercocebus_atys ENSCATG00000034410
chlorocebus_sabaeus ENSCSAG00000010116
rhinopithecus_bieti ENSRBIG00000039042
rhinopithecus_roxellana ENSRROG00000033713
colobus_angolensis_palliatus ENSCANG00000030527
piliocolobus_tephrosceles ENSPTEG00000036362
saimiri_boliviensis_boliviensis ENSSBOG00000020637
cebus_capucinus ENSCCAG00000029229
callithrix_jacchus ENSCJAG00000003084
aotus_nancymaae ENSANAG00000037177
carlito_syrichta ENSTSYG00000011898
propithecus_coquereli ENSPCOG00000028779
microcebus_murinus ENSMICG00000013652
prolemur_simus ENSPSMG00000013118
otolemur_garnettii ENSOGAG00000010569
pteropus_vampyrus ENSPVAG00000000501
myotis_lucifugus ENSMLUG00000007797
ursus_maritimus ENSUMAG00000014876
ursus_americanus ENSUAMG00000025964
ailuropoda_melanoleuca ENSAMEG00000018043
mustela_putorius_furo ENSMPUG00000013630
neovison_vison ENSNVIG00000004563
canis_lupus_familiaris ENSCAFG00000011694
canis_lupus_dingo ENSCAFG00020022389
vulpes_vulpes ENSVVUG00000015890
panthera_pardus ENSPPRG00000021596
panthera_tigris_altaica ENSPTIG00000016696
felis_catus ENSFCAG00000010712
equus_caballus ENSECAG00000023630
equus_asinus_asinus ENSEASG00005009749
sus_scrofa ENSSSCG00000009958
vicugna_pacos ENSVPAG00000004136
capra_hircus ENSCHIG00000009959
ovis_aries ENSOARG00000000375
bos_taurus ENSBTAG00000006569
bos_mutus ENSBMUG00000000673
bison_bison_bison ENSBBBG00000011054
tursiops_truncatus ENSTTRG00000016424
peromyscus_maniculatus_bairdii ENSPEMG00000015872
microtus_ochrogaster ENSMOCG00000006680
cricetulus_griseus_crigri-picr ENSCGRG00015022343
cricetulus_griseus_chok1gshd ENSCGRG00001015352
cricetulus_griseus_crigri ENSCGRG00000005167
mesocricetus_auratus ENSMAUG00000009478
mus_musculus ENSMUSG00000058153
mus_spicilegus ENSMSIG00000006426
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028565
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027567
mus_pahari MGP_PahariEiJ_G0024149
rattus_norvegicus ENSRNOG00000025612
nannospalax_galili ENSNGAG00000011013
jaculus_jaculus ENSJJAG00000015571
dipodomys_ordii ENSDORG00000007332
castor_canadensis ENSCCNG00000004640
chinchilla_lanigera ENSCLAG00000009675
octodon_degus ENSODEG00000017397
cavia_porcellus ENSCPOG00000002641
cavia_aperea ENSCAPG00000014468
heterocephalus_glaber_female ENSHGLG00000017402
heterocephalus_glaber_male ENSHGLG00100014373
fukomys_damarensis ENSFDAG00000011772
urocitellus_parryii ENSUPAG00010005467
marmota_marmota_marmota ENSMMMG00000017831
ictidomys_tridecemlineatus ENSSTOG00000013451
spermophilus_dauricus ENSSDAG00000003559
erinaceus_europaeus ENSEEUG00000008193
choloepus_hoffmanni ENSCHOG00000007794
dasypus_novemcinctus ENSDNOG00000039217
oryctolagus_cuniculus ENSOCUG00000011442
phascolarctos_cinereus ENSPCIG00000036361
notamacropus_eugenii ENSMEUG00000013036
monodelphis_domestica ENSMODG00000010571
sarcophilus_harrisii ENSSHAG00000013279
xenopus_tropicalis ENSXETG00000004211
latimeria_chalumnae ENSLACG00000006581
pygocentrus_nattereri ENSPNAG00000009701
ictalurus_punctatus ENSIPUG00000013200
astyanax_mexicanus ENSAMXG00000011918
danio_rerio ENSDARG00000100594
cyprinodon_variegatus ENSCVAG00000010350
fundulus_heteroclitus ENSFHEG00000016958
stegastes_partitus ENSSPAG00000000523
tetraodon_nigroviridis ENSTNIG00000013585
takifugu_rubripes ENSTRUG00000018614
gasterosteus_aculeatus ENSGACG00000014730
mastacembelus_armatus ENSMAMG00000006294
anabas_testudineus ENSATEG00000005483
periophthalmus_magnuspinnatus ENSPMGG00000017462
oryzias_latipes ENSORLG00020016335
oryzias_latipes_asm223469v1 ENSORLG00015003404
oryzias_latipes ENSORLG00000001195
oryzias_melastigma ENSOMEG00000022680
cynoglossus_semilaevis ENSCSEG00000011474
mola_mola ENSMMOG00000010113
labrus_bergylta ENSLBEG00000010603
amphiprion_percula ENSAPEG00000007900
amphiprion_ocellaris ENSAOCG00000004950
acanthochromis_polyacanthus ENSAPOG00000005167
monopterus_albus ENSMALG00000006252
xiphophorus_maculatus ENSXMAG00000018587
gambusia_affinis ENSGAFG00000007508
poecilia_mexicana ENSPMEG00000017218
poecilia_latipinna ENSPLAG00000001976
poecilia_formosa ENSPFOG00000018410
xiphophorus_couchianus ENSXCOG00000016202
poecilia_reticulata ENSPREG00000014270
kryptolebias_marmoratus ENSKMAG00000017088
