tetraodon_nigroviridis ENSTNIG00000008518
takifugu_rubripes ENSTRUG00000010596
cynoglossus_semilaevis ENSCSEG00000010891
mastacembelus_armatus ENSMAMG00000014760
anabas_testudineus ENSATEG00000007721
monopterus_albus ENSMALG00000020582
seriola_dumerili ENSSDUG00000018921
seriola_lalandi_dorsalis ENSSLDG00000007973
scophthalmus_maximus ENSSMAG00000020010
mola_mola ENSMMOG00000016775
periophthalmus_magnuspinnatus ENSPMGG00000019306
amphiprion_ocellaris ENSAOCG00000005097
amphiprion_percula ENSAPEG00000003931
acanthochromis_polyacanthus ENSAPOG00000009149
stegastes_partitus ENSSPAG00000016673
maylandia_zebra ENSMZEG00005025085
astatotilapia_calliptera ENSACLG00000020037
haplochromis_burtoni ENSHBUG00000006634
pundamilia_nyererei ENSPNYG00000014446
neolamprologus_brichardi ENSNBRG00000012307
oreochromis_niloticus ENSONIG00000009613
amphilophus_citrinellus ENSACIG00000017932
oryzias_latipes_asm223469v1 ENSORLG00015009745
oryzias_melastigma ENSOMEG00000005830
kryptolebias_marmoratus ENSKMAG00000015391
hippocampus_comes ENSHCOG00000018904
danio_rerio ENSDARG00000001782
papio_anubis ENSPANG00000033444
