pan_troglodytes ENSPTRG00000023216
pan_paniscus ENSPPAG00000033440
homo_sapiens ENSG00000196418
gorilla_gorilla ENSGGOG00000013838
pongo_abelii ENSPPYG00000000039
nomascus_leucogenys ENSNLEG00000030331
macaca_mulatta ENSMMUG00000004566
macaca_fascicularis ENSMFAG00000041032
macaca_nemestrina ENSMNEG00000043642
mandrillus_leucophaeus ENSMLEG00000030951
cercocebus_atys ENSCATG00000035310
papio_anubis ENSPANG00000001152
theropithecus_gelada ENSTGEG00000018805
piliocolobus_tephrosceles ENSPTEG00000003232
colobus_angolensis_palliatus ENSCANG00000034866
rhinopithecus_roxellana ENSRROG00000034533
rhinopithecus_bieti ENSRBIG00000043346
cebus_capucinus ENSCCAG00000026559
callithrix_jacchus ENSCJAG00000011765
aotus_nancymaae ENSANAG00000029658
