ursus_americanus ENSUAMG00000014215
canis_lupus_dingo ENSCAFG00020012580
mustela_putorius_furo ENSMPUG00000005459
panthera_pardus ENSPPRG00000011048
felis_catus ENSFCAG00000030303
equus_caballus ENSECAG00000018161
equus_asinus_asinus ENSEASG00005003924
bos_taurus ENSBTAG00000027766
capra_hircus ENSCHIG00000014716
tursiops_truncatus ENSTTRG00000005419
pteropus_vampyrus ENSPVAG00000005616
ailuropoda_melanoleuca ENSAMEG00000007831
canis_lupus_familiaris ENSCAFG00000032685
neovison_vison ENSNVIG00000002462
panthera_tigris_altaica ENSPTIG00000015743
bison_bison_bison ENSBBBG00000005005
bos_mutus ENSBMUG00000010047
ovis_aries ENSOARG00000015424
colobus_angolensis_palliatus ENSCANG00000041820
nomascus_leucogenys ENSNLEG00000030771
microcebus_murinus ENSMICG00000046225
prolemur_simus ENSPSMG00000004643
propithecus_coquereli ENSPCOG00000020463
otolemur_garnettii ENSOGAG00000033564
cebus_capucinus ENSCCAG00000021418
cebus_capucinus ENSCCAG00000027095
saimiri_boliviensis_boliviensis ENSSBOG00000028009
callithrix_jacchus ENSCJAG00000046216
aotus_nancymaae ENSANAG00000022833
rhinopithecus_bieti ENSRBIG00000020657
rhinopithecus_roxellana ENSRROG00000018790
piliocolobus_tephrosceles ENSPTEG00000015992
macaca_fascicularis ENSMFAG00000038136
macaca_nemestrina ENSMNEG00000027309
papio_anubis ENSPANG00000003692
theropithecus_gelada ENSTGEG00000025546
cercocebus_atys ENSCATG00000013079
chlorocebus_sabaeus ENSCSAG00000002500
homo_sapiens ENSG00000223953
pan_paniscus ENSPPAG00000011910
chinchilla_lanigera ENSCLAG00000013955
octodon_degus ENSODEG00000006895
cavia_porcellus ENSCPOG00000032489
heterocephalus_glaber_female ENSHGLG00000017303
heterocephalus_glaber_male ENSHGLG00100015069
fukomys_damarensis ENSFDAG00000007049
ictidomys_tridecemlineatus ENSSTOG00000022915
urocitellus_parryii ENSUPAG00010018740
spermophilus_dauricus ENSSDAG00000017156
marmota_marmota_marmota ENSMMMG00000022321
microtus_ochrogaster ENSMOCG00000016995
peromyscus_maniculatus_bairdii ENSPEMG00000010725
cricetulus_griseus_crigri ENSCGRG00000013924
cricetulus_griseus_chok1gshd ENSCGRG00001016723
cricetulus_griseus_crigri-picr ENSCGRG00015014568
mesocricetus_auratus ENSMAUG00000002647
mus_spicilegus ENSMSIG00000005880
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033237
mus_musculus ENSMUSG00000079592
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032099
mus_pahari MGP_PahariEiJ_G0014968
rattus_norvegicus ENSRNOG00000007613
meriones_unguiculatus ENSMUGG00000011531
nannospalax_galili ENSNGAG00000023822
jaculus_jaculus ENSJJAG00000014085
castor_canadensis ENSCCNG00000021471
castor_canadensis ENSCCNG00000021350
oryctolagus_cuniculus ENSOCUG00000022094
ochotona_princeps ENSOPRG00000018239
dipodomys_ordii ENSDORG00000014627
myotis_lucifugus ENSMLUG00000029665
loxodonta_africana ENSLAFG00000020705
procavia_capensis ENSPCAG00000006078
dasypus_novemcinctus ENSDNOG00000024729
phascolarctos_cinereus ENSPCIG00000022506
notamacropus_eugenii ENSMEUG00000003043
monodelphis_domestica ENSMODG00000013215
sarcophilus_harrisii ENSSHAG00000007202
ornithorhynchus_anatinus ENSOANG00000009045
gopherus_agassizii ENSGAGG00000022401
chelonoidis_abingdonii ENSCABG00000009687
chrysemys_picta_bellii ENSCPBG00000007926
pelodiscus_sinensis ENSPSIG00000012062
