tetraodon_nigroviridis ENSTNIG00000016475
takifugu_rubripes ENSTRUG00000009630
mola_mola ENSMMOG00000003822
gasterosteus_aculeatus ENSGACG00000005972
seriola_lalandi_dorsalis ENSSLDG00000006877
seriola_dumerili ENSSDUG00000017724
scophthalmus_maximus ENSSMAG00000010676
monopterus_albus ENSMALG00000016868
mastacembelus_armatus ENSMAMG00000001160
anabas_testudineus ENSATEG00000020278
poecilia_formosa ENSPFOG00000006877
poecilia_latipinna ENSPLAG00000015082
poecilia_mexicana ENSPMEG00000021686
poecilia_reticulata ENSPREG00000009367
xiphophorus_maculatus ENSXMAG00000015465
xiphophorus_couchianus ENSXCOG00000001114
gambusia_affinis ENSGAFG00000009822
fundulus_heteroclitus ENSFHEG00000008104
cyprinodon_variegatus ENSCVAG00000004564
kryptolebias_marmoratus ENSKMAG00000012399
oryzias_latipes ENSORLG00020001399
oryzias_latipes_asm223469v1 ENSORLG00015001427
oryzias_latipes ENSORLG00000016576
oryzias_melastigma ENSOMEG00000001944
pundamilia_nyererei ENSPNYG00000001310
haplochromis_burtoni ENSHBUG00000003208
astatotilapia_calliptera ENSACLG00000015301
maylandia_zebra ENSMZEG00005007906
neolamprologus_brichardi ENSNBRG00000016024
oreochromis_niloticus ENSONIG00000009018
amphilophus_citrinellus ENSACIG00000001142
amphiprion_percula ENSAPEG00000016246
amphiprion_ocellaris ENSAOCG00000016723
acanthochromis_polyacanthus ENSAPOG00000004197
stegastes_partitus ENSSPAG00000009390
labrus_bergylta ENSLBEG00000023028
cynoglossus_semilaevis ENSCSEG00000011588
periophthalmus_magnuspinnatus ENSPMGG00000012462
hippocampus_comes ENSHCOG00000018225
gadus_morhua ENSGMOG00000019299
esox_lucius ENSELUG00000010785
astyanax_mexicanus ENSAMXG00000038519
pygocentrus_nattereri ENSPNAG00000015070
ictalurus_punctatus ENSIPUG00000003001
danio_rerio ENSDARG00000041904
paramormyrops_kingsleyae ENSPKIG00000009427
scleropages_formosus ENSSFOG00015007560
lepisosteus_oculatus ENSLOCG00000009473
latimeria_chalumnae ENSLACG00000012414
notamacropus_eugenii ENSMEUG00000006370
phascolarctos_cinereus ENSPCIG00000010326
monodelphis_domestica ENSMODG00000015285
sarcophilus_harrisii ENSSHAG00000013460
capra_hircus ENSCHIG00000022697
ovis_aries ENSOARG00000019955
bos_mutus ENSBMUG00000026096
bos_taurus ENSBTAG00000020610
bison_bison_bison ENSBBBG00000024944
tursiops_truncatus ENSTTRG00000010036
sus_scrofa ENSSSCG00000016212
vicugna_pacos ENSVPAG00000006089
erinaceus_europaeus ENSEEUG00000008268
sorex_araneus ENSSARG00000013221
ursus_americanus ENSUAMG00000007442
ursus_maritimus ENSUMAG00000018788
ailuropoda_melanoleuca ENSAMEG00000002362
neovison_vison ENSNVIG00000022799
mustela_putorius_furo ENSMPUG00000016580
canis_lupus_dingo ENSCAFG00020027006
canis_lupus_familiaris ENSCAFG00000015141
vulpes_vulpes ENSVVUG00000025776
panthera_pardus ENSPPRG00000018883
panthera_tigris_altaica ENSPTIG00000020141
felis_catus ENSFCAG00000011246
equus_asinus_asinus ENSEASG00005011794
equus_caballus ENSECAG00000016473
pteropus_vampyrus ENSPVAG00000010793
myotis_lucifugus ENSMLUG00000008036
pan_troglodytes ENSPTRG00000012946
pan_paniscus ENSPPAG00000031695
homo_sapiens ENSG00000163516
gorilla_gorilla ENSGGOG00000039462
pongo_abelii ENSPPYG00000013200
nomascus_leucogenys ENSNLEG00000009207
rhinopithecus_roxellana ENSRROG00000035342
rhinopithecus_bieti ENSRBIG00000038988
colobus_angolensis_palliatus ENSCANG00000022596
piliocolobus_tephrosceles ENSPTEG00000039335
macaca_fascicularis ENSMFAG00000002912
macaca_mulatta ENSMMUG00000014510
macaca_nemestrina ENSMNEG00000043308
cercocebus_atys ENSCATG00000039880
mandrillus_leucophaeus ENSMLEG00000016483
papio_anubis ENSPANG00000006511
theropithecus_gelada ENSTGEG00000012345
chlorocebus_sabaeus ENSCSAG00000008195
saimiri_boliviensis_boliviensis ENSSBOG00000022051
cebus_capucinus ENSCCAG00000028113
callithrix_jacchus ENSCJAG00000011574
aotus_nancymaae ENSANAG00000033345
carlito_syrichta ENSTSYG00000011747
propithecus_coquereli ENSPCOG00000023893
microcebus_murinus ENSMICG00000000789
prolemur_simus ENSPSMG00000025264
otolemur_garnettii ENSOGAG00000015554
oryctolagus_cuniculus ENSOCUG00000015131
ochotona_princeps ENSOPRG00000011189
tupaia_belangeri ENSTBEG00000015033
heterocephalus_glaber_female ENSHGLG00000019538
heterocephalus_glaber_male ENSHGLG00100018367
fukomys_damarensis ENSFDAG00000010440
octodon_degus ENSODEG00000006254
octodon_degus ENSODEG00000006309
