ciona_savignyi ENSCSAVG00000001355
ciona_intestinalis ENSCING00000019864
capra_hircus ENSCHIG00000025073
ovis_aries ENSOARG00000015590
bos_taurus ENSBTAG00000005936
bos_mutus ENSBMUG00000026383
bison_bison_bison ENSBBBG00000019709
tursiops_truncatus ENSTTRG00000005624
sus_scrofa ENSSSCG00000000103
vicugna_pacos ENSVPAG00000001479
erinaceus_europaeus ENSEEUG00000014251
pteropus_vampyrus ENSPVAG00000010136
mustela_putorius_furo ENSMPUG00000013137
neovison_vison ENSNVIG00000001787
ailuropoda_melanoleuca ENSAMEG00000010628
canis_lupus_dingo ENSCAFG00020002798
vulpes_vulpes ENSVVUG00000022631
ursus_americanus ENSUAMG00000007219
ursus_maritimus ENSUMAG00000014632
canis_lupus_familiaris ENSCAFG00000001391
panthera_tigris_altaica ENSPTIG00000013693
panthera_pardus ENSPPRG00000007856
felis_catus ENSFCAG00000037004
myotis_lucifugus ENSMLUG00000013162
equus_asinus_asinus ENSEASG00005018765
equus_caballus ENSECAG00000019634
heterocephalus_glaber_male ENSHGLG00100014034
heterocephalus_glaber_female ENSHGLG00000014375
fukomys_damarensis ENSFDAG00000003984
chinchilla_lanigera ENSCLAG00000017343
octodon_degus ENSODEG00000013866
cavia_aperea ENSCAPG00000007715
cavia_porcellus ENSCPOG00000014221
spermophilus_dauricus ENSSDAG00000024333
urocitellus_parryii ENSUPAG00010022336
ictidomys_tridecemlineatus ENSSTOG00000025006
marmota_marmota_marmota ENSMMMG00000014064
castor_canadensis ENSCCNG00000001310
dipodomys_ordii ENSDORG00000015717
cricetulus_griseus_crigri-picr ENSCGRG00015003108
cricetulus_griseus_crigri ENSCGRG00000010978
cricetulus_griseus_chok1gshd ENSCGRG00001005679
mesocricetus_auratus ENSMAUG00000021747
microtus_ochrogaster ENSMOCG00000006879
peromyscus_maniculatus_bairdii ENSPEMG00000021139
mus_spicilegus ENSMSIG00000002769
mus_musculus ENSMUSG00000022429
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020916
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020018
mus_pahari MGP_PahariEiJ_G0020020
rattus_norvegicus ENSRNOG00000013807
nannospalax_galili ENSNGAG00000018320
jaculus_jaculus ENSJJAG00000015648
oryctolagus_cuniculus ENSOCUG00000004989
ochotona_princeps ENSOPRG00000014755
tupaia_belangeri ENSTBEG00000015067
theropithecus_gelada ENSTGEG00000011569
cercocebus_atys ENSCATG00000037008
mandrillus_leucophaeus ENSMLEG00000029700
papio_anubis ENSPANG00000021763
chlorocebus_sabaeus ENSCSAG00000006610
macaca_mulatta ENSMMUG00000013298
macaca_fascicularis ENSMFAG00000045466
macaca_nemestrina ENSMNEG00000031051
colobus_angolensis_palliatus ENSCANG00000041074
piliocolobus_tephrosceles ENSPTEG00000035128
rhinopithecus_roxellana ENSRROG00000043002
rhinopithecus_bieti ENSRBIG00000043621
homo_sapiens ENSG00000100206
gorilla_gorilla ENSGGOG00000011215
pan_troglodytes ENSPTRG00000014370
pan_paniscus ENSPPAG00000039727
pongo_abelii ENSPPYG00000011822
nomascus_leucogenys ENSNLEG00000015133
cebus_capucinus ENSCCAG00000022215
cebus_capucinus ENSCCAG00000002281
saimiri_boliviensis_boliviensis ENSSBOG00000026795
callithrix_jacchus ENSCJAG00000011766
aotus_nancymaae ENSANAG00000032238
carlito_syrichta ENSTSYG00000012589
prolemur_simus ENSPSMG00000005197
microcebus_murinus ENSMICG00000009723
propithecus_coquereli ENSPCOG00000024951
otolemur_garnettii ENSOGAG00000003237
choloepus_hoffmanni ENSCHOG00000013906
dasypus_novemcinctus ENSDNOG00000025747
loxodonta_africana ENSLAFG00000009698
procavia_capensis ENSPCAG00000005396
echinops_telfairi ENSETEG00000003063
sorex_araneus ENSSARG00000004710
phascolarctos_cinereus ENSPCIG00000000606
notamacropus_eugenii ENSMEUG00000008939
monodelphis_domestica ENSMODG00000009655
ornithorhynchus_anatinus ENSOANG00000010570
apteryx_haastii ENSAHAG00000011930
apteryx_owenii ENSAOWG00000011174
apteryx_rowi ENSARWG00000017874
dromaius_novaehollandiae ENSDNVG00000006849
nothoprocta_perdicaria ENSNPEG00000011444
calidris_pygmaea ENSCPGG00000018811
calidris_pugnax ENSCPUG00000015488
melopsittacus_undulatus ENSMUNG00000000626
serinus_canaria ENSSCAG00000004935
ficedula_albicollis ENSFALG00000012518
taeniopygia_guttata ENSTGUG00000010380
taeniopygia_guttata ENSTGUG00000015345
lonchura_striata_domestica ENSLSDG00000006054
cyanistes_caeruleus ENSCCEG00000005853
parus_major ENSPMJG00000007829
zonotrichia_albicollis ENSZALG00000006668
junco_hyemalis ENSJHYG00000004543
lepidothrix_coronata ENSLCOG00000000247
manacus_vitellinus ENSMVIG00005018078
anser_brachyrhynchus ENSABRG00000001527
anas_platyrhynchos_platyrhynchos ENSAPLG00000014309
gallus_gallus ENSGALG00000012236
coturnix_japonica ENSCJPG00005013336
meleagris_gallopavo ENSMGAG00000012435
numida_meleagris ENSNMEG00000011778
crocodylus_porosus ENSCPRG00005019014
chelonoidis_abingdonii ENSCABG00000017932
gopherus_agassizii ENSGAGG00000021203
chrysemys_picta_bellii ENSCPBG00000023014
pelodiscus_sinensis ENSPSIG00000004169
anolis_carolinensis ENSACAG00000008148
pogona_vitticeps ENSPVIG00000024636
notechis_scutatus ENSNSUG00000004994
salvator_merianae ENSSMRG00000015673
sphenodon_punctatus ENSSPUG00000011125
latimeria_chalumnae ENSLACG00000022568
xiphophorus_couchianus ENSXCOG00000003063
xiphophorus_maculatus ENSXMAG00000012580
gambusia_affinis ENSGAFG00000020657
poecilia_latipinna ENSPLAG00000001482
poecilia_formosa ENSPFOG00000005497
poecilia_mexicana ENSPMEG00000006958
poecilia_reticulata ENSPREG00000016716
fundulus_heteroclitus ENSFHEG00000017221
kryptolebias_marmoratus ENSKMAG00000021925
oryzias_latipes ENSORLG00020006817
oryzias_latipes_asm223469v1 ENSORLG00015005574
oryzias_latipes ENSORLG00000002849
oryzias_melastigma ENSOMEG00000008143
cyprinodon_variegatus ENSCVAG00000002453
labrus_bergylta ENSLBEG00000001206
scophthalmus_maximus ENSSMAG00000007594
gasterosteus_aculeatus ENSGACG00000004516
seriola_dumerili ENSSDUG00000008358
seriola_lalandi_dorsalis ENSSLDG00000008458
mola_mola ENSMMOG00000003721
mastacembelus_armatus ENSMAMG00000004281
monopterus_albus ENSMALG00000009482
anabas_testudineus ENSATEG00000009123
amphiprion_ocellaris ENSAOCG00000020955
amphiprion_percula ENSAPEG00000003399
acanthochromis_polyacanthus ENSAPOG00000004864
stegastes_partitus ENSSPAG00000001823
maylandia_zebra ENSMZEG00005007034
pundamilia_nyererei ENSPNYG00000002955
astatotilapia_calliptera ENSACLG00000017632
haplochromis_burtoni ENSHBUG00000001514
neolamprologus_brichardi ENSNBRG00000002869
oreochromis_niloticus ENSONIG00000019749
amphilophus_citrinellus ENSACIG00000006683
takifugu_rubripes ENSTRUG00000016977
tetraodon_nigroviridis ENSTNIG00000012927
cynoglossus_semilaevis ENSCSEG00000019719
periophthalmus_magnuspinnatus ENSPMGG00000022243
gadus_morhua ENSGMOG00000013074
esox_lucius ENSELUG00000019339
pygocentrus_nattereri ENSPNAG00000011761
astyanax_mexicanus ENSAMXG00000008643
ictalurus_punctatus ENSIPUG00000001598
danio_rerio ENSDARG00000055883
paramormyrops_kingsleyae ENSPKIG00000007878
scleropages_formosus ENSSFOG00015012276
eptatretus_burgeri ENSEBUG00000008577
petromyzon_marinus ENSPMAG00000008851
marmota_marmota_marmota ENSMMMG00000008006
saccharomyces_cerevisiae YER179W
