castor_canadensis ENSCCNG00000007216
dipodomys_ordii ENSDORG00000024164
mus_spicilegus ENSMSIG00000016574
mus_musculus ENSMUSG00000047710
mus_spretus MGP_SPRETEiJ_G0031959
mus_caroli MGP_CAROLIEiJ_G0030849
mus_pahari MGP_PahariEiJ_G0021312
rattus_norvegicus ENSRNOG00000000112
meriones_unguiculatus ENSMUGG00000017291
peromyscus_maniculatus ENSPEMG00000019715
microtus_ochrogaster ENSMOCG00000001969
cricetulus_griseus ENSCGRG00000000734
cricetulus_griseus ENSCGRG00015021430
cricetulus_griseus ENSCGRG00001010456
mesocricetus_auratus ENSMAUG00000004917
nannospalax_galili ENSNGAG00000016458
jaculus_jaculus ENSJJAG00000022260
marmota_marmota ENSMMMG00000014156
spermophilus_dauricus ENSSDAG00000009412
urocitellus_parryii ENSUPAG00010002684
ictidomys_tridecemlineatus ENSSTOG00000013811
chinchilla_lanigera ENSCLAG00000017633
octodon_degus ENSODEG00000010584
cavia_aperea ENSCAPG00000014088
heterocephalus_glaber ENSHGLG00100020530
heterocephalus_glaber ENSHGLG00000019874
oryctolagus_cuniculus ENSOCUG00000001588
pan_troglodytes ENSPTRG00000052016
pan_paniscus ENSPPAG00000012131
homo_sapiens ENSG00000198824
gorilla_gorilla ENSGGOG00000037243
pongo_abelii ENSPPYG00000005537
nomascus_leucogenys ENSNLEG00000035058
mandrillus_leucophaeus ENSMLEG00000027271
cercocebus_atys ENSCATG00000035295
papio_anubis ENSPANG00000020892
macaca_nemestrina ENSMNEG00000033831
macaca_fascicularis ENSMFAG00000045724
macaca_mulatta ENSMMUG00000023599
theropithecus_gelada ENSTGEG00000016732
chlorocebus_sabaeus ENSCSAG00000000209
rhinopithecus_bieti ENSRBIG00000027109
rhinopithecus_roxellana ENSRROG00000020995
colobus_angolensis ENSCANG00000026382
piliocolobus_tephrosceles ENSPTEG00000038002
cebus_capucinus ENSCCAG00000019998
saimiri_boliviensis ENSSBOG00000034442
callithrix_jacchus ENSCJAG00000019117
aotus_nancymaae ENSANAG00000031111
ovis_aries ENSOARG00000009132
capra_hircus ENSCHIG00000018564
bos_indicus ENSBIXG00000019796
bos_taurus ENSBTAG00000020861
bos_indicus ENSBIXG00005021552
bos_mutus ENSBMUG00000014779
bison_bison ENSBBBG00000020367
vicugna_pacos ENSVPAG00000003526
equus_asinus ENSEASG00005021888
equus_caballus ENSECAG00000022061
pteropus_vampyrus ENSPVAG00000005657
myotis_lucifugus ENSMLUG00000011032
ursus_maritimus ENSUMAG00000020207
ursus_americanus ENSUAMG00000015001
ailuropoda_melanoleuca ENSAMEG00000019446
neovison_vison ENSNVIG00000020624
mustela_putorius ENSMPUG00000018670
canis_lupus ENSCAFG00000006507
canis_lupus ENSCAFG00020014265
vulpes_vulpes ENSVVUG00000013534
felis_catus ENSFCAG00000014603
sorex_araneus ENSSARG00000004398
sorex_araneus ENSSARG00000005786
choloepus_hoffmanni ENSCHOG00000004368
dasypus_novemcinctus ENSDNOG00000048189
loxodonta_africana ENSLAFG00000003333
procavia_capensis ENSPCAG00000009548
erinaceus_europaeus ENSEEUG00000006980
vombatus_ursinus ENSVURG00010006485
vombatus_ursinus ENSVURG00010001634
phascolarctos_cinereus ENSPCIG00000003837
notamacropus_eugenii ENSMEUG00000014124
sarcophilus_harrisii ENSSHAG00000009570
ornithorhynchus_anatinus ENSOANG00000000610
pogona_vitticeps ENSPVIG00000022070
anolis_carolinensis ENSACAG00000001643
salvator_merianae ENSSMRG00000001622
notechis_scutatus ENSNSUG00000001183
sphenodon_punctatus ENSSPUG00000002031
apteryx_haastii ENSAHAG00000006443
apteryx_owenii ENSAOWG00000015331
nothoprocta_perdicaria ENSNPEG00000008442
dromaius_novaehollandiae ENSDNVG00000004975
serinus_canaria ENSSCAG00000004345
lonchura_striata ENSLSDG00000009250
zonotrichia_albicollis ENSZALG00000006879
junco_hyemalis ENSJHYG00000003311
parus_major ENSPMJG00000011610
cyanistes_caeruleus ENSCCEG00000000146
ficedula_albicollis ENSFALG00000014953
taeniopygia_guttata ENSTGUG00000009515
anas_platyrhynchos ENSAPLG00000029506
coturnix_japonica ENSCJPG00005013261
meleagris_gallopavo ENSMGAG00000014836
gallus_gallus ENSGALG00000016813
numida_meleagris ENSNMEG00000017777
anser_brachyrhynchus ENSABRG00000013212
calidris_pugnax ENSCPUG00000006615
calidris_pygmaea ENSCPGG00000007572
lepidothrix_coronata ENSLCOG00000004218
manacus_vitellinus ENSMVIG00005017169
melopsittacus_undulatus ENSMUNG00000012646
crocodylus_porosus ENSCPRG00005016169
chelonoidis_abingdonii ENSCABG00000013371
chrysemys_picta ENSCPBG00000022851
pelodiscus_sinensis ENSPSIG00000008434
