procavia_capensis ENSPCAG00000007193
echinops_telfairi ENSETEG00000018189
pan_paniscus ENSPPAG00000043926
pan_troglodytes ENSPTRG00000034178
homo_sapiens ENSG00000100003
gorilla_gorilla ENSGGOG00000012672
pongo_abelii ENSPPYG00000011711
nomascus_leucogenys ENSNLEG00000003775
colobus_angolensis_palliatus ENSCANG00000032150
rhinopithecus_roxellana ENSRROG00000038651
theropithecus_gelada ENSTGEG00000023813
mandrillus_leucophaeus ENSMLEG00000037382
cercocebus_atys ENSCATG00000040403
chlorocebus_sabaeus ENSCSAG00000009443
macaca_fascicularis ENSMFAG00000034428
macaca_nemestrina ENSMNEG00000032363
macaca_mulatta ENSMMUG00000013404
piliocolobus_tephrosceles ENSPTEG00000026647
rhinopithecus_bieti ENSRBIG00000027547
papio_anubis ENSPANG00000016349
homo_sapiens ENSG00000249590
callithrix_jacchus ENSCJAG00000010447
saimiri_boliviensis_boliviensis ENSSBOG00000027175
cebus_capucinus ENSCCAG00000022188
aotus_nancymaae ENSANAG00000022012
ochotona_princeps ENSOPRG00000016670
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016867
mus_musculus ENSMUSG00000003585
mus_spicilegus ENSMSIG00000002585
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016026
mus_pahari MGP_PahariEiJ_G0016865
rattus_norvegicus ENSRNOG00000004672
meriones_unguiculatus ENSMUGG00000019316
cricetulus_griseus_chok1gshd ENSCGRG00001022831
cricetulus_griseus_crigri ENSCGRG00000011011
cricetulus_griseus_crigri-picr ENSCGRG00015001184
mesocricetus_auratus ENSMAUG00000017568
microtus_ochrogaster ENSMOCG00000010791
peromyscus_maniculatus_bairdii ENSPEMG00000010477
nannospalax_galili ENSNGAG00000007989
spermophilus_dauricus ENSSDAG00000009319
ictidomys_tridecemlineatus ENSSTOG00000028627
urocitellus_parryii ENSUPAG00010021289
marmota_marmota_marmota ENSMMMG00000013360
chinchilla_lanigera ENSCLAG00000011633
octodon_degus ENSODEG00000002354
heterocephalus_glaber_female ENSHGLG00000015761
heterocephalus_glaber_male ENSHGLG00100016950
fukomys_damarensis ENSFDAG00000007524
fukomys_damarensis ENSFDAG00000010194
cavia_porcellus ENSCPOG00000014593
cavia_aperea ENSCAPG00000008564
propithecus_coquereli ENSPCOG00000020618
microcebus_murinus ENSMICG00000010092
prolemur_simus ENSPSMG00000017172
carlito_syrichta ENSTSYG00000001077
oryctolagus_cuniculus ENSOCUG00000002313
otolemur_garnettii ENSOGAG00000012948
tupaia_belangeri ENSTBEG00000016095
vicugna_pacos ENSVPAG00000001338
sus_scrofa ENSSSCG00000010006
capra_hircus ENSCHIG00000014172
ovis_aries ENSOARG00000007280
bos_mutus ENSBMUG00000025475
bos_taurus ENSBTAG00000017404
bison_bison_bison ENSBBBG00000009895
tursiops_truncatus ENSTTRG00000001538
equus_caballus ENSECAG00000019540
equus_asinus_asinus ENSEASG00005010263
ursus_americanus ENSUAMG00000006762
ursus_maritimus ENSUMAG00000016498
ailuropoda_melanoleuca ENSAMEG00000007598
neovison_vison ENSNVIG00000002035
mustela_putorius_furo ENSMPUG00000013080
canis_lupus_dingo ENSCAFG00020000869
canis_lupus_familiaris ENSCAFG00000012703
vulpes_vulpes ENSVVUG00000003015
panthera_pardus ENSPPRG00000002793
panthera_tigris_altaica ENSPTIG00000008788
felis_catus ENSFCAG00000011936
pteropus_vampyrus ENSPVAG00000017722
myotis_lucifugus ENSMLUG00000002163
castor_canadensis ENSCCNG00000029268
dipodomys_ordii ENSDORG00000008428
loxodonta_africana ENSLAFG00000020759
dasypus_novemcinctus ENSDNOG00000034305
choloepus_hoffmanni ENSCHOG00000001933
sorex_araneus ENSSARG00000001078
ornithorhynchus_anatinus ENSOANG00000022298
ornithorhynchus_anatinus ENSOANG00000030419
ornithorhynchus_anatinus ENSOANG00000019737
monodelphis_domestica ENSMODG00000009307
sarcophilus_harrisii ENSSHAG00000000068
notamacropus_eugenii ENSMEUG00000003316
phascolarctos_cinereus ENSPCIG00000026896
ornithorhynchus_anatinus ENSOANG00000013412
apteryx_owenii ENSAOWG00000013972
apteryx_rowi ENSARWG00000004417
apteryx_haastii ENSAHAG00000001682
dromaius_novaehollandiae ENSDNVG00000009992
nothoprocta_perdicaria ENSNPEG00000000460
manacus_vitellinus ENSMVIG00005007316
lepidothrix_coronata ENSLCOG00000011078
parus_major ENSPMJG00000019087
cyanistes_caeruleus ENSCCEG00000022993
lonchura_striata_domestica ENSLSDG00000012711
ficedula_albicollis ENSFALG00000006919
serinus_canaria ENSSCAG00000001239
zonotrichia_albicollis ENSZALG00000009489
calidris_pugnax ENSCPUG00000003332
calidris_pygmaea ENSCPGG00000008370
melopsittacus_undulatus ENSMUNG00000008514
anser_brachyrhynchus ENSABRG00000013433
anas_platyrhynchos_platyrhynchos ENSAPLG00000014622
coturnix_japonica ENSCJPG00005014842
coturnix_japonica ENSCJPG00005014843
meleagris_gallopavo ENSMGAG00000014425
numida_meleagris ENSNMEG00000022666
crocodylus_porosus ENSCPRG00005006467
gopherus_agassizii ENSGAGG00000024092
chelonoidis_abingdonii ENSCABG00000000996
chrysemys_picta_bellii ENSCPBG00000007573
anolis_carolinensis ENSACAG00000009521
pogona_vitticeps ENSPVIG00000021009
notechis_scutatus ENSNSUG00000012186
salvator_merianae ENSSMRG00000018113
xenopus_tropicalis ENSXETG00000016146
