petromyzon_marinus ENSPMAG00000006563
eptatretus_burgeri ENSEBUG00000001059
oryzias_latipes ENSORLG00020021340
oryzias_latipes ENSORLG00020021256
poecilia_latipinna ENSPLAG00000012642
xiphophorus_couchianus ENSXCOG00000015242
amphiprion_percula ENSAPEG00000021605
ciona_savignyi ENSCSAVG00000007766
ciona_intestinalis ENSCING00000002894
ciona_intestinalis ENSCING00000020626
poecilia_mexicana ENSPMEG00000007284
poecilia_formosa ENSPFOG00000003450
poecilia_latipinna ENSPLAG00000009751
poecilia_reticulata ENSPREG00000002940
xiphophorus_maculatus ENSXMAG00000003939
gambusia_affinis ENSGAFG00000015329
fundulus_heteroclitus ENSFHEG00000005817
cyprinodon_variegatus ENSCVAG00000020570
kryptolebias_marmoratus ENSKMAG00000007240
oryzias_latipes ENSORLG00020020575
amphiprion_percula ENSAPEG00000015969
amphiprion_ocellaris ENSAOCG00000017068
acanthochromis_polyacanthus ENSAPOG00000000715
stegastes_partitus ENSSPAG00000016139
astatotilapia_calliptera ENSACLG00000020795
maylandia_zebra ENSMZEG00005005063
haplochromis_burtoni ENSHBUG00000020233
pundamilia_nyererei ENSPNYG00000000031
oreochromis_niloticus ENSONIG00000015872
amphilophus_citrinellus ENSACIG00000022319
monopterus_albus ENSMALG00000013186
anabas_testudineus ENSATEG00000017091
labrus_bergylta ENSLBEG00000015111
gadus_morhua ENSGMOG00000005724
fundulus_heteroclitus ENSFHEG00000017779
cyprinodon_variegatus ENSCVAG00000006630
kryptolebias_marmoratus ENSKMAG00000020867
oryzias_latipes ENSORLG00020021538
oryzias_latipes ENSORLG00000018617
oryzias_latipes_asm223469v1 ENSORLG00015022254
oryzias_melastigma ENSOMEG00000012116
astatotilapia_calliptera ENSACLG00000004912
maylandia_zebra ENSMZEG00005013559
neolamprologus_brichardi ENSNBRG00000019760
amphilophus_citrinellus ENSACIG00000006892
amphiprion_ocellaris ENSAOCG00000022005
amphiprion_percula ENSAPEG00000021436
acanthochromis_polyacanthus ENSAPOG00000021191
stegastes_partitus ENSSPAG00000003312
seriola_dumerili ENSSDUG00000005449
seriola_lalandi_dorsalis ENSSLDG00000019241
scophthalmus_maximus ENSSMAG00000009459
labrus_bergylta ENSLBEG00000023565
tetraodon_nigroviridis ENSTNIG00000019573
tetraodon_nigroviridis ENSTNIG00000019559
takifugu_rubripes ENSTRUG00000009153
mola_mola ENSMMOG00000013896
gasterosteus_aculeatus ENSGACG00000016455
cynoglossus_semilaevis ENSCSEG00000008237
periophthalmus_magnuspinnatus ENSPMGG00000005003
gadus_morhua ENSGMOG00000004167
esox_lucius ENSELUG00000017802
esox_lucius ENSELUG00000010128
lepisosteus_oculatus ENSLOCG00000013893
ochotona_princeps ENSOPRG00000001709
gopherus_agassizii ENSGAGG00000015519
chelonoidis_abingdonii ENSCABG00000008414
chrysemys_picta_bellii ENSCPBG00000015908
chrysemys_picta_bellii ENSCPBG00000015559
pelodiscus_sinensis ENSPSIG00000003107
dromaius_novaehollandiae ENSDNVG00000016521
dromaius_novaehollandiae ENSDNVG00000016378
apteryx_rowi ENSARWG00000008750
calidris_pugnax ENSCPUG00000011272
calidris_pygmaea ENSCPGG00000009410
anser_brachyrhynchus ENSABRG00000006092
anas_platyrhynchos_platyrhynchos ENSAPLG00000005654
melopsittacus_undulatus ENSMUNG00000007635
gallus_gallus ENSGALG00000041833
coturnix_japonica ENSCJPG00005004024
meleagris_gallopavo ENSMGAG00000001084
numida_meleagris ENSNMEG00000012522
numida_meleagris ENSNMEG00000012505
manacus_vitellinus ENSMVIG00005009210
lepidothrix_coronata ENSLCOG00000008184
lonchura_striata_domestica ENSLSDG00000008417
taeniopygia_guttata ENSTGUG00000003523
serinus_canaria ENSSCAG00000004529
zonotrichia_albicollis ENSZALG00000008508
junco_hyemalis ENSJHYG00000003025
ficedula_albicollis ENSFALG00000007130
cyanistes_caeruleus ENSCCEG00000002768
parus_major ENSPMJG00000018924
calidris_pugnax ENSCPUG00000011271
calidris_pygmaea ENSCPGG00000009408
calidris_pugnax ENSCPUG00000011407
parus_major ENSPMJG00000018925
cyanistes_caeruleus ENSCCEG00000002772
manacus_vitellinus ENSMVIG00005009208
taeniopygia_guttata ENSTGUG00000003529
lonchura_striata_domestica ENSLSDG00000008416
melopsittacus_undulatus ENSMUNG00000007636
lepidothrix_coronata ENSLCOG00000008183
calidris_pygmaea ENSCPGG00000009413
gallus_gallus ENSGALG00000045238
coturnix_japonica ENSCJPG00005004023
meleagris_gallopavo ENSMGAG00000001704
gopherus_agassizii ENSGAGG00000015521
crocodylus_porosus ENSCPRG00005000967
anolis_carolinensis ENSACAG00000000578
pogona_vitticeps ENSPVIG00000020927
salvator_merianae ENSSMRG00000015716
notamacropus_eugenii ENSMEUG00000010396
lepisosteus_oculatus ENSLOCG00000006427
ciona_savignyi ENSCSAVG00000008844
danio_rerio ENSDARG00000109399
ictalurus_punctatus ENSIPUG00000011388
scophthalmus_maximus ENSSMAG00000007111
mola_mola ENSMMOG00000011370
ciona_intestinalis ENSCING00000005964
ciona_intestinalis ENSCING00000021246
ciona_savignyi ENSCSAVG00000000933
ciona_intestinalis ENSCING00000024585
ciona_savignyi ENSCSAVG00000010753
ciona_intestinalis ENSCING00000021992
ciona_savignyi ENSCSAVG00000006757
