chelonoidis_abingdonii ENSCABG00000012773
pelodiscus_sinensis ENSPSIG00000003229
taeniopygia_guttata ENSTGUG00000007211
zonotrichia_albicollis ENSZALG00000005214
manacus_vitellinus ENSMVIG00005020063
meleagris_gallopavo ENSMGAG00000009070
nothoprocta_perdicaria ENSNPEG00000006529
sphenodon_punctatus ENSSPUG00000009544
notechis_scutatus ENSNSUG00000015412
castor_canadensis ENSCCNG00000024270
meriones_unguiculatus ENSMUGG00000009968
oryctolagus_cuniculus ENSOCUG00000021912
prolemur_simus ENSPSMG00000002140
propithecus_coquereli ENSPCOG00000017761
otolemur_garnettii ENSOGAG00000004778
macaca_mulatta ENSMMUG00000007421
rhinopithecus_bieti ENSRBIG00000042758
pan_paniscus ENSPPAG00000018679
canis_lupus_dingo ENSCAFG00020017838
loxodonta_africana ENSLAFG00000013512
procavia_capensis ENSPCAG00000004725
latimeria_chalumnae ENSLACG00000012632
astyanax_mexicanus ENSAMXG00000012638
