paramormyrops_kingsleyae ENSPKIG00000022791
scleropages_formosus ENSSFOG00015015605
astyanax_mexicanus ENSAMXG00000021045
astyanax_mexicanus ENSAMXG00005003464
pygocentrus_nattereri ENSPNAG00000021259
ictalurus_punctatus ENSIPUG00000016232
electrophorus_electricus ENSEEEG00000020398
danio_rerio ENSDARG00000101908
esox_lucius ENSELUG00000011844
hucho_hucho ENSHHUG00000010553
hucho_hucho ENSHHUG00000002539
clupea_harengus ENSCHAG00000026548
denticeps_clupeoides ENSDCDG00000032249
fundulus_heteroclitus ENSFHEG00000009767
cyprinodon_variegatus ENSCVAG00000006050
poecilia_latipinna ENSPLAG00000005145
poecilia_mexicana ENSPMEG00000017050
poecilia_reticulata ENSPREG00000021855
xiphophorus_maculatus ENSXMAG00000017202
xiphophorus_couchianus ENSXCOG00000011600
gambusia_affinis ENSGAFG00000020874
poecilia_formosa ENSPFOG00000017048
kryptolebias_marmoratus ENSKMAG00000001199
oryzias_latipes ENSORLG00000017196
oryzias_latipes ENSORLG00020005907
oryzias_latipes ENSORLG00015005615
oryzias_melastigma ENSOMEG00000023380
gouania_willdenowi ENSGWIG00000021248
amphiprion_percula ENSAPEG00000019183
amphiprion_ocellaris ENSAOCG00000023512
acanthochromis_polyacanthus ENSAPOG00000000442
stegastes_partitus ENSSPAG00000010502
parambassis_ranga ENSPRNG00000005659
monopterus_albus ENSMALG00000002737
anabas_testudineus ENSATEG00000021626
betta_splendens ENSBSLG00000023978
pundamilia_nyererei ENSPNYG00000017032
haplochromis_burtoni ENSHBUG00000004329
maylandia_zebra ENSMZEG00005021604
astatotilapia_calliptera ENSACLG00000012765
neolamprologus_brichardi ENSNBRG00000013590
oreochromis_niloticus ENSONIG00000017988
hippocampus_comes ENSHCOG00000003946
mola_mola ENSMMOG00000006516
labrus_bergylta ENSLBEG00000016523
labrus_bergylta ENSLBEG00000012082
larimichthys_crocea ENSLCRG00005019316
gasterosteus_aculeatus ENSGACG00000001074
cottoperca_gobio ENSCGOG00000005160
takifugu_rubripes ENSTRUG00000007115
tetraodon_nigroviridis ENSTNIG00000004454
scophthalmus_maximus ENSSMAG00000007580
mastacembelus_armatus ENSMAMG00000018350
seriola_dumerili ENSSDUG00000017171
seriola_lalandi ENSSLDG00000016943
lates_calcarifer ENSLCAG00010002514
amphilophus_citrinellus ENSACIG00000018009
cynoglossus_semilaevis ENSCSEG00000003533
periophthalmus_magnuspinnatus ENSPMGG00000005255
gadus_morhua ENSGMOG00000015000
lepisosteus_oculatus ENSLOCG00000016204
castor_canadensis ENSCCNG00000027219
dipodomys_ordii ENSDORG00000027759
chinchilla_lanigera ENSCLAG00000005722
cavia_porcellus ENSCPOG00000013843
heterocephalus_glaber ENSHGLG00100018916
heterocephalus_glaber ENSHGLG00000015773
fukomys_damarensis ENSFDAG00000009941
spermophilus_dauricus ENSSDAG00000003009
ictidomys_tridecemlineatus ENSSTOG00000014751
urocitellus_parryii ENSUPAG00010023415
marmota_marmota ENSMMMG00000003831
otolemur_garnettii ENSOGAG00000008725
homo_sapiens ENSG00000258052
propithecus_coquereli ENSPCOG00000008504
jaculus_jaculus ENSJJAG00000017104
jaculus_jaculus ENSJJAG00000018974
nannospalax_galili ENSNGAG00000016570
pan_troglodytes ENSPTRG00000005212
pan_paniscus ENSPPAG00000038298
homo_sapiens ENSG00000127328
gorilla_gorilla ENSGGOG00000008395
