notamacropus_eugenii ENSMEUG00000000938
phascolarctos_cinereus ENSPCIG00000017897
sarcophilus_harrisii ENSSHAG00000006943
sarcophilus_harrisii ENSSHAG00000007895
phascolarctos_cinereus ENSPCIG00000032206
monodelphis_domestica ENSMODG00000013890
mus_spicilegus ENSMSIG00000029404
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029223
mus_musculus ENSMUSG00000038665
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028224
mus_pahari MGP_PahariEiJ_G0021981
rattus_norvegicus ENSRNOG00000026705
meriones_unguiculatus ENSMUGG00000015442
microtus_ochrogaster ENSMOCG00000010045
peromyscus_maniculatus_bairdii ENSPEMG00000017703
cricetulus_griseus_crigri-picr ENSCGRG00015027562
cricetulus_griseus_chok1gshd ENSCGRG00001004925
cricetulus_griseus_crigri ENSCGRG00000004379
mesocricetus_auratus ENSMAUG00000010418
nannospalax_galili ENSNGAG00000020337
jaculus_jaculus ENSJJAG00000015713
dipodomys_ordii ENSDORG00000006104
urocitellus_parryii ENSUPAG00010018679
ictidomys_tridecemlineatus ENSSTOG00000001328
spermophilus_dauricus ENSSDAG00000024668
marmota_marmota_marmota ENSMMMG00000012154
heterocephalus_glaber_male ENSHGLG00100007982
heterocephalus_glaber_female ENSHGLG00000012937
fukomys_damarensis ENSFDAG00000011303
chinchilla_lanigera ENSCLAG00000001507
octodon_degus ENSODEG00000014959
cavia_porcellus ENSCPOG00000008861
cavia_aperea ENSCAPG00000017477
oryctolagus_cuniculus ENSOCUG00000010264
ochotona_princeps ENSOPRG00000015653
tupaia_belangeri ENSTBEG00000002812
propithecus_coquereli ENSPCOG00000018958
microcebus_murinus ENSMICG00000003946
prolemur_simus ENSPSMG00000020342
otolemur_garnettii ENSOGAG00000010837
carlito_syrichta ENSTSYG00000004709
pan_troglodytes ENSPTRG00000019736
pan_paniscus ENSPPAG00000033273
homo_sapiens ENSG00000157680
gorilla_gorilla ENSGGOG00000010790
nomascus_leucogenys ENSNLEG00000013659
macaca_fascicularis ENSMFAG00000002635
macaca_mulatta ENSMMUG00000016831
macaca_nemestrina ENSMNEG00000011223
chlorocebus_sabaeus ENSCSAG00000008868
cercocebus_atys ENSCATG00000032594
mandrillus_leucophaeus ENSMLEG00000035124
papio_anubis ENSPANG00000000751
theropithecus_gelada ENSTGEG00000025708
rhinopithecus_roxellana ENSRROG00000024735
rhinopithecus_bieti ENSRBIG00000044127
colobus_angolensis_palliatus ENSCANG00000038342
piliocolobus_tephrosceles ENSPTEG00000037524
cebus_capucinus ENSCCAG00000032140
saimiri_boliviensis_boliviensis ENSSBOG00000027360
callithrix_jacchus ENSCJAG00000012805
aotus_nancymaae ENSANAG00000021461
ursus_maritimus ENSUMAG00000016102
ursus_maritimus ENSUMAG00000016076
ursus_americanus ENSUAMG00000020548
ailuropoda_melanoleuca ENSAMEG00000018062
neovison_vison ENSNVIG00000022289
mustela_putorius_furo ENSMPUG00000003970
canis_lupus_dingo ENSCAFG00020026775
canis_lupus_dingo ENSCAFG00020026782
canis_lupus_familiaris ENSCAFG00000003373
vulpes_vulpes ENSVVUG00000006440
panthera_pardus ENSPPRG00000024234
panthera_tigris_altaica ENSPTIG00000012936
felis_catus ENSFCAG00000015566
myotis_lucifugus ENSMLUG00000003064
pteropus_vampyrus ENSPVAG00000004693
vicugna_pacos ENSVPAG00000009474
sus_scrofa ENSSSCG00000016521
ovis_aries ENSOARG00000009794
capra_hircus ENSCHIG00000016216
capra_hircus ENSCHIG00000026275
bos_mutus ENSBMUG00000014831
bos_taurus ENSBTAG00000019980
bison_bison_bison ENSBBBG00000015523
tursiops_truncatus ENSTTRG00000000071
erinaceus_europaeus ENSEEUG00000008888
sorex_araneus ENSSARG00000010310
equus_asinus_asinus ENSEASG00005011706
equus_caballus ENSECAG00000001834
choloepus_hoffmanni ENSCHOG00000009825
dasypus_novemcinctus ENSDNOG00000003230
loxodonta_africana ENSLAFG00000008459
procavia_capensis ENSPCAG00000002183
echinops_telfairi ENSETEG00000011625
ornithorhynchus_anatinus ENSOANG00000005017
anolis_carolinensis ENSACAG00000011785
pogona_vitticeps ENSPVIG00000022012
notechis_scutatus ENSNSUG00000013708
salvator_merianae ENSSMRG00000016019
sphenodon_punctatus ENSSPUG00000004569
parus_major ENSPMJG00000009012
cyanistes_caeruleus ENSCCEG00000014689
taeniopygia_guttata ENSTGUG00000011563
lonchura_striata_domestica ENSLSDG00000009406
ficedula_albicollis ENSFALG00000000515
zonotrichia_albicollis ENSZALG00000015173
junco_hyemalis ENSJHYG00000001373
serinus_canaria ENSSCAG00000009868
manacus_vitellinus ENSMVIG00005016535
lepidothrix_coronata ENSLCOG00000010351
melopsittacus_undulatus ENSMUNG00000011741
calidris_pugnax ENSCPUG00000019641
calidris_pygmaea ENSCPGG00000009726
gallus_gallus ENSGALG00000012890
meleagris_gallopavo ENSMGAG00000013264
coturnix_japonica ENSCJPG00005020258
numida_meleagris ENSNMEG00000000160
anas_platyrhynchos_platyrhynchos ENSAPLG00000019993
anas_platyrhynchos_platyrhynchos ENSAPLG00000012073
anser_brachyrhynchus ENSABRG00000000869
apteryx_owenii ENSAOWG00000010104
apteryx_haastii ENSAHAG00000004877
apteryx_rowi ENSARWG00000005869
dromaius_novaehollandiae ENSDNVG00000010462
nothoprocta_perdicaria ENSNPEG00000002833
serinus_canaria ENSSCAG00000009914
crocodylus_porosus ENSCPRG00005017914
chelonoidis_abingdonii ENSCABG00000000404
gopherus_agassizii ENSGAGG00000020303
chrysemys_picta_bellii ENSCPBG00000011429
pelodiscus_sinensis ENSPSIG00000005205
xenopus_tropicalis ENSXETG00000021398
latimeria_chalumnae ENSLACG00000011803
pygocentrus_nattereri ENSPNAG00000029881
astyanax_mexicanus ENSAMXG00000017084
ictalurus_punctatus ENSIPUG00000012604
danio_rerio ENSDARG00000063578
paramormyrops_kingsleyae ENSPKIG00000009340
scleropages_formosus ENSSFOG00015023245
lepisosteus_oculatus ENSLOCG00000017111
paramormyrops_kingsleyae ENSPKIG00000009375
scleropages_formosus ENSSFOG00015023235
seriola_dumerili ENSSDUG00000015855
gadus_morhua ENSGMOG00000017041
mola_mola ENSMMOG00000006766
mola_mola ENSMMOG00000006775
takifugu_rubripes ENSTRUG00000012747
tetraodon_nigroviridis ENSTNIG00000012648
gasterosteus_aculeatus ENSGACG00000020085
amphiprion_percula ENSAPEG00000022476
amphiprion_ocellaris ENSAOCG00000019411
acanthochromis_polyacanthus ENSAPOG00000019527
stegastes_partitus ENSSPAG00000015146
amphilophus_citrinellus ENSACIG00000003894
amphilophus_citrinellus ENSACIG00000003993
astatotilapia_calliptera ENSACLG00000014884
pundamilia_nyererei ENSPNYG00000021347
oreochromis_niloticus ENSONIG00000017878
neolamprologus_brichardi ENSNBRG00000012083
maylandia_zebra ENSMZEG00005000984
anabas_testudineus ENSATEG00000022325
cynoglossus_semilaevis ENSCSEG00000005934
mastacembelus_armatus ENSMAMG00000017529
monopterus_albus ENSMALG00000013658
haplochromis_burtoni ENSHBUG00000007835
haplochromis_burtoni ENSHBUG00000007856
labrus_bergylta ENSLBEG00000004758
labrus_bergylta ENSLBEG00000012949
periophthalmus_magnuspinnatus ENSPMGG00000000301
seriola_lalandi_dorsalis ENSSLDG00000008267
seriola_dumerili ENSSDUG00000015885
scophthalmus_maximus ENSSMAG00000005977
cyprinodon_variegatus ENSCVAG00000015354
fundulus_heteroclitus ENSFHEG00000002920
poecilia_formosa ENSPFOG00000000136
poecilia_formosa ENSPFOG00000024090
poecilia_mexicana ENSPMEG00000014972
poecilia_latipinna ENSPLAG00000000853
poecilia_reticulata ENSPREG00000022843
poecilia_latipinna ENSPLAG00000019344
xiphophorus_maculatus ENSXMAG00000004330
xiphophorus_couchianus ENSXCOG00000014742
gambusia_affinis ENSGAFG00000014075
kryptolebias_marmoratus ENSKMAG00000014029
oryzias_latipes_asm223469v1 ENSORLG00015006987
oryzias_latipes ENSORLG00020007811
oryzias_latipes ENSORLG00000016792
oryzias_melastigma ENSOMEG00000023790
hippocampus_comes ENSHCOG00000019145
esox_lucius ENSELUG00000016463
eptatretus_burgeri ENSEBUG00000006322
petromyzon_marinus ENSPMAG00000008410
