pan_paniscus ENSPPAG00000004383
pan_troglodytes ENSPTRG00000022857
homo_sapiens ENSG00000196646
gorilla_gorilla ENSGGOG00000005651
pongo_abelii ENSPPYG00000009593
nomascus_leucogenys ENSNLEG00000033491
macaca_nemestrina ENSMNEG00000037166
macaca_mulatta ENSMMUG00000014351
macaca_fascicularis ENSMFAG00000042768
mandrillus_leucophaeus ENSMLEG00000041778
papio_anubis ENSPANG00000033580
cercocebus_atys ENSCATG00000036804
theropithecus_gelada ENSTGEG00000027585
piliocolobus_tephrosceles ENSPTEG00000005360
colobus_angolensis ENSCANG00000036111
rhinopithecus_bieti ENSRBIG00000030283
rhinopithecus_roxellana ENSRROG00000042101
cebus_capucinus ENSCCAG00000017462
saimiri_boliviensis ENSSBOG00000032363
callithrix_jacchus ENSCJAG00000005445
aotus_nancymaae ENSANAG00000035623
carlito_syrichta ENSTSYG00000003164
propithecus_coquereli ENSPCOG00000012772
microcebus_murinus ENSMICG00000006354
prolemur_simus ENSPSMG00000013385
