tetraodon_nigroviridis ENSTNIG00000002612
neolamprologus_brichardi ENSNBRG00000008650
nothoprocta_perdicaria ENSNPEG00000004052
taeniopygia_guttata ENSTGUG00000016164
pogona_vitticeps ENSPVIG00000004819
ursus_americanus ENSUAMG00000017329
sus_scrofa ENSSSCG00000031169
octodon_degus ENSODEG00000015301
dipodomys_ordii ENSDORG00000008638
cricetulus_griseus_chok1gshd ENSCGRG00001015309
cricetulus_griseus_crigri ENSCGRG00000000266
macaca_mulatta ENSMMUG00000032587
macaca_fascicularis ENSMFAG00000002030
macaca_nemestrina ENSMNEG00000031717
cercocebus_atys ENSCATG00000026945
mandrillus_leucophaeus ENSMLEG00000040725
papio_anubis ENSPANG00000033342
rhinopithecus_bieti ENSRBIG00000036503
rhinopithecus_roxellana ENSRROG00000027176
colobus_angolensis_palliatus ENSCANG00000040722
pan_paniscus ENSPPAG00000032573
pan_troglodytes ENSPTRG00000052650
saimiri_boliviensis_boliviensis ENSSBOG00000035469
microcebus_murinus ENSMICG00000026992
tupaia_belangeri ENSTBEG00000015489
zonotrichia_albicollis ENSZALG00000016620
