sarcophilus_harrisii ENSSHAG00000016040
monodelphis_domestica ENSMODG00000000901
phascolarctos_cinereus ENSPCIG00000003319
phascolarctos_cinereus ENSPCIG00000003372
monodelphis_domestica ENSMODG00000029571
ursus_maritimus ENSUMAG00000005423
ailuropoda_melanoleuca ENSAMEG00000020144
mustela_putorius_furo ENSMPUG00000011269
neovison_vison ENSNVIG00000015652
canis_lupus_dingo ENSCAFG00020015009
canis_lupus_familiaris ENSCAFG00000010333
vulpes_vulpes ENSVVUG00000006675
equus_caballus ENSECAG00000008372
equus_asinus_asinus ENSEASG00005019671
ovis_aries ENSOARG00000012639
capra_hircus ENSCHIG00000026746
bos_taurus ENSBTAG00000000584
bos_mutus ENSBMUG00000006879
bison_bison_bison ENSBBBG00000018073
myotis_lucifugus ENSMLUG00000007489
prolemur_simus ENSPSMG00000013478
microcebus_murinus ENSMICG00000045794
otolemur_garnettii ENSOGAG00000031654
piliocolobus_tephrosceles ENSPTEG00000029867
rhinopithecus_bieti ENSRBIG00000007568
theropithecus_gelada ENSTGEG00000018353
urocitellus_parryii ENSUPAG00010008348
spermophilus_dauricus ENSSDAG00000002097
marmota_marmota_marmota ENSMMMG00000013243
castor_canadensis ENSCCNG00000027612
heterocephalus_glaber_male ENSHGLG00100017031
chinchilla_lanigera ENSCLAG00000011787
oryctolagus_cuniculus ENSOCUG00000016818
tupaia_belangeri ENSTBEG00000016185
loxodonta_africana ENSLAFG00000026325
ursus_americanus ENSUAMG00000018086
ornithorhynchus_anatinus ENSOANG00000009432
apteryx_haastii ENSAHAG00000008272
apteryx_owenii ENSAOWG00000011415
apteryx_rowi ENSARWG00000006287
dromaius_novaehollandiae ENSDNVG00000018697
nothoprocta_perdicaria ENSNPEG00000000948
anser_brachyrhynchus ENSABRG00000000098
anas_platyrhynchos_platyrhynchos ENSAPLG00000014428
meleagris_gallopavo ENSMGAG00000002066
coturnix_japonica ENSCJPG00005007996
gallus_gallus ENSGALG00000000225
numida_meleagris ENSNMEG00000008893
lonchura_striata_domestica ENSLSDG00000013361
taeniopygia_guttata ENSTGUG00000001350
serinus_canaria ENSSCAG00000007055
zonotrichia_albicollis ENSZALG00000014974
junco_hyemalis ENSJHYG00000011509
ficedula_albicollis ENSFALG00000002489
parus_major ENSPMJG00000004699
cyanistes_caeruleus ENSCCEG00000021159
lepidothrix_coronata ENSLCOG00000015125
manacus_vitellinus ENSMVIG00005011290
melopsittacus_undulatus ENSMUNG00000004134
calidris_pygmaea ENSCPGG00000011702
calidris_pugnax ENSCPUG00000017589
crocodylus_porosus ENSCPRG00005006004
gopherus_agassizii ENSGAGG00000008173
chelonoidis_abingdonii ENSCABG00000016682
chrysemys_picta_bellii ENSCPBG00000009214
pelodiscus_sinensis ENSPSIG00000016461
anolis_carolinensis ENSACAG00000004978
pogona_vitticeps ENSPVIG00000007454
notechis_scutatus ENSNSUG00000002835
salvator_merianae ENSSMRG00000003510
sphenodon_punctatus ENSSPUG00000007791
kryptolebias_marmoratus ENSKMAG00000005545
gadus_morhua ENSGMOG00000006132
pygocentrus_nattereri ENSPNAG00000021513
scleropages_formosus ENSSFOG00015008693
paramormyrops_kingsleyae ENSPKIG00000012024
