paramormyrops_kingsleyae ENSPKIG00000018845
scleropages_formosus ENSSFOG00015003076
mola_mola ENSMMOG00000014583
gasterosteus_aculeatus ENSGACG00000020844
scophthalmus_maximus ENSSMAG00000014686
mastacembelus_armatus ENSMAMG00000000721
anabas_testudineus ENSATEG00000023046
monopterus_albus ENSMALG00000010828
seriola_dumerili ENSSDUG00000008617
amphiprion_ocellaris ENSAOCG00000023988
amphiprion_percula ENSAPEG00000010030
stegastes_partitus ENSSPAG00000013518
astatotilapia_calliptera ENSACLG00000023983
astatotilapia_calliptera ENSACLG00000026280
maylandia_zebra ENSMZEG00005011583
haplochromis_burtoni ENSHBUG00000014185
pundamilia_nyererei ENSPNYG00000012449
neolamprologus_brichardi ENSNBRG00000014348
oreochromis_niloticus ENSONIG00000013267
seriola_lalandi ENSSLDG00000002437
amphilophus_citrinellus ENSACIG00000013926
labrus_bergylta ENSLBEG00000023733
cynoglossus_semilaevis ENSCSEG00000010605
xiphophorus_couchianus ENSXCOG00000018723
xiphophorus_maculatus ENSXMAG00000015294
poecilia_formosa ENSPFOG00000001233
poecilia_mexicana ENSPMEG00000002311
poecilia_latipinna ENSPLAG00000022593
poecilia_reticulata ENSPREG00000013881
gambusia_affinis ENSGAFG00000010964
cyprinodon_variegatus ENSCVAG00000010950
periophthalmus_magnuspinnatus ENSPMGG00000018452
periophthalmus_magnuspinnatus ENSPMGG00000018456
takifugu_rubripes ENSTRUG00000020847
fundulus_heteroclitus ENSFHEG00000006231
monopterus_albus ENSMALG00000010875
kryptolebias_marmoratus ENSKMAG00000013231
oryzias_latipes ENSORLG00015014821
oryzias_latipes ENSORLG00020008194
oryzias_latipes ENSORLG00000015316
oryzias_melastigma ENSOMEG00000023836
acanthochromis_polyacanthus ENSAPOG00000017583
takifugu_rubripes ENSTRUG00000010068
tetraodon_nigroviridis ENSTNIG00000004695
hippocampus_comes ENSHCOG00000009976
gadus_morhua ENSGMOG00000013638
esox_lucius ENSELUG00000000843
pygocentrus_nattereri ENSPNAG00000016193
astyanax_mexicanus ENSAMXG00000007482
ictalurus_punctatus ENSIPUG00000023074
danio_rerio ENSDARG00000022203
lepisosteus_oculatus ENSLOCG00000002184
notechis_scutatus ENSNSUG00000007987
pogona_vitticeps ENSPVIG00000007683
salvator_merianae ENSSMRG00000013947
sphenodon_punctatus ENSSPUG00000006483
apteryx_rowi ENSARWG00000006211
apteryx_haastii ENSAHAG00000005293
apteryx_owenii ENSAOWG00000017971
nothoprocta_perdicaria ENSNPEG00000003063
dromaius_novaehollandiae ENSDNVG00000006274
coturnix_japonica ENSCJPG00005008090
gallus_gallus ENSGALG00000001263
meleagris_gallopavo ENSMGAG00000016801
numida_meleagris ENSNMEG00000012937
anas_platyrhynchos ENSAPLG00000006811
anser_brachyrhynchus ENSABRG00000008860
zonotrichia_albicollis ENSZALG00000008514
junco_hyemalis ENSJHYG00000002715
serinus_canaria ENSSCAG00000004427
lonchura_striata ENSLSDG00000008302
taeniopygia_guttata ENSTGUG00000003638
ficedula_albicollis ENSFALG00000007085
parus_major ENSPMJG00000018889
cyanistes_caeruleus ENSCCEG00000002433
manacus_vitellinus ENSMVIG00005008613
lepidothrix_coronata ENSLCOG00000014959
melopsittacus_undulatus ENSMUNG00000002651
calidris_pugnax ENSCPUG00000006797
calidris_pygmaea ENSCPGG00000005075
crocodylus_porosus ENSCPRG00005007139
gopherus_agassizii ENSGAGG00000020096
chelonoidis_abingdonii ENSCABG00000010700
chrysemys_picta ENSCPBG00000027670
pelodiscus_sinensis ENSPSIG00000012562
phascolarctos_cinereus ENSPCIG00000015133
notamacropus_eugenii ENSMEUG00000012139
monodelphis_domestica ENSMODG00000028938
echinops_telfairi ENSETEG00000012858
loxodonta_africana ENSLAFG00000006505
prolemur_simus ENSPSMG00000019493
propithecus_coquereli ENSPCOG00000017596
microcebus_murinus ENSMICG00000010230
otolemur_garnettii ENSOGAG00000013029
homo_sapiens ENSG00000006704
pan_paniscus ENSPPAG00000034035
pan_troglodytes ENSPTRG00000045395
gorilla_gorilla ENSGGOG00000000419
pan_troglodytes ENSPTRG00000019292
pongo_abelii ENSPPYG00000017485
nomascus_leucogenys ENSNLEG00000033027
piliocolobus_tephrosceles ENSPTEG00000015263
rhinopithecus_roxellana ENSRROG00000032818
colobus_angolensis ENSCANG00000030197
macaca_fascicularis ENSMFAG00000030668
macaca_mulatta ENSMMUG00000018842
papio_anubis ENSPANG00000024960
cercocebus_atys ENSCATG00000031765
chlorocebus_sabaeus ENSCSAG00000018202
macaca_nemestrina ENSMNEG00000030643
theropithecus_gelada ENSTGEG00000003196
rhinopithecus_bieti ENSRBIG00000029550
mandrillus_leucophaeus ENSMLEG00000035405
saimiri_boliviensis ENSSBOG00000035098
cebus_capucinus ENSCCAG00000020020
callithrix_jacchus ENSCJAG00000016131
aotus_nancymaae ENSANAG00000003109
carlito_syrichta ENSTSYG00000027526
tupaia_belangeri ENSTBEG00000014017
urocitellus_parryii ENSUPAG00010000788
marmota_marmota ENSMMMG00000008400
ictidomys_tridecemlineatus ENSSTOG00000014343
spermophilus_dauricus ENSSDAG00000017323
heterocephalus_glaber ENSHGLG00100009116
heterocephalus_glaber ENSHGLG00000017547
fukomys_damarensis ENSFDAG00000013704
chinchilla_lanigera ENSCLAG00000007139
octodon_degus ENSODEG00000015635
cavia_porcellus ENSCPOG00000004421
cavia_aperea ENSCAPG00000001740
castor_canadensis ENSCCNG00000031470
dipodomys_ordii ENSDORG00000015995
cricetulus_griseus ENSCGRG00015003287
cricetulus_griseus ENSCGRG00000002121
cricetulus_griseus ENSCGRG00001010887
mesocricetus_auratus ENSMAUG00000008502
peromyscus_maniculatus ENSPEMG00000013955
microtus_ochrogaster ENSMOCG00000011895
mus_musculus ENSMUSG00000023079
mus_spretus MGP_SPRETEiJ_G0028809
mus_spicilegus ENSMSIG00000017905
mus_caroli MGP_CAROLIEiJ_G0027811
mus_pahari MGP_PahariEiJ_G0024373
rattus_norvegicus ENSRNOG00000050193
rattus_norvegicus ENSRNOG00000001478
meriones_unguiculatus ENSMUGG00000002923
nannospalax_galili ENSNGAG00000000358
jaculus_jaculus ENSJJAG00000009277
oryctolagus_cuniculus ENSOCUG00000026916
ochotona_princeps ENSOPRG00000006315
tursiops_truncatus ENSTTRG00000008796
sus_scrofa ENSSSCG00000007720
ovis_aries ENSOARG00000011517
capra_hircus ENSCHIG00000020027
bos_mutus ENSBMUG00000011059
bos_taurus ENSBTAG00000006212
bison_bison ENSBBBG00000014254
pteropus_vampyrus ENSPVAG00000007403
myotis_lucifugus ENSMLUG00000001668
ursus_maritimus ENSUMAG00000014292
ursus_americanus ENSUAMG00000008608
ailuropoda_melanoleuca ENSAMEG00000015311
neovison_vison ENSNVIG00000005470
mustela_putorius ENSMPUG00000016153
canis_lupus ENSCAFG00020011088
canis_lupus ENSCAFG00000011763
vulpes_vulpes ENSVVUG00000024859
panthera_pardus ENSPPRG00000002815
panthera_tigris ENSPTIG00000012216
felis_catus ENSFCAG00000006551
equus_asinus ENSEASG00005015852
equus_caballus ENSECAG00000019745
dasypus_novemcinctus ENSDNOG00000024296
erinaceus_europaeus ENSEEUG00000000569
monodelphis_domestica ENSMODG00000028169
monodelphis_domestica ENSMODG00000007038
ornithorhynchus_anatinus ENSOANG00000006511
anolis_carolinensis ENSACAG00000011622
xenopus_tropicalis ENSXETG00000033663
latimeria_chalumnae ENSLACG00000018407
