prolemur_simus ENSPSMG00000022779
microcebus_murinus ENSMICG00000031310
otolemur_garnettii ENSOGAG00000029215
otolemur_garnettii ENSOGAG00000028090
theropithecus_gelada ENSTGEG00000027933
papio_anubis ENSPANG00000029820
cercocebus_atys ENSCATG00000030139
chlorocebus_sabaeus ENSCSAG00000016393
piliocolobus_tephrosceles ENSPTEG00000003459
rhinopithecus_bieti ENSRBIG00000028300
rhinopithecus_roxellana ENSRROG00000030891
colobus_angolensis_palliatus ENSCANG00000031742
macaca_nemestrina ENSMNEG00000030446
macaca_fascicularis ENSMFAG00000042368
macaca_mulatta ENSMMUG00000014248
mandrillus_leucophaeus ENSMLEG00000027984
pan_paniscus ENSPPAG00000033730
pan_troglodytes ENSPTRG00000046086
gorilla_gorilla ENSGGOG00000001319
homo_sapiens ENSG00000214336
pongo_abelii ENSPPYG00000012201
nomascus_leucogenys ENSNLEG00000003025
cebus_capucinus ENSCCAG00000021461
saimiri_boliviensis_boliviensis ENSSBOG00000030912
callithrix_jacchus ENSCJAG00000019348
aotus_nancymaae ENSANAG00000026355
oryctolagus_cuniculus ENSOCUG00000022765
oryctolagus_cuniculus ENSOCUG00000024564
oryctolagus_cuniculus ENSOCUG00000026986
ochotona_princeps ENSOPRG00000018247
ictidomys_tridecemlineatus ENSSTOG00000024731
urocitellus_parryii ENSUPAG00010022977
ursus_americanus ENSUAMG00000021579
ailuropoda_melanoleuca ENSAMEG00000010082
neovison_vison ENSNVIG00000017628
mustela_putorius_furo ENSMPUG00000009340
canis_lupus_familiaris ENSCAFG00000031026
canis_lupus_dingo ENSCAFG00020016500
vulpes_vulpes ENSVVUG00000028735
felis_catus ENSFCAG00000033737
panthera_pardus ENSPPRG00000006262
bos_taurus ENSBTAG00000040093
bos_mutus ENSBMUG00000022654
bison_bison_bison ENSBBBG00000017548
capra_hircus ENSCHIG00000017715
ovis_aries ENSOARG00000020764
tursiops_truncatus ENSTTRG00000002348
sus_scrofa ENSSSCG00000036354
equus_asinus_asinus ENSEASG00005001793
equus_caballus ENSECAG00000026967
pteropus_vampyrus ENSPVAG00000001708
myotis_lucifugus ENSMLUG00000023270
dasypus_novemcinctus ENSDNOG00000042570
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029484
mus_spicilegus ENSMSIG00000018696
mus_musculus ENSMUSG00000055874
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028479
mus_pahari MGP_PahariEiJ_G0022215
rattus_norvegicus ENSRNOG00000006491
meriones_unguiculatus ENSMUGG00000022086
cricetulus_griseus_chok1gshd ENSCGRG00001004757
cricetulus_griseus_crigri-picr ENSCGRG00015018109
cricetulus_griseus_crigri ENSCGRG00000017785
mesocricetus_auratus ENSMAUG00000010256
microtus_ochrogaster ENSMOCG00000021538
peromyscus_maniculatus_bairdii ENSPEMG00000023949
nannospalax_galili ENSNGAG00000016692
jaculus_jaculus ENSJJAG00000018749
heterocephalus_glaber_female ENSHGLG00000005434
heterocephalus_glaber_male ENSHGLG00100012009
fukomys_damarensis ENSFDAG00000017574
octodon_degus ENSODEG00000003881
castor_canadensis ENSCCNG00000012494
dipodomys_ordii ENSDORG00000006727
dasypus_novemcinctus ENSDNOG00000024502
carlito_syrichta ENSTSYG00000004092
loxodonta_africana ENSLAFG00000020800
