microcebus_murinus ENSMICG00000047125
prolemur_simus ENSPSMG00000021065
homo_sapiens ENSG00000261934
nomascus_leucogenys ENSNLEG00000029769
mus_musculus ENSMUSG00000102440
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023103
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022193
mus_spicilegus ENSMSIG00000002784
mus_pahari MGP_PahariEiJ_G0018927
rattus_norvegicus ENSRNOG00000030352
microtus_ochrogaster ENSMOCG00000011031
jaculus_jaculus ENSJJAG00000014341
cavia_aperea ENSCAPG00000010910
octodon_degus ENSODEG00000011597
bos_mutus ENSBMUG00000017409
sus_scrofa ENSSSCG00000032137
