tetraodon_nigroviridis ENSTNIG00000003752
takifugu_rubripes ENSTRUG00000007431
gasterosteus_aculeatus ENSGACG00000007444
mastacembelus_armatus ENSMAMG00000005054
monopterus_albus ENSMALG00000003789
cynoglossus_semilaevis ENSCSEG00000019411
mola_mola ENSMMOG00000009109
anabas_testudineus ENSATEG00000005042
labrus_bergylta ENSLBEG00000026797
seriola_dumerili ENSSDUG00000020530
seriola_lalandi_dorsalis ENSSLDG00000008893
scophthalmus_maximus ENSSMAG00000020181
amphiprion_ocellaris ENSAOCG00000009789
amphiprion_percula ENSAPEG00000018829
acanthochromis_polyacanthus ENSAPOG00000021227
stegastes_partitus ENSSPAG00000011454
astatotilapia_calliptera ENSACLG00000006423
maylandia_zebra ENSMZEG00005008604
haplochromis_burtoni ENSHBUG00000014107
pundamilia_nyererei ENSPNYG00000011892
oreochromis_niloticus ENSONIG00000005634
amphilophus_citrinellus ENSACIG00000011855
xiphophorus_couchianus ENSXCOG00000012869
xiphophorus_maculatus ENSXMAG00000010820
gambusia_affinis ENSGAFG00000005736
poecilia_formosa ENSPFOG00000013293
poecilia_latipinna ENSPLAG00000012292
poecilia_mexicana ENSPMEG00000023867
poecilia_reticulata ENSPREG00000017923
fundulus_heteroclitus ENSFHEG00000002370
cyprinodon_variegatus ENSCVAG00000018152
kryptolebias_marmoratus ENSKMAG00000002947
oryzias_latipes ENSORLG00020013960
oryzias_latipes ENSORLG00000011748
oryzias_latipes_asm223469v1 ENSORLG00015022115
oryzias_melastigma ENSOMEG00000003746
hippocampus_comes ENSHCOG00000000844
periophthalmus_magnuspinnatus ENSPMGG00000010327
gadus_morhua ENSGMOG00000007335
esox_lucius ENSELUG00000018903
astyanax_mexicanus ENSAMXG00000021551
pygocentrus_nattereri ENSPNAG00000007330
ictalurus_punctatus ENSIPUG00000001414
danio_rerio ENSDARG00000061031
paramormyrops_kingsleyae ENSPKIG00000012205
scleropages_formosus ENSSFOG00015002483
lepisosteus_oculatus ENSLOCG00000008223
phascolarctos_cinereus ENSPCIG00000029709
notamacropus_eugenii ENSMEUG00000009321
monodelphis_domestica ENSMODG00000021223
sarcophilus_harrisii ENSSHAG00000018355
homo_sapiens ENSG00000187957
gorilla_gorilla ENSGGOG00000014886
pan_troglodytes ENSPTRG00000013004
pan_paniscus ENSPPAG00000037515
pongo_abelii ENSPPYG00000013248
nomascus_leucogenys ENSNLEG00000013596
macaca_fascicularis ENSMFAG00000034549
macaca_mulatta ENSMMUG00000002103
macaca_nemestrina ENSMNEG00000034476
chlorocebus_sabaeus ENSCSAG00000007041
theropithecus_gelada ENSTGEG00000016384
papio_anubis ENSPANG00000007576
mandrillus_leucophaeus ENSMLEG00000021821
cercocebus_atys ENSCATG00000030930
colobus_angolensis_palliatus ENSCANG00000042872
piliocolobus_tephrosceles ENSPTEG00000039774
rhinopithecus_roxellana ENSRROG00000002814
callithrix_jacchus ENSCJAG00000013102
saimiri_boliviensis_boliviensis ENSSBOG00000032706
cebus_capucinus ENSCCAG00000030936
aotus_nancymaae ENSANAG00000021270
carlito_syrichta ENSTSYG00000007231
cricetulus_griseus_crigri-picr ENSCGRG00015008730
cricetulus_griseus_chok1gshd ENSCGRG00001024035
microtus_ochrogaster ENSMOCG00000020102
peromyscus_maniculatus_bairdii ENSPEMG00000008431
mus_musculus ENSMUSG00000036766
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014338
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015144
mus_spicilegus ENSMSIG00000011745
mus_pahari MGP_PahariEiJ_G0027575
rattus_norvegicus ENSRNOG00000016640
jaculus_jaculus ENSJJAG00000001145
dipodomys_ordii ENSDORG00000005684
heterocephalus_glaber_female ENSHGLG00000006168
fukomys_damarensis ENSFDAG00000017605
chinchilla_lanigera ENSCLAG00000008650
octodon_degus ENSODEG00000006981
cavia_porcellus ENSCPOG00000011551
cavia_aperea ENSCAPG00000013033
marmota_marmota_marmota ENSMMMG00000000885
urocitellus_parryii ENSUPAG00010004408
ictidomys_tridecemlineatus ENSSTOG00000013418
heterocephalus_glaber_male ENSHGLG00100016382
meriones_unguiculatus ENSMUGG00000018784
castor_canadensis ENSCCNG00000027876
rhinopithecus_bieti ENSRBIG00000044529
oryctolagus_cuniculus ENSOCUG00000016712
ochotona_princeps ENSOPRG00000005308
tupaia_belangeri ENSTBEG00000003886
propithecus_coquereli ENSPCOG00000020646
prolemur_simus ENSPSMG00000016659
microcebus_murinus ENSMICG00000005730
otolemur_garnettii ENSOGAG00000000279
nannospalax_galili ENSNGAG00000000941
sorex_araneus ENSSARG00000007606
erinaceus_europaeus ENSEEUG00000012901
ursus_americanus ENSUAMG00000014390
myotis_lucifugus ENSMLUG00000010635
pteropus_vampyrus ENSPVAG00000007014
bison_bison_bison ENSBBBG00000024265
bos_mutus ENSBMUG00000002329
bos_taurus ENSBTAG00000016063
capra_hircus ENSCHIG00000020239
ovis_aries ENSOARG00000020608
tursiops_truncatus ENSTTRG00000015721
sus_scrofa ENSSSCG00000016258
vicugna_pacos ENSVPAG00000005223
equus_caballus ENSECAG00000011871
equus_asinus_asinus ENSEASG00005008332
ailuropoda_melanoleuca ENSAMEG00000016600
mustela_putorius_furo ENSMPUG00000004259
neovison_vison ENSNVIG00000001800
ursus_maritimus ENSUMAG00000017235
canis_lupus_dingo ENSCAFG00020018865
canis_lupus_familiaris ENSCAFG00000010548
vulpes_vulpes ENSVVUG00000025692
panthera_pardus ENSPPRG00000010179
panthera_tigris_altaica ENSPTIG00000014117
felis_catus ENSFCAG00000012122
loxodonta_africana ENSLAFG00000011877
procavia_capensis ENSPCAG00000013479
echinops_telfairi ENSETEG00000004087
dasypus_novemcinctus ENSDNOG00000004626
choloepus_hoffmanni ENSCHOG00000012241
ornithorhynchus_anatinus ENSOANG00000012740
pogona_vitticeps ENSPVIG00000015152
anolis_carolinensis ENSACAG00000005699
notechis_scutatus ENSNSUG00000014653
salvator_merianae ENSSMRG00000009107
sphenodon_punctatus ENSSPUG00000011243
parus_major ENSPMJG00000017231
cyanistes_caeruleus ENSCCEG00000018300
ficedula_albicollis ENSFALG00000006959
taeniopygia_guttata ENSTGUG00000008311
lonchura_striata_domestica ENSLSDG00000014314
junco_hyemalis ENSJHYG00000015137
zonotrichia_albicollis ENSZALG00000015043
serinus_canaria ENSSCAG00000001242
lepidothrix_coronata ENSLCOG00000003387
manacus_vitellinus ENSMVIG00005009021
melopsittacus_undulatus ENSMUNG00000012961
calidris_pygmaea ENSCPGG00000011802
calidris_pugnax ENSCPUG00000012345
anser_brachyrhynchus ENSABRG00000016470
anas_platyrhynchos_platyrhynchos ENSAPLG00000008889
gallus_gallus ENSGALG00000002958
coturnix_japonica ENSCJPG00005008113
meleagris_gallopavo ENSMGAG00000005969
numida_meleagris ENSNMEG00000005830
apteryx_haastii ENSAHAG00000007742
apteryx_owenii ENSAOWG00000013806
apteryx_rowi ENSARWG00000002000
dromaius_novaehollandiae ENSDNVG00000002499
nothoprocta_perdicaria ENSNPEG00000013243
crocodylus_porosus ENSCPRG00005004101
gopherus_agassizii ENSGAGG00000020624
chelonoidis_abingdonii ENSCABG00000016228
chrysemys_picta_bellii ENSCPBG00000019631
pelodiscus_sinensis ENSPSIG00000004238
xenopus_tropicalis ENSXETG00000014758
latimeria_chalumnae ENSLACG00000005983
ciona_savignyi ENSCSAVG00000002262
