castor_canadensis ENSCCNG00000020351
dipodomys_ordii ENSDORG00000006483
peromyscus_maniculatus_bairdii ENSPEMG00000005372
microtus_ochrogaster ENSMOCG00000007659
cricetulus_griseus_crigri ENSCGRG00000008578
cricetulus_griseus_crigri-picr ENSCGRG00015000325
cricetulus_griseus_chok1gshd ENSCGRG00001020658
mesocricetus_auratus ENSMAUG00000002966
mus_musculus ENSMUSG00000078451
mus_spicilegus ENSMSIG00000030455
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016078
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015269
mus_pahari MGP_PahariEiJ_G0030687
rattus_norvegicus ENSRNOG00000043186
meriones_unguiculatus ENSMUGG00000006864
nannospalax_galili ENSNGAG00000022238
jaculus_jaculus ENSJJAG00000017466
ictidomys_tridecemlineatus ENSSTOG00000011426
urocitellus_parryii ENSUPAG00010011347
spermophilus_dauricus ENSSDAG00000018917
marmota_marmota_marmota ENSMMMG00000014353
oryctolagus_cuniculus ENSOCUG00000006044
ochotona_princeps ENSOPRG00000012599
tupaia_belangeri ENSTBEG00000009143
cavia_porcellus ENSCPOG00000003098
cavia_aperea ENSCAPG00000010342
chinchilla_lanigera ENSCLAG00000009714
heterocephalus_glaber_male ENSHGLG00100017559
heterocephalus_glaber_female ENSHGLG00000004551
fukomys_damarensis ENSFDAG00000000555
saimiri_boliviensis_boliviensis ENSSBOG00000013674
callithrix_jacchus ENSCJAG00000005768
cebus_capucinus ENSCCAG00000024554
aotus_nancymaae ENSANAG00000023713
rhinopithecus_roxellana ENSRROG00000028153
rhinopithecus_roxellana ENSRROG00000029276
rhinopithecus_bieti ENSRBIG00000039141
colobus_angolensis_palliatus ENSCANG00000027314
piliocolobus_tephrosceles ENSPTEG00000000677
theropithecus_gelada ENSTGEG00000001499
mandrillus_leucophaeus ENSMLEG00000043068
macaca_fascicularis ENSMFAG00000041361
macaca_mulatta ENSMMUG00000007020
macaca_nemestrina ENSMNEG00000039500
chlorocebus_sabaeus ENSCSAG00000015318
cercocebus_atys ENSCATG00000042720
papio_anubis ENSPANG00000018388
pan_troglodytes ENSPTRG00000018483
pan_paniscus ENSPPAG00000043241
homo_sapiens ENSG00000185250
gorilla_gorilla ENSGGOG00000039681
pongo_abelii ENSPPYG00000016907
nomascus_leucogenys ENSNLEG00000012561
