anser_brachyrhynchus ENSABRG00000002269
anas_platyrhynchos_platyrhynchos ENSAPLG00000019208
coturnix_japonica ENSCJPG00005010139
numida_meleagris ENSNMEG00000016378
calidris_pygmaea ENSCPGG00000000992
calidris_pugnax ENSCPUG00000001413
lepidothrix_coronata ENSLCOG00000010707
melopsittacus_undulatus ENSMUNG00000009796
apteryx_rowi ENSARWG00000007101
apteryx_owenii ENSAOWG00000018001
apteryx_haastii ENSAHAG00000012214
dromaius_novaehollandiae ENSDNVG00000006091
nothoprocta_perdicaria ENSNPEG00000013502
crocodylus_porosus ENSCPRG00005015389
chrysemys_picta_bellii ENSCPBG00000005592
chelonoidis_abingdonii ENSCABG00000013232
salvator_merianae ENSSMRG00000018515
