pan_troglodytes ENSPTRG00000046279
pan_paniscus ENSPPAG00000027713
gorilla_gorilla ENSGGOG00000041980
macaca_nemestrina ENSMNEG00000036881
callithrix_jacchus ENSCJAG00000051913
theropithecus_gelada ENSTGEG00000005149
callithrix_jacchus ENSCJAG00000066552
callithrix_jacchus ENSCJAG00000063562
pongo_abelii ENSPPYG00000029872
cricetulus_griseus ENSCGRG00015025306
cricetulus_griseus ENSCGRG00015028276
neovison_vison ENSNVIG00000016972
macaca_mulatta ENSMMUG00000061363
callithrix_jacchus ENSCJAG00000063725
piliocolobus_tephrosceles ENSPTEG00000000717
macaca_mulatta ENSMMUG00000053557
macaca_mulatta ENSMMUG00000058789
ochotona_princeps ENSOPRG00000018473
sus_scrofa ENSSSCG00000044574
sus_scrofa ENSSSCG00000041364
bos_indicus ENSBIXG00005014707
