loxodonta_africana ENSLAFG00000015902
procavia_capensis ENSPCAG00000004758
echinops_telfairi ENSETEG00000009980
choloepus_hoffmanni ENSCHOG00000002312
dasypus_novemcinctus ENSDNOG00000037013
equus_asinus_asinus ENSEASG00005001349
equus_caballus ENSECAG00000005632
bos_mutus ENSBMUG00000025186
bos_taurus ENSBTAG00000010849
bison_bison_bison ENSBBBG00000008982
ovis_aries ENSOARG00000013747
capra_hircus ENSCHIG00000021170
tursiops_truncatus ENSTTRG00000007883
sus_scrofa ENSSSCG00000008200
myotis_lucifugus ENSMLUG00000017623
pteropus_vampyrus ENSPVAG00000010508
ursus_maritimus ENSUMAG00000011744
ursus_americanus ENSUAMG00000023796
ailuropoda_melanoleuca ENSAMEG00000005321
mustela_putorius_furo ENSMPUG00000011396
neovison_vison ENSNVIG00000015734
vulpes_vulpes ENSVVUG00000028818
canis_lupus_dingo ENSCAFG00020025348
panthera_pardus ENSPPRG00000021582
panthera_tigris_altaica ENSPTIG00000010245
felis_catus ENSFCAG00000001833
pan_troglodytes ENSPTRG00000034500
pan_paniscus ENSPPAG00000039049
homo_sapiens ENSG00000163126
gorilla_gorilla ENSGGOG00000014579
pongo_abelii ENSPPYG00000012700
nomascus_leucogenys ENSNLEG00000001424
cercocebus_atys ENSCATG00000040504
mandrillus_leucophaeus ENSMLEG00000040430
theropithecus_gelada ENSTGEG00000009275
papio_anubis ENSPANG00000025528
macaca_mulatta ENSMMUG00000007591
macaca_fascicularis ENSMFAG00000002714
macaca_nemestrina ENSMNEG00000036739
chlorocebus_sabaeus ENSCSAG00000017307
colobus_angolensis_palliatus ENSCANG00000028453
piliocolobus_tephrosceles ENSPTEG00000024755
rhinopithecus_roxellana ENSRROG00000037772
rhinopithecus_bieti ENSRBIG00000041819
cebus_capucinus ENSCCAG00000037980
saimiri_boliviensis_boliviensis ENSSBOG00000025482
callithrix_jacchus ENSCJAG00000007975
aotus_nancymaae ENSANAG00000024853
carlito_syrichta ENSTSYG00000000756
propithecus_coquereli ENSPCOG00000018094
microcebus_murinus ENSMICG00000012604
prolemur_simus ENSPSMG00000022145
otolemur_garnettii ENSOGAG00000002681
tupaia_belangeri ENSTBEG00000002680
dipodomys_ordii ENSDORG00000016119
castor_canadensis ENSCCNG00000003816
mus_musculus ENSMUSG00000067653
mus_musculus ENSMUSG00000109510
mus_spicilegus ENSMSIG00000004650
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014843
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014039
mus_pahari MGP_PahariEiJ_G0027285
rattus_norvegicus ENSRNOG00000016151
meriones_unguiculatus ENSMUGG00000022574
cricetulus_griseus_chok1gshd ENSCGRG00001019286
cricetulus_griseus_crigri ENSCGRG00000018295
cricetulus_griseus_crigri-picr ENSCGRG00015015177
mesocricetus_auratus ENSMAUG00000009491
microtus_ochrogaster ENSMOCG00000005069
peromyscus_maniculatus_bairdii ENSPEMG00000012979
nannospalax_galili ENSNGAG00000011445
jaculus_jaculus ENSJJAG00000019060
heterocephalus_glaber_female ENSHGLG00000014444
heterocephalus_glaber_male ENSHGLG00100017108
fukomys_damarensis ENSFDAG00000015420
cavia_aperea ENSCAPG00000013472
cavia_porcellus ENSCPOG00000025270
chinchilla_lanigera ENSCLAG00000006172
octodon_degus ENSODEG00000007390
urocitellus_parryii ENSUPAG00010017862
ictidomys_tridecemlineatus ENSSTOG00000025261
spermophilus_dauricus ENSSDAG00000012391
marmota_marmota_marmota ENSMMMG00000000053
oryctolagus_cuniculus ENSOCUG00000009100
ochotona_princeps ENSOPRG00000015691
notamacropus_eugenii ENSMEUG00000006083
phascolarctos_cinereus ENSPCIG00000009277
sarcophilus_harrisii ENSSHAG00000017685
monodelphis_domestica ENSMODG00000016047
