gasterosteus_aculeatus ENSGACG00000019912
labrus_bergylta ENSLBEG00000010191
takifugu_rubripes ENSTRUG00000010878
tetraodon_nigroviridis ENSTNIG00000011408
mola_mola ENSMMOG00000001179
monopterus_albus ENSMALG00000014696
mastacembelus_armatus ENSMAMG00000013390
anabas_testudineus ENSATEG00000019997
scophthalmus_maximus ENSSMAG00000003743
cynoglossus_semilaevis ENSCSEG00000006980
seriola_dumerili ENSSDUG00000019569
seriola_lalandi_dorsalis ENSSLDG00000017665
periophthalmus_magnuspinnatus ENSPMGG00000002246
poecilia_formosa ENSPFOG00000016100
poecilia_mexicana ENSPMEG00000018712
poecilia_latipinna ENSPLAG00000015690
poecilia_reticulata ENSPREG00000021997
xiphophorus_maculatus ENSXMAG00000004496
xiphophorus_couchianus ENSXCOG00000014785
gambusia_affinis ENSGAFG00000017233
fundulus_heteroclitus ENSFHEG00000006688
kryptolebias_marmoratus ENSKMAG00000010895
oryzias_latipes_asm223469v1 ENSORLG00015009968
oryzias_latipes ENSORLG00020011288
oryzias_latipes ENSORLG00000015847
oryzias_melastigma ENSOMEG00000004813
astatotilapia_calliptera ENSACLG00000020205
haplochromis_burtoni ENSHBUG00000010443
maylandia_zebra ENSMZEG00005003294
pundamilia_nyererei ENSPNYG00000017122
neolamprologus_brichardi ENSNBRG00000009583
oreochromis_niloticus ENSONIG00000000013
amphilophus_citrinellus ENSACIG00000002143
amphiprion_percula ENSAPEG00000019780
amphiprion_ocellaris ENSAOCG00000021208
acanthochromis_polyacanthus ENSAPOG00000005872
stegastes_partitus ENSSPAG00000019564
gadus_morhua ENSGMOG00000003487
gadus_morhua ENSGMOG00000003468
gadus_morhua ENSGMOG00000011782
esox_lucius ENSELUG00000004034
pygocentrus_nattereri ENSPNAG00000023233
ictalurus_punctatus ENSIPUG00000017818
danio_rerio ENSDARG00000088078
