monopterus_albus ENSMALG00000017117
mastacembelus_armatus ENSMAMG00000009787
anabas_testudineus ENSATEG00000020625
scophthalmus_maximus ENSSMAG00000020577
cynoglossus_semilaevis ENSCSEG00000018831
seriola_dumerili ENSSDUG00000013937
seriola_lalandi_dorsalis ENSSLDG00000001315
takifugu_rubripes ENSTRUG00000018473
tetraodon_nigroviridis ENSTNIG00000001802
mola_mola ENSMMOG00000001793
gasterosteus_aculeatus ENSGACG00000006723
labrus_bergylta ENSLBEG00000013944
fundulus_heteroclitus ENSFHEG00000001540
cyprinodon_variegatus ENSCVAG00000004278
xiphophorus_maculatus ENSXMAG00000011264
xiphophorus_couchianus ENSXCOG00000006891
gambusia_affinis ENSGAFG00000009664
poecilia_reticulata ENSPREG00000021163
poecilia_mexicana ENSPMEG00000002462
kryptolebias_marmoratus ENSKMAG00000010809
oryzias_latipes_asm223469v1 ENSORLG00015005643
oryzias_latipes ENSORLG00000023166
oryzias_latipes ENSORLG00020009584
oryzias_melastigma ENSOMEG00000008842
astatotilapia_calliptera ENSACLG00000000517
haplochromis_burtoni ENSHBUG00000023646
maylandia_zebra ENSMZEG00005019028
pundamilia_nyererei ENSPNYG00000016776
neolamprologus_brichardi ENSNBRG00000019046
oreochromis_niloticus ENSONIG00000008863
amphilophus_citrinellus ENSACIG00000011289
amphiprion_ocellaris ENSAOCG00000003015
amphiprion_percula ENSAPEG00000011964
acanthochromis_polyacanthus ENSAPOG00000002013
stegastes_partitus ENSSPAG00000015876
hippocampus_comes ENSHCOG00000005081
periophthalmus_magnuspinnatus ENSPMGG00000010611
gadus_morhua ENSGMOG00000009824
esox_lucius ENSELUG00000021218
pygocentrus_nattereri ENSPNAG00000010486
astyanax_mexicanus ENSAMXG00000011307
ictalurus_punctatus ENSIPUG00000005655
danio_rerio ENSDARG00000039222
scleropages_formosus ENSSFOG00015022525
paramormyrops_kingsleyae ENSPKIG00000011598
lepisosteus_oculatus ENSLOCG00000006315
