serinus_canaria ENSSCAG00000013475
lonchura_striata_domestica ENSLSDG00000014199
cyanistes_caeruleus ENSCCEG00000011341
parus_major ENSPMJG00000000075
ficedula_albicollis ENSFALG00000010974
taeniopygia_guttata ENSTGUG00000006475
junco_hyemalis ENSJHYG00000001823
junco_hyemalis ENSJHYG00000001835
zonotrichia_albicollis ENSZALG00000010017
manacus_vitellinus ENSMVIG00005006713
lepidothrix_coronata ENSLCOG00000012851
calidris_pugnax ENSCPUG00000018302
calidris_pygmaea ENSCPGG00000016383
melopsittacus_undulatus ENSMUNG00000016608
anser_brachyrhynchus ENSABRG00000023059
anas_platyrhynchos_platyrhynchos ENSAPLG00000003229
numida_meleagris ENSNMEG00000007884
numida_meleagris ENSNMEG00000007883
gallus_gallus ENSGALG00000008815
coturnix_japonica ENSCJPG00005003820
meleagris_gallopavo ENSMGAG00000006588
apteryx_rowi ENSARWG00000003975
apteryx_rowi ENSARWG00000003974
apteryx_owenii ENSAOWG00000014184
apteryx_owenii ENSAOWG00000014181
apteryx_haastii ENSAHAG00000002456
dromaius_novaehollandiae ENSDNVG00000014352
nothoprocta_perdicaria ENSNPEG00000010518
crocodylus_porosus ENSCPRG00005011468
gopherus_agassizii ENSGAGG00000008487
chelonoidis_abingdonii ENSCABG00000000955
chrysemys_picta_bellii ENSCPBG00000023401
pelodiscus_sinensis ENSPSIG00000005365
pogona_vitticeps ENSPVIG00000017616
anolis_carolinensis ENSACAG00000003314
salvator_merianae ENSSMRG00000022696
notechis_scutatus ENSNSUG00000019332
latimeria_chalumnae ENSLACG00000016243
xenopus_tropicalis ENSXETG00000005513
monodelphis_domestica ENSMODG00000023129
monodelphis_domestica ENSMODG00000003898
sarcophilus_harrisii ENSSHAG00000010190
phascolarctos_cinereus ENSPCIG00000001492
ornithorhynchus_anatinus ENSOANG00000008409
loxodonta_africana ENSLAFG00000026622
procavia_capensis ENSPCAG00000015370
echinops_telfairi ENSETEG00000007806
choloepus_hoffmanni ENSCHOG00000005030
castor_canadensis ENSCCNG00000003572
dipodomys_ordii ENSDORG00000004085
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025267
mus_spicilegus ENSMSIG00000020771
mus_musculus ENSMUSG00000043110
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024347
mus_pahari MGP_PahariEiJ_G0025792
rattus_norvegicus ENSRNOG00000032989
meriones_unguiculatus ENSMUGG00000017114
cricetulus_griseus_crigri-picr ENSCGRG00015010500
cricetulus_griseus_chok1gshd ENSCGRG00001010318
mesocricetus_auratus ENSMAUG00000020854
microtus_ochrogaster ENSMOCG00000011080
peromyscus_maniculatus_bairdii ENSPEMG00000022463
nannospalax_galili ENSNGAG00000018731
jaculus_jaculus ENSJJAG00000017806
chinchilla_lanigera ENSCLAG00000014549
octodon_degus ENSODEG00000005273
cavia_porcellus ENSCPOG00000006778
heterocephalus_glaber_male ENSHGLG00100017198
heterocephalus_glaber_female ENSHGLG00000015139
fukomys_damarensis ENSFDAG00000005794
ictidomys_tridecemlineatus ENSSTOG00000026161
spermophilus_dauricus ENSSDAG00000000263
urocitellus_parryii ENSUPAG00010000947
marmota_marmota_marmota ENSMMMG00000000765
tupaia_belangeri ENSTBEG00000016799
oryctolagus_cuniculus ENSOCUG00000025681
pan_troglodytes ENSPTRG00000013235
pan_paniscus ENSPPAG00000025703
homo_sapiens ENSG00000125872
gorilla_gorilla ENSGGOG00000013818
pongo_abelii ENSPPYG00000010694
nomascus_leucogenys ENSNLEG00000014071
papio_anubis ENSPANG00000013444
theropithecus_gelada ENSTGEG00000014499
macaca_nemestrina ENSMNEG00000032006
macaca_fascicularis ENSMFAG00000034464
chlorocebus_sabaeus ENSCSAG00000013488
mandrillus_leucophaeus ENSMLEG00000027312
cercocebus_atys ENSCATG00000039898
piliocolobus_tephrosceles ENSPTEG00000004116
colobus_angolensis_palliatus ENSCANG00000013836
rhinopithecus_bieti ENSRBIG00000038350
rhinopithecus_roxellana ENSRROG00000013364
saimiri_boliviensis_boliviensis ENSSBOG00000029371
cebus_capucinus ENSCCAG00000030748
callithrix_jacchus ENSCJAG00000021303
aotus_nancymaae ENSANAG00000036399
carlito_syrichta ENSTSYG00000030346
propithecus_coquereli ENSPCOG00000027763
prolemur_simus ENSPSMG00000010200
microcebus_murinus ENSMICG00000036616
otolemur_garnettii ENSOGAG00000012955
bos_mutus ENSBMUG00000015574
bison_bison_bison ENSBBBG00000020080
bos_taurus ENSBTAG00000000066
capra_hircus ENSCHIG00000026225
ovis_aries ENSOARG00000018440
tursiops_truncatus ENSTTRG00000012913
sus_scrofa ENSSSCG00000007049
equus_caballus ENSECAG00000020607
equus_asinus_asinus ENSEASG00005001589
ailuropoda_melanoleuca ENSAMEG00000010592
ursus_americanus ENSUAMG00000010090
neovison_vison ENSNVIG00000018602
mustela_putorius_furo ENSMPUG00000006354
canis_lupus_familiaris ENSCAFG00000024978
felis_catus ENSFCAG00000001198
panthera_pardus ENSPPRG00000005047
erinaceus_europaeus ENSEEUG00000010383
pteropus_vampyrus ENSPVAG00000007543
myotis_lucifugus ENSMLUG00000007835
notamacropus_eugenii ENSMEUG00000001239
scleropages_formosus ENSSFOG00015015571
