junco_hyemalis ENSJHYG00000015895
serinus_canaria ENSSCAG00000001691
mus_spicilegus ENSMSIG00000017321
cricetulus_griseus ENSCGRG00000016949
neovison_vison ENSNVIG00000011173
astyanax_mexicanus ENSAMXG00005013654
astyanax_mexicanus ENSAMXG00000039481
pygocentrus_nattereri ENSPNAG00000011021
electrophorus_electricus ENSEEEG00000013009
ictalurus_punctatus ENSIPUG00000005735
ictalurus_punctatus ENSIPUG00000001603
danio_rerio ENSDARG00000052082
clupea_harengus ENSCHAG00000000564
poecilia_mexicana ENSPMEG00000002225
poecilia_latipinna ENSPLAG00000009451
poecilia_reticulata ENSPREG00000013448
xiphophorus_maculatus ENSXMAG00000022890
xiphophorus_couchianus ENSXCOG00000001843
gambusia_affinis ENSGAFG00000005558
cyprinodon_variegatus ENSCVAG00000004018
fundulus_heteroclitus ENSFHEG00000001835
kryptolebias_marmoratus ENSKMAG00000022049
oryzias_latipes ENSORLG00020010484
oryzias_latipes ENSORLG00000021916
oryzias_latipes ENSORLG00015007429
oryzias_melastigma ENSOMEG00000010345
takifugu_rubripes ENSTRUG00000011597
amphiprion_percula ENSAPEG00000014101
amphiprion_ocellaris ENSAOCG00000003867
acanthochromis_polyacanthus ENSAPOG00000012133
stegastes_partitus ENSSPAG00000016481
parambassis_ranga ENSPRNG00000012882
lates_calcarifer ENSLCAG00010007551
cynoglossus_semilaevis ENSCSEG00000002569
monopterus_albus ENSMALG00000008449
seriola_dumerili ENSSDUG00000020299
seriola_lalandi ENSSLDG00000010385
anabas_testudineus ENSATEG00000019419
scophthalmus_maximus ENSSMAG00000009350
larimichthys_crocea ENSLCRG00005005190
maylandia_zebra ENSMZEG00005021737
haplochromis_burtoni ENSHBUG00000002469
pundamilia_nyererei ENSPNYG00000006571
neolamprologus_brichardi ENSNBRG00000021196
amphilophus_citrinellus ENSACIG00000014438
gouania_willdenowi ENSGWIG00000017351
cottoperca_gobio ENSCGOG00000006659
gasterosteus_aculeatus ENSGACG00000019396
betta_splendens ENSBSLG00000011540
periophthalmus_magnuspinnatus ENSPMGG00000022305
labrus_bergylta ENSLBEG00000026361
mola_mola ENSMMOG00000012496
astatotilapia_calliptera ENSACLG00000004351
hippocampus_comes ENSHCOG00000008895
gadus_morhua ENSGMOG00000007826
hucho_hucho ENSHHUG00000037028
hucho_hucho ENSHHUG00000041943
esox_lucius ENSELUG00000014596
paramormyrops_kingsleyae ENSPKIG00000005326
danio_rerio ENSDARG00000035557
electrophorus_electricus ENSEEEG00000016196
denticeps_clupeoides ENSDCDG00000003701
esox_lucius ENSELUG00000001933
hucho_hucho ENSHHUG00000008112
scleropages_formosus ENSSFOG00015022765
paramormyrops_kingsleyae ENSPKIG00000001666
pygocentrus_nattereri ENSPNAG00000007205
astyanax_mexicanus ENSAMXG00005017837
ictalurus_punctatus ENSIPUG00000021410
denticeps_clupeoides ENSDCDG00000001612
lepisosteus_oculatus ENSLOCG00000014491
erpetoichthys_calabaricus ENSECRG00000010785
scleropages_formosus ENSSFOG00015000238
eptatretus_burgeri ENSEBUG00000015205
drosophila_melanogaster FBgn0052672
