lepisosteus_oculatus ENSLOCG00000009292
latimeria_chalumnae ENSLACG00000008473
piliocolobus_tephrosceles ENSPTEG00000016189
piliocolobus_tephrosceles ENSPTEG00000015426
cyprinodon_variegatus ENSCVAG00000021570
cyprinodon_variegatus ENSCVAG00000022003
cyprinodon_variegatus ENSCVAG00000007132
esox_lucius ENSELUG00000022250
eptatretus_burgeri ENSEBUG00000006464
caenorhabditis_elegans_strain_n2 WBGene00019362
mastacembelus_armatus ENSMAMG00000016001
monopterus_albus ENSMALG00000021638
anabas_testudineus ENSATEG00000005993
seriola_dumerili ENSSDUG00000017508
seriola_lalandi_dorsalis ENSSLDG00000013609
labrus_bergylta ENSLBEG00000001455
amphiprion_ocellaris ENSAOCG00000021006
amphiprion_percula ENSAPEG00000002446
acanthochromis_polyacanthus ENSAPOG00000018606
stegastes_partitus ENSSPAG00000011886
astatotilapia_calliptera ENSACLG00000017765
pundamilia_nyererei ENSPNYG00000015568
maylandia_zebra ENSMZEG00005025020
haplochromis_burtoni ENSHBUG00000008311
neolamprologus_brichardi ENSNBRG00000011455
oreochromis_niloticus ENSONIG00000009501
amphilophus_citrinellus ENSACIG00000018892
poecilia_formosa ENSPFOG00000013234
poecilia_latipinna ENSPLAG00000016146
poecilia_mexicana ENSPMEG00000017207
poecilia_reticulata ENSPREG00000008002
xiphophorus_maculatus ENSXMAG00000018810
xiphophorus_couchianus ENSXCOG00000015032
fundulus_heteroclitus ENSFHEG00000012060
cyprinodon_variegatus ENSCVAG00000018643
kryptolebias_marmoratus ENSKMAG00000004590
oryzias_melastigma ENSOMEG00000007307
oryzias_melastigma ENSOMEG00000016529
oryzias_latipes ENSORLG00000017539
oryzias_latipes ENSORLG00020008233
oryzias_latipes_asm223469v1 ENSORLG00015008152
cynoglossus_semilaevis ENSCSEG00000011124
gasterosteus_aculeatus ENSGACG00000017975
periophthalmus_magnuspinnatus ENSPMGG00000015411
astyanax_mexicanus ENSAMXG00000013249
pygocentrus_nattereri ENSPNAG00000014690
ictalurus_punctatus ENSIPUG00000000104
danio_rerio ENSDARG00000056683
scleropages_formosus ENSSFOG00015009165
paramormyrops_kingsleyae ENSPKIG00000005046
chinchilla_lanigera ENSCLAG00000001897
octodon_degus ENSODEG00000011735
cavia_porcellus ENSCPOG00000004398
heterocephalus_glaber_male ENSHGLG00100014258
heterocephalus_glaber_female ENSHGLG00000006490
