vombatus_ursinus ENSVURG00010010358
phascolarctos_cinereus ENSPCIG00000006747
notamacropus_eugenii ENSMEUG00000006181
sarcophilus_harrisii ENSSHAG00000010730
monodelphis_domestica ENSMODG00000001004
ursus_maritimus ENSUMAG00000011545
ursus_americanus ENSUAMG00000015705
ailuropoda_melanoleuca ENSAMEG00000013486
mustela_putorius ENSMPUG00000011153
neovison_vison ENSNVIG00000017196
canis_lupus ENSCAFG00020025184
vulpes_vulpes ENSVVUG00000028765
panthera_pardus ENSPPRG00000002353
panthera_tigris ENSPTIG00000019817
felis_catus ENSFCAG00000008642
equus_asinus ENSEASG00005000259
equus_caballus ENSECAG00000011274
capra_hircus ENSCHIG00000013464
ovis_aries ENSOARG00000013580
bos_indicus ENSBIXG00000007645
bos_indicus ENSBIXG00005014308
bos_mutus ENSBMUG00000013032
bison_bison ENSBBBG00000023779
sus_scrofa ENSSSCG00000027113
vicugna_pacos ENSVPAG00000005975
tursiops_truncatus ENSTTRG00000006044
erinaceus_europaeus ENSEEUG00000014620
sorex_araneus ENSSARG00000004547
pteropus_vampyrus ENSPVAG00000007230
propithecus_coquereli ENSPCOG00000022115
prolemur_simus ENSPSMG00000022298
microcebus_murinus ENSMICG00000013329
otolemur_garnettii ENSOGAG00000028766
pan_paniscus ENSPPAG00000040765
homo_sapiens ENSG00000144191
pongo_abelii ENSPPYG00000012083
mandrillus_leucophaeus ENSMLEG00000010860
cercocebus_atys ENSCATG00000014413
theropithecus_gelada ENSTGEG00000008724
papio_anubis ENSPANG00000015022
macaca_mulatta ENSMMUG00000021187
macaca_fascicularis ENSMFAG00000003258
chlorocebus_sabaeus ENSCSAG00000017249
colobus_angolensis ENSCANG00000004340
piliocolobus_tephrosceles ENSPTEG00000024187
rhinopithecus_bieti ENSRBIG00000041308
rhinopithecus_roxellana ENSRROG00000029270
pan_troglodytes ENSPTRG00000012265
gorilla_gorilla ENSGGOG00000003067
nomascus_leucogenys ENSNLEG00000001782
macaca_nemestrina ENSMNEG00000040084
saimiri_boliviensis ENSSBOG00000031010
cebus_capucinus ENSCCAG00000036994
callithrix_jacchus ENSCJAG00000007236
aotus_nancymaae ENSANAG00000037947
carlito_syrichta ENSTSYG00000005480
castor_canadensis ENSCCNG00000002682
dipodomys_ordii ENSDORG00000009326
mus_spicilegus ENSMSIG00000002849
mus_spretus MGP_SPRETEiJ_G0014852
mus_caroli MGP_CAROLIEiJ_G0014048
mus_musculus ENSMUSG00000026114
mus_pahari MGP_PahariEiJ_G0027294
rattus_norvegicus ENSRNOG00000051950
meriones_unguiculatus ENSMUGG00000022411
cricetulus_griseus ENSCGRG00000015288
cricetulus_griseus ENSCGRG00015014489
cricetulus_griseus ENSCGRG00001019459
mesocricetus_auratus ENSMAUG00000015747
peromyscus_maniculatus ENSPEMG00000016861
microtus_ochrogaster ENSMOCG00000004896
nannospalax_galili ENSNGAG00000020129
jaculus_jaculus ENSJJAG00000015880
urocitellus_parryii ENSUPAG00010021964
ictidomys_tridecemlineatus ENSSTOG00000006117
spermophilus_dauricus ENSSDAG00000003714
marmota_marmota ENSMMMG00000020843
heterocephalus_glaber ENSHGLG00100017098
heterocephalus_glaber ENSHGLG00000005466
fukomys_damarensis ENSFDAG00000018322
cavia_aperea ENSCAPG00000013048
cavia_porcellus ENSCPOG00000021435
octodon_degus ENSODEG00000008323
chinchilla_lanigera ENSCLAG00000004111
oryctolagus_cuniculus ENSOCUG00000003353
ochotona_princeps ENSOPRG00000008318
tupaia_belangeri ENSTBEG00000009862
loxodonta_africana ENSLAFG00000001622
procavia_capensis ENSPCAG00000012689
echinops_telfairi ENSETEG00000009428
dasypus_novemcinctus ENSDNOG00000018785
chelonoidis_abingdonii ENSCABG00000004525
gopherus_agassizii ENSGAGG00000015407
chrysemys_picta ENSCPBG00000004839
pelodiscus_sinensis ENSPSIG00000016436
apteryx_haastii ENSAHAG00000016451
apteryx_owenii ENSAOWG00000016205
apteryx_rowi ENSARWG00000017031
dromaius_novaehollandiae ENSDNVG00000017927
nothoprocta_perdicaria ENSNPEG00000000253
anser_brachyrhynchus ENSABRG00000013738
anas_platyrhynchos ENSAPLG00000014458
numida_meleagris ENSNMEG00000016247
gallus_gallus ENSGALG00000039826
calidris_pygmaea ENSCPGG00000016052
calidris_pugnax ENSCPUG00000005787
melopsittacus_undulatus ENSMUNG00000000400
junco_hyemalis ENSJHYG00000018238
zonotrichia_albicollis ENSZALG00000009416
taeniopygia_guttata ENSTGUG00000010272
parus_major ENSPMJG00000015248
cyanistes_caeruleus ENSCCEG00000020727
manacus_vitellinus ENSMVIG00005017976
pogona_vitticeps ENSPVIG00000005749
anolis_carolinensis ENSACAG00000012148
notechis_scutatus ENSNSUG00000003311
salvator_merianae ENSSMRG00000022111
sphenodon_punctatus ENSSPUG00000007531
latimeria_chalumnae ENSLACG00000013592
xenopus_tropicalis ENSXETG00000019656
astyanax_mexicanus ENSAMXG00000035630
astyanax_mexicanus ENSAMXG00005021327
pygocentrus_nattereri ENSPNAG00000002562
electrophorus_electricus ENSEEEG00000018671
danio_rerio ENSDARG00000070726
denticeps_clupeoides ENSDCDG00000024560
denticeps_clupeoides ENSDCDG00000006184
clupea_harengus ENSCHAG00000005109
anabas_testudineus ENSATEG00000011786
betta_splendens ENSBSLG00000003523
mastacembelus_armatus ENSMAMG00000010447
lates_calcarifer ENSLCAG00010013347
amphiprion_ocellaris ENSAOCG00000012372
amphiprion_percula ENSAPEG00000019486
acanthochromis_polyacanthus ENSAPOG00000007804
acanthochromis_polyacanthus ENSAPOG00000002306
stegastes_partitus ENSSPAG00000013056
parambassis_ranga ENSPRNG00000016723
gouania_willdenowi ENSGWIG00000014815
larimichthys_crocea ENSLCRG00005009079
mola_mola ENSMMOG00000005770
labrus_bergylta ENSLBEG00000025206
gasterosteus_aculeatus ENSGACG00000013729
cottoperca_gobio ENSCGOG00000014710
periophthalmus_magnuspinnatus ENSPMGG00000014176
seriola_dumerili ENSSDUG00000009340
seriola_lalandi ENSSLDG00000013910
scophthalmus_maximus ENSSMAG00000020180
fundulus_heteroclitus ENSFHEG00000010460
cyprinodon_variegatus ENSCVAG00000002062
poecilia_formosa ENSPFOG00000000150
poecilia_latipinna ENSPLAG00000016246
poecilia_mexicana ENSPMEG00000020551
poecilia_reticulata ENSPREG00000017037
xiphophorus_couchianus ENSXCOG00000006160
xiphophorus_maculatus ENSXMAG00000016327
gambusia_affinis ENSGAFG00000017336
kryptolebias_marmoratus ENSKMAG00000015496
oryzias_latipes ENSORLG00000015748
oryzias_latipes ENSORLG00015015665
oryzias_latipes ENSORLG00020019718
oryzias_melastigma ENSOMEG00000003494
maylandia_zebra ENSMZEG00005008008
pundamilia_nyererei ENSPNYG00000018402
haplochromis_burtoni ENSHBUG00000014779
astatotilapia_calliptera ENSACLG00000024274
neolamprologus_brichardi ENSNBRG00000012465
oreochromis_niloticus ENSONIG00000019344
amphilophus_citrinellus ENSACIG00000009001
tetraodon_nigroviridis ENSTNIG00000013783
tetraodon_nigroviridis ENSTNIG00000017643
takifugu_rubripes ENSTRUG00000006545
cynoglossus_semilaevis ENSCSEG00000003357
hippocampus_comes ENSHCOG00000013535
monopterus_albus ENSMALG00000016976
gadus_morhua ENSGMOG00000004260
esox_lucius ENSELUG00000009152
esox_lucius ENSELUG00000009170
hucho_hucho ENSHHUG00000013993
hucho_hucho ENSHHUG00000017463
hucho_hucho ENSHHUG00000008639
hucho_hucho ENSHHUG00000020024
esox_lucius ENSELUG00000001838
denticeps_clupeoides ENSDCDG00000018363
astyanax_mexicanus ENSAMXG00005005795
astyanax_mexicanus ENSAMXG00000004726
pygocentrus_nattereri ENSPNAG00000003971
electrophorus_electricus ENSEEEG00000012009
danio_rerio ENSDARG00000012297
takifugu_rubripes ENSTRUG00000006140
tetraodon_nigroviridis ENSTNIG00000014476
periophthalmus_magnuspinnatus ENSPMGG00000015649
parambassis_ranga ENSPRNG00000000738
seriola_dumerili ENSSDUG00000021992
seriola_lalandi ENSSLDG00000015216
scophthalmus_maximus ENSSMAG00000009742
mola_mola ENSMMOG00000004717
monopterus_albus ENSMALG00000013198
mastacembelus_armatus ENSMAMG00000003777
anabas_testudineus ENSATEG00000011615
lates_calcarifer ENSLCAG00010008502
larimichthys_crocea ENSLCRG00005014496
amphiprion_percula ENSAPEG00000008425
amphiprion_ocellaris ENSAOCG00000014603
acanthochromis_polyacanthus ENSAPOG00000021215
stegastes_partitus ENSSPAG00000014227
pundamilia_nyererei ENSPNYG00000022183
haplochromis_burtoni ENSHBUG00000001860
astatotilapia_calliptera ENSACLG00000007510
maylandia_zebra ENSMZEG00005019147
oreochromis_niloticus ENSONIG00000003742
neolamprologus_brichardi ENSNBRG00000014284
amphilophus_citrinellus ENSACIG00000017593
cottoperca_gobio ENSCGOG00000000502
labrus_bergylta ENSLBEG00000019585
gouania_willdenowi ENSGWIG00000010135
betta_splendens ENSBSLG00000005760
cynoglossus_semilaevis ENSCSEG00000006024
poecilia_mexicana ENSPMEG00000002936
poecilia_latipinna ENSPLAG00000020661
poecilia_formosa ENSPFOG00000018885
poecilia_reticulata ENSPREG00000017756
xiphophorus_couchianus ENSXCOG00000020365
xiphophorus_maculatus ENSXMAG00000009749
gambusia_affinis ENSGAFG00000016534
fundulus_heteroclitus ENSFHEG00000019981
cyprinodon_variegatus ENSCVAG00000021748
kryptolebias_marmoratus ENSKMAG00000012382
oryzias_latipes ENSORLG00020014281
oryzias_latipes ENSORLG00000020665
oryzias_latipes ENSORLG00015016689
oryzias_melastigma ENSOMEG00000010486
hippocampus_comes ENSHCOG00000018387
gadus_morhua ENSGMOG00000018946
scleropages_formosus ENSSFOG00015006893
scleropages_formosus ENSSFOG00015008889
paramormyrops_kingsleyae ENSPKIG00000023349
lepisosteus_oculatus ENSLOCG00000008409
callorhinchus_milii ENSCMIG00000017789
eptatretus_burgeri ENSEBUG00000000550
eptatretus_burgeri ENSEBUG00000001789
