pan_troglodytes ENSPTRG00000021437
pan_paniscus ENSPPAG00000043402
homo_sapiens ENSG00000160447
gorilla_gorilla ENSGGOG00000011365
pongo_abelii ENSPPYG00000029746
nomascus_leucogenys ENSNLEG00000017597
rhinopithecus_bieti ENSRBIG00000033884
rhinopithecus_roxellana ENSRROG00000039599
colobus_angolensis ENSCANG00000043401
macaca_mulatta ENSMMUG00000010143
macaca_nemestrina ENSMNEG00000036073
macaca_fascicularis ENSMFAG00000033401
theropithecus_gelada ENSTGEG00000017929
papio_anubis ENSPANG00000025897
mandrillus_leucophaeus ENSMLEG00000033963
cercocebus_atys ENSCATG00000036821
chlorocebus_sabaeus ENSCSAG00000014351
saimiri_boliviensis ENSSBOG00000027249
callithrix_jacchus ENSCJAG00000020165
cebus_capucinus ENSCCAG00000036299
aotus_nancymaae ENSANAG00000034145
carlito_syrichta ENSTSYG00000002610
microcebus_murinus ENSMICG00000017644
prolemur_simus ENSPSMG00000020481
propithecus_coquereli ENSPCOG00000027227
otolemur_garnettii ENSOGAG00000030479
tupaia_belangeri ENSTBEG00000004450
castor_canadensis ENSCCNG00000022269
dipodomys_ordii ENSDORG00000013496
mus_spretus MGP_SPRETEiJ_G0024296
mus_spicilegus ENSMSIG00000005062
mus_musculus ENSMUSG00000026785
mus_caroli MGP_CAROLIEiJ_G0023379
mus_pahari MGP_PahariEiJ_G0024836
rattus_norvegicus ENSRNOG00000025892
meriones_unguiculatus ENSMUGG00000009322
cricetulus_griseus ENSCGRG00001005515
cricetulus_griseus ENSCGRG00000017297
cricetulus_griseus ENSCGRG00015015656
mesocricetus_auratus ENSMAUG00000014746
peromyscus_maniculatus ENSPEMG00000018700
microtus_ochrogaster ENSMOCG00000021624
nannospalax_galili ENSNGAG00000005915
jaculus_jaculus ENSJJAG00000019697
ictidomys_tridecemlineatus ENSSTOG00000010555
urocitellus_parryii ENSUPAG00010017678
spermophilus_dauricus ENSSDAG00000007646
marmota_marmota ENSMMMG00000013641
cavia_aperea ENSCAPG00000013728
cavia_porcellus ENSCPOG00000013841
chinchilla_lanigera ENSCLAG00000003289
octodon_degus ENSODEG00000016958
heterocephalus_glaber ENSHGLG00000016146
heterocephalus_glaber ENSHGLG00100010110
fukomys_damarensis ENSFDAG00000007576
ochotona_princeps ENSOPRG00000010646
neovison_vison ENSNVIG00000015008
mustela_putorius ENSMPUG00000013051
ursus_americanus ENSUAMG00000006182
ursus_maritimus ENSUMAG00000020842
ailuropoda_melanoleuca ENSAMEG00000015712
canis_lupus ENSCAFG00000020045
canis_lupus ENSCAFG00020022824
vulpes_vulpes ENSVVUG00000025667
panthera_pardus ENSPPRG00000011344
panthera_tigris ENSPTIG00000021126
felis_catus ENSFCAG00000005851
equus_caballus ENSECAG00000017351
pteropus_vampyrus ENSPVAG00000003438
myotis_lucifugus ENSMLUG00000014295
erinaceus_europaeus ENSEEUG00000002867
capra_hircus ENSCHIG00000018757
ovis_aries ENSOARG00000009570
bos_indicus ENSBIXG00000020053
bos_indicus ENSBIXG00005014132
bos_taurus ENSBTAG00000010195
bos_mutus ENSBMUG00000021397
bison_bison ENSBBBG00000023895
tursiops_truncatus ENSTTRG00000011606
sus_scrofa ENSSSCG00000005657
loxodonta_africana ENSLAFG00000009776
procavia_capensis ENSPCAG00000012406
echinops_telfairi ENSETEG00000001449
dasypus_novemcinctus ENSDNOG00000041810
vombatus_ursinus ENSVURG00010013394
phascolarctos_cinereus ENSPCIG00000030107
notamacropus_eugenii ENSMEUG00000003920
sarcophilus_harrisii ENSSHAG00000018824
monodelphis_domestica ENSMODG00000006395
ornithorhynchus_anatinus ENSOANG00000008094
