ciona_intestinalis ENSCING00000024239
ciona_savignyi ENSCSAVG00000002233
ciona_savignyi ENSCSAVG00000002238
pogona_vitticeps ENSPVIG00000012527
anolis_carolinensis ENSACAG00000007116
notechis_scutatus ENSNSUG00000018377
salvator_merianae ENSSMRG00000017978
sphenodon_punctatus ENSSPUG00000007822
calidris_pygmaea ENSCPGG00000005080
calidris_pugnax ENSCPUG00000017006
melopsittacus_undulatus ENSMUNG00000002784
manacus_vitellinus ENSMVIG00005016204
lepidothrix_coronata ENSLCOG00000014838
apteryx_haastii ENSAHAG00000014432
apteryx_rowi ENSARWG00000002630
apteryx_owenii ENSAOWG00000013197
dromaius_novaehollandiae ENSDNVG00000006996
nothoprocta_perdicaria ENSNPEG00000000229
crocodylus_porosus ENSCPRG00005006607
gopherus_agassizii ENSGAGG00000019386
chelonoidis_abingdonii ENSCABG00000019643
chrysemys_picta_bellii ENSCPBG00000015996
pelodiscus_sinensis ENSPSIG00000014558
phascolarctos_cinereus ENSPCIG00000005506
notamacropus_eugenii ENSMEUG00000008435
sarcophilus_harrisii ENSSHAG00000000533
monodelphis_domestica ENSMODG00000021258
pan_paniscus ENSPPAG00000030858
pan_troglodytes ENSPTRG00000015511
homo_sapiens ENSG00000071794
gorilla_gorilla ENSGGOG00000001261
pongo_abelii ENSPPYG00000014193
nomascus_leucogenys ENSNLEG00000002612
cercocebus_atys ENSCATG00000043955
mandrillus_leucophaeus ENSMLEG00000029059
papio_anubis ENSPANG00000009264
theropithecus_gelada ENSTGEG00000007369
macaca_mulatta ENSMMUG00000005526
macaca_nemestrina ENSMNEG00000032097
macaca_fascicularis ENSMFAG00000033863
chlorocebus_sabaeus ENSCSAG00000011449
rhinopithecus_roxellana ENSRROG00000028898
rhinopithecus_bieti ENSRBIG00000015981
colobus_angolensis_palliatus ENSCANG00000033879
piliocolobus_tephrosceles ENSPTEG00000007385
cebus_capucinus ENSCCAG00000026957
saimiri_boliviensis_boliviensis ENSSBOG00000035436
callithrix_jacchus ENSCJAG00000001426
aotus_nancymaae ENSANAG00000036474
carlito_syrichta ENSTSYG00000014645
microcebus_murinus ENSMICG00000049468
prolemur_simus ENSPSMG00000007621
propithecus_coquereli ENSPCOG00000021668
otolemur_garnettii ENSOGAG00000008324
chinchilla_lanigera ENSCLAG00000003408
octodon_degus ENSODEG00000009415
cavia_porcellus ENSCPOG00000001238
cavia_aperea ENSCAPG00000012290
heterocephalus_glaber_female ENSHGLG00000012503
heterocephalus_glaber_male ENSHGLG00100007476
fukomys_damarensis ENSFDAG00000011265
spermophilus_dauricus ENSSDAG00000003313
urocitellus_parryii ENSUPAG00010000994
ictidomys_tridecemlineatus ENSSTOG00000001694
marmota_marmota_marmota ENSMMMG00000016808
dipodomys_ordii ENSDORG00000016121
castor_canadensis ENSCCNG00000025564
cricetulus_griseus_crigri ENSCGRG00000015812
cricetulus_griseus_chok1gshd ENSCGRG00001009501
cricetulus_griseus_crigri-picr ENSCGRG00015028010
mesocricetus_auratus ENSMAUG00000009077
peromyscus_maniculatus_bairdii ENSPEMG00000016172
microtus_ochrogaster ENSMOCG00000019747
mus_spicilegus ENSMSIG00000025336
mus_musculus ENSMUSG00000002428
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025809
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024878
mus_pahari MGP_PahariEiJ_G0026323
rattus_norvegicus ENSRNOG00000000082
meriones_unguiculatus ENSMUGG00000010627
nannospalax_galili ENSNGAG00000018333
jaculus_jaculus ENSJJAG00000020192
oryctolagus_cuniculus ENSOCUG00000003520
ochotona_princeps ENSOPRG00000009532
tupaia_belangeri ENSTBEG00000001461
ovis_aries ENSOARG00000005180
capra_hircus ENSCHIG00000024059
bos_taurus ENSBTAG00000019704
bos_mutus ENSBMUG00000022266
bison_bison_bison ENSBBBG00000017803
tursiops_truncatus ENSTTRG00000004565
