pan_troglodytes ENSPTRG00000021178
pan_paniscus ENSPPAG00000042893
homo_sapiens ENSG00000165138
gorilla_gorilla ENSGGOG00000000377
pongo_abelii ENSPPYG00000019436
nomascus_leucogenys ENSNLEG00000017015
nomascus_leucogenys ENSNLEG00000032205
theropithecus_gelada ENSTGEG00000002879
papio_anubis ENSPANG00000025654
macaca_fascicularis ENSMFAG00000031706
macaca_nemestrina ENSMNEG00000040621
macaca_mulatta ENSMMUG00000018523
cercocebus_atys ENSCATG00000030381
mandrillus_leucophaeus ENSMLEG00000044344
chlorocebus_sabaeus ENSCSAG00000011044
rhinopithecus_roxellana ENSRROG00000015774
rhinopithecus_bieti ENSRBIG00000042330
colobus_angolensis_palliatus ENSCANG00000027855
piliocolobus_tephrosceles ENSPTEG00000025994
callithrix_jacchus ENSCJAG00000011142
cebus_capucinus ENSCCAG00000025514
saimiri_boliviensis_boliviensis ENSSBOG00000032524
aotus_nancymaae ENSANAG00000034273
carlito_syrichta ENSTSYG00000012042
prolemur_simus ENSPSMG00000023587
microcebus_murinus ENSMICG00000011059
propithecus_coquereli ENSPCOG00000019218
otolemur_garnettii ENSOGAG00000001401
castor_canadensis ENSCCNG00000021181
dipodomys_ordii ENSDORG00000001689
mus_spicilegus ENSMSIG00000020916
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026956
mus_musculus ENSMUSG00000066191
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025993
mus_pahari MGP_PahariEiJ_G0028329
rattus_norvegicus ENSRNOG00000023309
meriones_unguiculatus ENSMUGG00000006968
peromyscus_maniculatus_bairdii ENSPEMG00000009935
microtus_ochrogaster ENSMOCG00000010454
cricetulus_griseus_crigri ENSCGRG00000008259
cricetulus_griseus_crigri-picr ENSCGRG00015027933
cricetulus_griseus_chok1gshd ENSCGRG00001021546
mesocricetus_auratus ENSMAUG00000021920
jaculus_jaculus ENSJJAG00000018199
ictidomys_tridecemlineatus ENSSTOG00000011708
urocitellus_parryii ENSUPAG00010016062
spermophilus_dauricus ENSSDAG00000019531
marmota_marmota_marmota ENSMMMG00000004827
chinchilla_lanigera ENSCLAG00000012489
octodon_degus ENSODEG00000002878
cavia_porcellus ENSCPOG00000010943
cavia_aperea ENSCAPG00000005774
heterocephalus_glaber_female ENSHGLG00000003003
heterocephalus_glaber_male ENSHGLG00100015282
fukomys_damarensis ENSFDAG00000020477
oryctolagus_cuniculus ENSOCUG00000016201
ochotona_princeps ENSOPRG00000006001
tupaia_belangeri ENSTBEG00000002405
capra_hircus ENSCHIG00000012870
ovis_aries ENSOARG00000011062
bos_mutus ENSBMUG00000003221
bos_taurus ENSBTAG00000005133
bison_bison_bison ENSBBBG00000019101
sus_scrofa ENSSSCG00000005378
tursiops_truncatus ENSTTRG00000010843
vicugna_pacos ENSVPAG00000010400
ursus_americanus ENSUAMG00000007374
ursus_maritimus ENSUMAG00000012464
ailuropoda_melanoleuca ENSAMEG00000004563
neovison_vison ENSNVIG00000015144
mustela_putorius_furo ENSMPUG00000006488
canis_lupus_dingo ENSCAFG00020018617
canis_lupus_familiaris ENSCAFG00000002492
vulpes_vulpes ENSVVUG00000019631
panthera_tigris_altaica ENSPTIG00000018806
panthera_pardus ENSPPRG00000005187
felis_catus ENSFCAG00000008830
myotis_lucifugus ENSMLUG00000002613
pteropus_vampyrus ENSPVAG00000008771
equus_caballus ENSECAG00000016143
equus_asinus_asinus ENSEASG00005022830
sorex_araneus ENSSARG00000007920
erinaceus_europaeus ENSEEUG00000001953
loxodonta_africana ENSLAFG00000003700
procavia_capensis ENSPCAG00000009109
echinops_telfairi ENSETEG00000002286
dasypus_novemcinctus ENSDNOG00000010008
ornithorhynchus_anatinus ENSOANG00000014874
phascolarctos_cinereus ENSPCIG00000000722
notamacropus_eugenii ENSMEUG00000014136
sarcophilus_harrisii ENSSHAG00000017605
monodelphis_domestica ENSMODG00000012769
gopherus_agassizii ENSGAGG00000025209
chelonoidis_abingdonii ENSCABG00000006482
chrysemys_picta_bellii ENSCPBG00000000336
pelodiscus_sinensis ENSPSIG00000016929
crocodylus_porosus ENSCPRG00005014063
calidris_pygmaea ENSCPGG00000002221
calidris_pugnax ENSCPUG00000005764
melopsittacus_undulatus ENSMUNG00000002537
manacus_vitellinus ENSMVIG00005003174
lepidothrix_coronata ENSLCOG00000010988
taeniopygia_guttata ENSTGUG00000014128
taeniopygia_guttata ENSTGUG00000008519
lonchura_striata_domestica ENSLSDG00000017101
serinus_canaria ENSSCAG00000006820
ficedula_albicollis ENSFALG00000005213
parus_major ENSPMJG00000013912
cyanistes_caeruleus ENSCCEG00000013977
junco_hyemalis ENSJHYG00000013806
zonotrichia_albicollis ENSZALG00000002224
anser_brachyrhynchus ENSABRG00000003843
anas_platyrhynchos_platyrhynchos ENSAPLG00000014196
gallus_gallus ENSGALG00000013196
meleagris_gallopavo ENSMGAG00000007222
coturnix_japonica ENSCJPG00005014793
numida_meleagris ENSNMEG00000009078
apteryx_rowi ENSARWG00000012179
apteryx_rowi ENSARWG00000012178
apteryx_haastii ENSAHAG00000004924
apteryx_owenii ENSAOWG00000013672
dromaius_novaehollandiae ENSDNVG00000012567
nothoprocta_perdicaria ENSNPEG00000010998
pogona_vitticeps ENSPVIG00000016328
pogona_vitticeps ENSPVIG00000016329
notechis_scutatus ENSNSUG00000007853
anolis_carolinensis ENSACAG00000002349
salvator_merianae ENSSMRG00000015157
sphenodon_punctatus ENSSPUG00000014025
xenopus_tropicalis ENSXETG00000006189
latimeria_chalumnae ENSLACG00000005423
paramormyrops_kingsleyae ENSPKIG00000001258
scleropages_formosus ENSSFOG00015010706
cyprinodon_variegatus ENSCVAG00000004972
fundulus_heteroclitus ENSFHEG00000017489
xiphophorus_maculatus ENSXMAG00000001987
xiphophorus_couchianus ENSXCOG00000003915
gambusia_affinis ENSGAFG00000019708
poecilia_formosa ENSPFOG00000012092
poecilia_latipinna ENSPLAG00000022715
poecilia_mexicana ENSPMEG00000001318
poecilia_reticulata ENSPREG00000009045
kryptolebias_marmoratus ENSKMAG00000004074
oryzias_latipes ENSORLG00000005322
oryzias_latipes ENSORLG00020006538
oryzias_latipes_asm223469v1 ENSORLG00015002983
oryzias_melastigma ENSOMEG00000018758
takifugu_rubripes ENSTRUG00000003664
tetraodon_nigroviridis ENSTNIG00000008752
scophthalmus_maximus ENSSMAG00000001491
cynoglossus_semilaevis ENSCSEG00000013059
seriola_dumerili ENSSDUG00000005458
seriola_lalandi_dorsalis ENSSLDG00000010431
monopterus_albus ENSMALG00000016138
mastacembelus_armatus ENSMAMG00000016409
anabas_testudineus ENSATEG00000022645
amphiprion_ocellaris ENSAOCG00000008735
amphiprion_percula ENSAPEG00000007802
acanthochromis_polyacanthus ENSAPOG00000001882
stegastes_partitus ENSSPAG00000000534
maylandia_zebra ENSMZEG00005024982
pundamilia_nyererei ENSPNYG00000011515
haplochromis_burtoni ENSHBUG00000009799
astatotilapia_calliptera ENSACLG00000013218
neolamprologus_brichardi ENSNBRG00000008607
oreochromis_niloticus ENSONIG00000017967
amphilophus_citrinellus ENSACIG00000014498
labrus_bergylta ENSLBEG00000028303
gasterosteus_aculeatus ENSGACG00000001930
mola_mola ENSMMOG00000005469
hippocampus_comes ENSHCOG00000011723
periophthalmus_magnuspinnatus ENSPMGG00000003898
seriola_lalandi_dorsalis ENSSLDG00000008270
gadus_morhua ENSGMOG00000009131
esox_lucius ENSELUG00000016336
pygocentrus_nattereri ENSPNAG00000027599
astyanax_mexicanus ENSAMXG00000015127
ictalurus_punctatus ENSIPUG00000018416
lepisosteus_oculatus ENSLOCG00000013281
eptatretus_burgeri ENSEBUG00000006003
ciona_intestinalis ENSCING00000011790
ciona_savignyi ENSCSAVG00000009927
ciona_savignyi ENSCSAVG00000009928
