anolis_carolinensis ENSACAG00000002841
pogona_vitticeps ENSPVIG00000016262
notechis_scutatus ENSNSUG00000005636
salvator_merianae ENSSMRG00000006688
sphenodon_punctatus ENSSPUG00000007442
gopherus_agassizii ENSGAGG00000016139
chelonoidis_abingdonii ENSCABG00000002097
chrysemys_picta_bellii ENSCPBG00000008587
pelodiscus_sinensis ENSPSIG00000005478
gallus_gallus ENSGALG00000012787
coturnix_japonica ENSCJPG00005017019
numida_meleagris ENSNMEG00000002216
anser_brachyrhynchus ENSABRG00000005277
calidris_pugnax ENSCPUG00000002065
calidris_pygmaea ENSCPGG00000009302
lepidothrix_coronata ENSLCOG00000003994
manacus_vitellinus ENSMVIG00005014169
junco_hyemalis ENSJHYG00000016091
lonchura_striata_domestica ENSLSDG00000001801
ficedula_albicollis ENSFALG00000013255
cyanistes_caeruleus ENSCCEG00000002072
parus_major ENSPMJG00000018312
zonotrichia_albicollis ENSZALG00000000126
serinus_canaria ENSSCAG00000001094
melopsittacus_undulatus ENSMUNG00000009297
meleagris_gallopavo ENSMGAG00000003761
dromaius_novaehollandiae ENSDNVG00000000558
nothoprocta_perdicaria ENSNPEG00000007308
apteryx_rowi ENSARWG00000018337
apteryx_haastii ENSAHAG00000016379
apteryx_owenii ENSAOWG00000005756
anas_platyrhynchos_platyrhynchos ENSAPLG00000003652
canis_lupus_dingo ENSCAFG00020013201
crocodylus_porosus ENSCPRG00005001554
chinchilla_lanigera ENSCLAG00000002609
cavia_porcellus ENSCPOG00000014575
octodon_degus ENSODEG00000005281
heterocephalus_glaber_female ENSHGLG00000015229
ictidomys_tridecemlineatus ENSSTOG00000028916
urocitellus_parryii ENSUPAG00010015582
marmota_marmota_marmota ENSMMMG00000014898
spermophilus_dauricus ENSSDAG00000007600
jaculus_jaculus ENSJJAG00000002261
oryctolagus_cuniculus ENSOCUG00000003431
rhinopithecus_roxellana ENSRROG00000032319
rhinopithecus_bieti ENSRBIG00000030865
piliocolobus_tephrosceles ENSPTEG00000011453
macaca_fascicularis ENSMFAG00000045794
macaca_nemestrina ENSMNEG00000035190
papio_anubis ENSPANG00000021966
cercocebus_atys ENSCATG00000040011
theropithecus_gelada ENSTGEG00000015371
chlorocebus_sabaeus ENSCSAG00000007413
pan_troglodytes ENSPTRG00000017705
pan_paniscus ENSPPAG00000002110
homo_sapiens ENSG00000153162
gorilla_gorilla ENSGGOG00000000904
pongo_abelii ENSPPYG00000016210
macaca_mulatta ENSMMUG00000021600
callithrix_jacchus ENSCJAG00000021326
saimiri_boliviensis_boliviensis ENSSBOG00000031144
cebus_capucinus ENSCCAG00000024255
aotus_nancymaae ENSANAG00000034623
carlito_syrichta ENSTSYG00000003642
microcebus_murinus ENSMICG00000005957
prolemur_simus ENSPSMG00000001796
propithecus_coquereli ENSPCOG00000026810
otolemur_garnettii ENSOGAG00000031565
tupaia_belangeri ENSTBEG00000002598
capra_hircus ENSCHIG00000026550
bos_taurus ENSBTAG00000019234
sus_scrofa ENSSSCG00000001027
erinaceus_europaeus ENSEEUG00000010587
castor_canadensis ENSCCNG00000018790
dipodomys_ordii ENSDORG00000004681
mus_musculus ENSMUSG00000039004
mus_spicilegus ENSMSIG00000002718
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019322
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018442
mus_pahari MGP_PahariEiJ_G0019510
rattus_norvegicus ENSRNOG00000013717
meriones_unguiculatus ENSMUGG00000010298
cricetulus_griseus_crigri-picr ENSCGRG00015024717
cricetulus_griseus_chok1gshd ENSCGRG00001022962
cricetulus_griseus_crigri ENSCGRG00000009590
mesocricetus_auratus ENSMAUG00000011185
microtus_ochrogaster ENSMOCG00000012416
peromyscus_maniculatus_bairdii ENSPEMG00000014388
nannospalax_galili ENSNGAG00000013966
echinops_telfairi ENSETEG00000010730
fukomys_damarensis ENSFDAG00000016967
heterocephalus_glaber_male ENSHGLG00100007333
cavia_aperea ENSCAPG00000016170
ochotona_princeps ENSOPRG00000014476
ovis_aries ENSOARG00000017264
bos_mutus ENSBMUG00000016354
choloepus_hoffmanni ENSCHOG00000002178
myotis_lucifugus ENSMLUG00000000800
canis_lupus_familiaris ENSCAFG00000032289
vulpes_vulpes ENSVVUG00000004463
ursus_maritimus ENSUMAG00000018382
ursus_americanus ENSUAMG00000017337
ailuropoda_melanoleuca ENSAMEG00000017336
panthera_tigris_altaica ENSPTIG00000009664
colobus_angolensis_palliatus ENSCANG00000027983
mandrillus_leucophaeus ENSMLEG00000042815
loxodonta_africana ENSLAFG00000013374
equus_asinus_asinus ENSEASG00005012013
equus_caballus ENSECAG00000020015
pteropus_vampyrus ENSPVAG00000003178
felis_catus ENSFCAG00000025998
panthera_pardus ENSPPRG00000004373
neovison_vison ENSNVIG00000011036
mustela_putorius_furo ENSMPUG00000000583
ornithorhynchus_anatinus ENSOANG00000007177
ornithorhynchus_anatinus ENSOANG00000029939
dasypus_novemcinctus ENSDNOG00000006001
tursiops_truncatus ENSTTRG00000015939
phascolarctos_cinereus ENSPCIG00000029393
notamacropus_eugenii ENSMEUG00000016463
sarcophilus_harrisii ENSSHAG00000013124
monodelphis_domestica ENSMODG00000010012
xenopus_tropicalis ENSXETG00000024635
latimeria_chalumnae ENSLACG00000010909
takifugu_rubripes ENSTRUG00000006494
tetraodon_nigroviridis ENSTNIG00000019786
gasterosteus_aculeatus ENSGACG00000002307
mola_mola ENSMMOG00000004984
labrus_bergylta ENSLBEG00000025122
pundamilia_nyererei ENSPNYG00000021541
astatotilapia_calliptera ENSACLG00000019885
haplochromis_burtoni ENSHBUG00000023430
maylandia_zebra ENSMZEG00005017303
neolamprologus_brichardi ENSNBRG00000005746
oreochromis_niloticus ENSONIG00000014562
amphilophus_citrinellus ENSACIG00000004014
