eptatretus_burgeri ENSEBUG00000000824
petromyzon_marinus ENSPMAG00000000241
pogona_vitticeps ENSPVIG00000011687
notechis_scutatus ENSNSUG00000011196
salvator_merianae ENSSMRG00000020548
sphenodon_punctatus ENSSPUG00000012689
gopherus_agassizii ENSGAGG00000007382
chrysemys_picta_bellii ENSCPBG00000011730
chelonoidis_abingdonii ENSCABG00000002651
pelodiscus_sinensis ENSPSIG00000014658
anser_brachyrhynchus ENSABRG00000000686
anas_platyrhynchos_platyrhynchos ENSAPLG00000009073
coturnix_japonica ENSCJPG00005000256
meleagris_gallopavo ENSMGAG00000010308
gallus_gallus ENSGALG00000038044
numida_meleagris ENSNMEG00000000046
calidris_pygmaea ENSCPGG00000002848
calidris_pugnax ENSCPUG00000008306
lepidothrix_coronata ENSLCOG00000007211
parus_major ENSPMJG00000001027
taeniopygia_guttata ENSTGUG00000016027
lonchura_striata_domestica ENSLSDG00000003408
junco_hyemalis ENSJHYG00000013875
ficedula_albicollis ENSFALG00000010581
apteryx_haastii ENSAHAG00000015225
apteryx_owenii ENSAOWG00000005325
apteryx_rowi ENSARWG00000014189
nothoprocta_perdicaria ENSNPEG00000015749
cavia_aperea ENSCAPG00000006084
cavia_porcellus ENSCPOG00000004702
octodon_degus ENSODEG00000013578
chinchilla_lanigera ENSCLAG00000014082
heterocephalus_glaber_male ENSHGLG00100012680
heterocephalus_glaber_female ENSHGLG00000011177
fukomys_damarensis ENSFDAG00000010855
cricetulus_griseus_crigri-picr ENSCGRG00015016349
cricetulus_griseus_chok1gshd ENSCGRG00001001441
cricetulus_griseus_crigri ENSCGRG00000006056
mesocricetus_auratus ENSMAUG00000022038
peromyscus_maniculatus_bairdii ENSPEMG00000019226
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033869
mus_spicilegus ENSMSIG00000012509
mus_musculus ENSMUSG00000032478
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032721
mus_pahari MGP_PahariEiJ_G0015588
rattus_norvegicus ENSRNOG00000020721
nannospalax_galili ENSNGAG00000003988
jaculus_jaculus ENSJJAG00000014892
spermophilus_dauricus ENSSDAG00000006335
meriones_unguiculatus ENSMUGG00000019175
dipodomys_ordii ENSDORG00000027275
ictidomys_tridecemlineatus ENSSTOG00000002690
urocitellus_parryii ENSUPAG00010015370
marmota_marmota_marmota ENSMMMG00000006875
castor_canadensis ENSCCNG00000008699
pan_paniscus ENSPPAG00000036553
pan_troglodytes ENSPTRG00000014882
homo_sapiens ENSG00000172113
gorilla_gorilla ENSGGOG00000042278
pongo_abelii ENSPPYG00000013908
nomascus_leucogenys ENSNLEG00000033070
colobus_angolensis_palliatus ENSCANG00000041933
piliocolobus_tephrosceles ENSPTEG00000003936
rhinopithecus_bieti ENSRBIG00000035086
rhinopithecus_roxellana ENSRROG00000029307
mandrillus_leucophaeus ENSMLEG00000032866
cercocebus_atys ENSCATG00000013771
papio_anubis ENSPANG00000014292
theropithecus_gelada ENSTGEG00000009459
chlorocebus_sabaeus ENSCSAG00000015904
macaca_nemestrina ENSMNEG00000000098
macaca_mulatta ENSMMUG00000003078
macaca_fascicularis ENSMFAG00000039246
saimiri_boliviensis_boliviensis ENSSBOG00000021349
callithrix_jacchus ENSCJAG00000002722
cebus_capucinus ENSCCAG00000029679
aotus_nancymaae ENSANAG00000020489
carlito_syrichta ENSTSYG00000012396
propithecus_coquereli ENSPCOG00000016972
microcebus_murinus ENSMICG00000006161
prolemur_simus ENSPSMG00000025971
otolemur_garnettii ENSOGAG00000002999
equus_caballus ENSECAG00000012881
equus_asinus_asinus ENSEASG00005008913
sorex_araneus ENSSARG00000000048
erinaceus_europaeus ENSEEUG00000005501
ursus_maritimus ENSUMAG00000000834
ursus_americanus ENSUAMG00000023563
ailuropoda_melanoleuca ENSAMEG00000001373
mustela_putorius_furo ENSMPUG00000014972
neovison_vison ENSNVIG00000023186
canis_lupus_familiaris ENSCAFG00000030883
vulpes_vulpes ENSVVUG00000029778
panthera_tigris_altaica ENSPTIG00000015913
panthera_pardus ENSPPRG00000012209
felis_catus ENSFCAG00000000503
capra_hircus ENSCHIG00000026378
ovis_aries ENSOARG00000001093
bos_mutus ENSBMUG00000011691
bos_taurus ENSBTAG00000003025
bison_bison_bison ENSBBBG00000001774
vicugna_pacos ENSVPAG00000007384
sus_scrofa ENSSSCG00000011347
tursiops_truncatus ENSTTRG00000017319
pteropus_vampyrus ENSPVAG00000013173
pteropus_vampyrus ENSPVAG00000001821
oryctolagus_cuniculus ENSOCUG00000000554
ochotona_princeps ENSOPRG00000000380
procavia_capensis ENSPCAG00000002040
echinops_telfairi ENSETEG00000020317
loxodonta_africana ENSLAFG00000029214
dasypus_novemcinctus ENSDNOG00000031532
notamacropus_eugenii ENSMEUG00000011474
phascolarctos_cinereus ENSPCIG00000012435
monodelphis_domestica ENSMODG00000010844
xenopus_tropicalis ENSXETG00000015714
latimeria_chalumnae ENSLACG00000005610
takifugu_rubripes ENSTRUG00000007878
tetraodon_nigroviridis ENSTNIG00000016344
gasterosteus_aculeatus ENSGACG00000010663
xiphophorus_maculatus ENSXMAG00000004142
xiphophorus_couchianus ENSXCOG00000005199
gambusia_affinis ENSGAFG00000003247
poecilia_formosa ENSPFOG00000009100
poecilia_latipinna ENSPLAG00000020140
poecilia_mexicana ENSPMEG00000017987
poecilia_reticulata ENSPREG00000019290
cyprinodon_variegatus ENSCVAG00000023142
fundulus_heteroclitus ENSFHEG00000019568
cynoglossus_semilaevis ENSCSEG00000013723
seriola_lalandi_dorsalis ENSSLDG00000013345
seriola_dumerili ENSSDUG00000014494
scophthalmus_maximus ENSSMAG00000011767
labrus_bergylta ENSLBEG00000001701
mola_mola ENSMMOG00000015645
monopterus_albus ENSMALG00000003212
mastacembelus_armatus ENSMAMG00000017148
anabas_testudineus ENSATEG00000005750
oryzias_latipes ENSORLG00000027536
oryzias_latipes ENSORLG00020004814
oryzias_latipes_asm223469v1 ENSORLG00015000991
oryzias_melastigma ENSOMEG00000015579
kryptolebias_marmoratus ENSKMAG00000013397
haplochromis_burtoni ENSHBUG00000012626
astatotilapia_calliptera ENSACLG00000012254
maylandia_zebra ENSMZEG00005016052
pundamilia_nyererei ENSPNYG00000007283
neolamprologus_brichardi ENSNBRG00000019387
amphilophus_citrinellus ENSACIG00000003601
amphiprion_percula ENSAPEG00000002211
amphiprion_ocellaris ENSAOCG00000024061
stegastes_partitus ENSSPAG00000012937
gadus_morhua ENSGMOG00000013072
esox_lucius ENSELUG00000000147
pygocentrus_nattereri ENSPNAG00000027379
astyanax_mexicanus ENSAMXG00000030080
ictalurus_punctatus ENSIPUG00000016631
danio_rerio ENSDARG00000016138
paramormyrops_kingsleyae ENSPKIG00000004932
scleropages_formosus ENSSFOG00015019500
piliocolobus_tephrosceles ENSPTEG00000001016
piliocolobus_tephrosceles ENSPTEG00000001044
drosophila_melanogaster FBgn0030573
