caenorhabditis_elegans_strain_n2 WBGene00000492
drosophila_melanogaster FBgn0031550
taeniopygia_guttata ENSTGUG00000014922
cynoglossus_semilaevis ENSCSEG00000012886
xenopus_tropicalis ENSXETG00000026185
anolis_carolinensis ENSACAG00000006606
pogona_vitticeps ENSPVIG00000003859
notechis_scutatus ENSNSUG00000015950
salvator_merianae ENSSMRG00000003564
sphenodon_punctatus ENSSPUG00000019238
junco_hyemalis ENSJHYG00000011516
zonotrichia_albicollis ENSZALG00000016453
ficedula_albicollis ENSFALG00000006474
cyanistes_caeruleus ENSCCEG00000015794
parus_major ENSPMJG00000011226
taeniopygia_guttata ENSTGUG00000013609
taeniopygia_guttata ENSTGUG00000015363
lonchura_striata_domestica ENSLSDG00000014079
serinus_canaria ENSSCAG00000016848
lepidothrix_coronata ENSLCOG00000010712
manacus_vitellinus ENSMVIG00005000588
melopsittacus_undulatus ENSMUNG00000015624
calidris_pygmaea ENSCPGG00000012646
calidris_pugnax ENSCPUG00000004553
anser_brachyrhynchus ENSABRG00000007345
anas_platyrhynchos_platyrhynchos ENSAPLG00000005696
coturnix_japonica ENSCJPG00005017642
meleagris_gallopavo ENSMGAG00000014386
gallus_gallus ENSGALG00000015356
numida_meleagris ENSNMEG00000002489
dromaius_novaehollandiae ENSDNVG00000006709
nothoprocta_perdicaria ENSNPEG00000008945
apteryx_owenii ENSAOWG00000015044
apteryx_haastii ENSAHAG00000017753
apteryx_rowi ENSARWG00000011506
crocodylus_porosus ENSCPRG00005010353
gopherus_agassizii ENSGAGG00000020261
chelonoidis_abingdonii ENSCABG00000003098
chrysemys_picta_bellii ENSCPBG00000004696
pelodiscus_sinensis ENSPSIG00000016273
aotus_nancymaae ENSANAG00000024112
propithecus_coquereli ENSPCOG00000023013
propithecus_coquereli ENSPCOG00000020954
cricetulus_griseus_crigri ENSCGRG00000005029
mesocricetus_auratus ENSMAUG00000001803
erinaceus_europaeus ENSEEUG00000005806
echinops_telfairi ENSETEG00000006069
pan_paniscus ENSPPAG00000026634
pan_troglodytes ENSPTRG00000015189
gorilla_gorilla ENSGGOG00000006807
homo_sapiens ENSG00000114446
pongo_abelii ENSPPYG00000013576
nomascus_leucogenys ENSNLEG00000030315
piliocolobus_tephrosceles ENSPTEG00000025688
piliocolobus_tephrosceles ENSPTEG00000026637
colobus_angolensis_palliatus ENSCANG00000038607
rhinopithecus_roxellana ENSRROG00000038562
rhinopithecus_bieti ENSRBIG00000033325
macaca_nemestrina ENSMNEG00000040705
macaca_mulatta ENSMMUG00000008786
macaca_fascicularis ENSMFAG00000034173
theropithecus_gelada ENSTGEG00000000768
papio_anubis ENSPANG00000002089
cercocebus_atys ENSCATG00000039339
mandrillus_leucophaeus ENSMLEG00000040258
chlorocebus_sabaeus ENSCSAG00000006322
saimiri_boliviensis_boliviensis ENSSBOG00000022035
callithrix_jacchus ENSCJAG00000004974
aotus_nancymaae ENSANAG00000021208
carlito_syrichta ENSTSYG00000001891
microcebus_murinus ENSMICG00000049261
prolemur_simus ENSPSMG00000005302
otolemur_garnettii ENSOGAG00000002559
oryctolagus_cuniculus ENSOCUG00000003973
ochotona_princeps ENSOPRG00000017036
sorex_araneus ENSSARG00000007897
castor_canadensis ENSCCNG00000011508
dipodomys_ordii ENSDORG00000006980
mus_musculus ENSMUSG00000032965
mus_spicilegus ENSMSIG00000008530
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021699
mus_pahari MGP_PahariEiJ_G0016497
rattus_norvegicus ENSRNOG00000001958
cricetulus_griseus_crigri-picr ENSCGRG00015013442
cricetulus_griseus_chok1gshd ENSCGRG00001003177
peromyscus_maniculatus_bairdii ENSPEMG00000018735
microtus_ochrogaster ENSMOCG00000010591
meriones_unguiculatus ENSMUGG00000006922
nannospalax_galili ENSNGAG00000021590
jaculus_jaculus ENSJJAG00000012277
urocitellus_parryii ENSUPAG00010018737
ictidomys_tridecemlineatus ENSSTOG00000013726
spermophilus_dauricus ENSSDAG00000022943
marmota_marmota_marmota ENSMMMG00000012052
octodon_degus ENSODEG00000005424
chinchilla_lanigera ENSCLAG00000009845
cavia_porcellus ENSCPOG00000008103
cavia_aperea ENSCAPG00000012236
heterocephalus_glaber_female ENSHGLG00000012196
heterocephalus_glaber_male ENSHGLG00100001434
fukomys_damarensis ENSFDAG00000009054
tupaia_belangeri ENSTBEG00000010452
equus_asinus_asinus ENSEASG00005011273
equus_caballus ENSECAG00000011438
loxodonta_africana ENSLAFG00000005206
procavia_capensis ENSPCAG00000006629
ursus_americanus ENSUAMG00000000746
cebus_capucinus ENSCCAG00000025638
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020800
pteropus_vampyrus ENSPVAG00000011768
myotis_lucifugus ENSMLUG00000010962
ailuropoda_melanoleuca ENSAMEG00000001429
ursus_maritimus ENSUMAG00000005273
mustela_putorius_furo ENSMPUG00000009971
neovison_vison ENSNVIG00000015803
canis_lupus_familiaris ENSCAFG00000009895
canis_lupus_dingo ENSCAFG00020008287
vulpes_vulpes ENSVVUG00000021819
panthera_pardus ENSPPRG00000008931
panthera_tigris_altaica ENSPTIG00000005198
felis_catus ENSFCAG00000028784
bos_taurus ENSBTAG00000005787
bos_mutus ENSBMUG00000002616
bison_bison_bison ENSBBBG00000012091
capra_hircus ENSCHIG00000018255
ovis_aries ENSOARG00000018897
tursiops_truncatus ENSTTRG00000016533
vicugna_pacos ENSVPAG00000003535
sus_scrofa ENSSSCG00000011941
dasypus_novemcinctus ENSDNOG00000007812
choloepus_hoffmanni ENSCHOG00000003378
notamacropus_eugenii ENSMEUG00000007421
phascolarctos_cinereus ENSPCIG00000011835
monodelphis_domestica ENSMODG00000018047
sarcophilus_harrisii ENSSHAG00000012976
ornithorhynchus_anatinus ENSOANG00000007495
xiphophorus_maculatus ENSXMAG00000000153
xiphophorus_couchianus ENSXCOG00000016306
gambusia_affinis ENSGAFG00000018492
poecilia_formosa ENSPFOG00000000970
poecilia_latipinna ENSPLAG00000012027
poecilia_mexicana ENSPMEG00000006790
poecilia_reticulata ENSPREG00000021132
cyprinodon_variegatus ENSCVAG00000010926
kryptolebias_marmoratus ENSKMAG00000000450
oryzias_latipes ENSORLG00020019284
oryzias_latipes_asm223469v1 ENSORLG00015018168
oryzias_latipes ENSORLG00000006591
oryzias_melastigma ENSOMEG00000021115
astatotilapia_calliptera ENSACLG00000023574
maylandia_zebra ENSMZEG00005020314
haplochromis_burtoni ENSHBUG00000011237
pundamilia_nyererei ENSPNYG00000016464
neolamprologus_brichardi ENSNBRG00000016665
oreochromis_niloticus ENSONIG00000012369
amphilophus_citrinellus ENSACIG00000011652
labrus_bergylta ENSLBEG00000026001
labrus_bergylta ENSLBEG00000009262
gasterosteus_aculeatus ENSGACG00000015797
tetraodon_nigroviridis ENSTNIG00000006522
takifugu_rubripes ENSTRUG00000010380
mola_mola ENSMMOG00000011104
seriola_lalandi_dorsalis ENSSLDG00000002369
seriola_dumerili ENSSDUG00000004741
scophthalmus_maximus ENSSMAG00000017043
scophthalmus_maximus ENSSMAG00000014744
