mola_mola ENSMMOG00000007907
takifugu_rubripes ENSTRUG00000024222
gasterosteus_aculeatus ENSGACG00000012324
xiphophorus_maculatus ENSXMAG00000028741
xiphophorus_couchianus ENSXCOG00000005121
fundulus_heteroclitus ENSFHEG00000007780
oryzias_melastigma ENSOMEG00000021741
stegastes_partitus ENSSPAG00000005815
seriola_lalandi_dorsalis ENSSLDG00000001673
cynoglossus_semilaevis ENSCSEG00000004072
gadus_morhua ENSGMOG00000004686
tetraodon_nigroviridis ENSTNIG00000013385
esox_lucius ENSELUG00000016707
pygocentrus_nattereri ENSPNAG00000006947
ictalurus_punctatus ENSIPUG00000012656
danio_rerio ENSDARG00000104860
