apteryx_owenii ENSAOWG00000006410
apteryx_haastii ENSAHAG00000018397
apteryx_rowi ENSARWG00000006808
dromaius_novaehollandiae ENSDNVG00000012471
nothoprocta_perdicaria ENSNPEG00000006388
calidris_pygmaea ENSCPGG00000015585
calidris_pugnax ENSCPUG00000019015
melopsittacus_undulatus ENSMUNG00000016921
manacus_vitellinus ENSMVIG00005012519
lepidothrix_coronata ENSLCOG00000010973
cyanistes_caeruleus ENSCCEG00000017208
parus_major ENSPMJG00000017118
ficedula_albicollis ENSFALG00000002462
junco_hyemalis ENSJHYG00000000439
zonotrichia_albicollis ENSZALG00000005405
serinus_canaria ENSSCAG00000013656
taeniopygia_guttata ENSTGUG00000004129
lonchura_striata_domestica ENSLSDG00000015260
anser_brachyrhynchus ENSABRG00000002265
anas_platyrhynchos_platyrhynchos ENSAPLG00000009369
meleagris_gallopavo ENSMGAG00000007055
gallus_gallus ENSGALG00000004193
coturnix_japonica ENSCJPG00005021281
numida_meleagris ENSNMEG00000003400
crocodylus_porosus ENSCPRG00005018570
gopherus_agassizii ENSGAGG00000007037
chelonoidis_abingdonii ENSCABG00000010783
chrysemys_picta_bellii ENSCPBG00000009682
pelodiscus_sinensis ENSPSIG00000010477
sphenodon_punctatus ENSSPUG00000011716
pogona_vitticeps ENSPVIG00000016821
anolis_carolinensis ENSACAG00000013308
notechis_scutatus ENSNSUG00000010290
salvator_merianae ENSSMRG00000011698
cavia_aperea ENSCAPG00000007532
cavia_porcellus ENSCPOG00000014338
chinchilla_lanigera ENSCLAG00000003070
octodon_degus ENSODEG00000008790
heterocephalus_glaber_female ENSHGLG00000002134
heterocephalus_glaber_male ENSHGLG00100002070
fukomys_damarensis ENSFDAG00000001305
spermophilus_dauricus ENSSDAG00000007219
urocitellus_parryii ENSUPAG00010003887
urocitellus_parryii ENSUPAG00010002083
ictidomys_tridecemlineatus ENSSTOG00000003119
marmota_marmota_marmota ENSMMMG00000012360
microtus_ochrogaster ENSMOCG00000017412
peromyscus_maniculatus_bairdii ENSPEMG00000018418
cricetulus_griseus_chok1gshd ENSCGRG00001001475
cricetulus_griseus_crigri ENSCGRG00000009380
cricetulus_griseus_crigri-picr ENSCGRG00015011912
mesocricetus_auratus ENSMAUG00000021490
meriones_unguiculatus ENSMUGG00000024947
mus_spicilegus ENSMSIG00000018468
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018196
mus_musculus ENSMUSG00000020604
