gopherus_agassizii ENSGAGG00000021404
chelonoidis_abingdonii ENSCABG00000005123
chrysemys_picta_bellii ENSCPBG00000007659
pelodiscus_sinensis ENSPSIG00000000371
crocodylus_porosus ENSCPRG00005009856
apteryx_owenii ENSAOWG00000010804
apteryx_haastii ENSAHAG00000005142
apteryx_rowi ENSARWG00000014496
dromaius_novaehollandiae ENSDNVG00000017222
lonchura_striata_domestica ENSLSDG00000015575
serinus_canaria ENSSCAG00000016450
zonotrichia_albicollis ENSZALG00000008276
junco_hyemalis ENSJHYG00000018142
taeniopygia_guttata ENSTGUG00000010550
ficedula_albicollis ENSFALG00000015006
cyanistes_caeruleus ENSCCEG00000020095
parus_major ENSPMJG00000016390
lepidothrix_coronata ENSLCOG00000003517
manacus_vitellinus ENSMVIG00005018398
anser_brachyrhynchus ENSABRG00000017368
anas_platyrhynchos_platyrhynchos ENSAPLG00000000924
gallus_gallus ENSGALG00000052027
meleagris_gallopavo ENSMGAG00000015490
coturnix_japonica ENSCJPG00005019414
numida_meleagris ENSNMEG00000015786
calidris_pygmaea ENSCPGG00000014514
calidris_pugnax ENSCPUG00000006339
melopsittacus_undulatus ENSMUNG00000002752
pogona_vitticeps ENSPVIG00000005538
anolis_carolinensis ENSACAG00000012666
salvator_merianae ENSSMRG00000022399
phascolarctos_cinereus ENSPCIG00000016607
sarcophilus_harrisii ENSSHAG00000006651
latimeria_chalumnae ENSLACG00000016040
labrus_bergylta ENSLBEG00000024604
takifugu_rubripes ENSTRUG00000023160
oryzias_latipes ENSORLG00020018973
oryzias_latipes_asm223469v1 ENSORLG00015014551
oryzias_latipes ENSORLG00000015997
oryzias_melastigma ENSOMEG00000004072
fundulus_heteroclitus ENSFHEG00000011520
cyprinodon_variegatus ENSCVAG00000015056
poecilia_latipinna ENSPLAG00000015712
poecilia_reticulata ENSPREG00000017454
poecilia_mexicana ENSPMEG00000009221
xiphophorus_maculatus ENSXMAG00000021011
xiphophorus_couchianus ENSXCOG00000006252
gambusia_affinis ENSGAFG00000018103
maylandia_zebra ENSMZEG00005013203
maylandia_zebra ENSMZEG00005007480
astatotilapia_calliptera ENSACLG00000023946
haplochromis_burtoni ENSHBUG00000000448
pundamilia_nyererei ENSPNYG00000017705
neolamprologus_brichardi ENSNBRG00000011722
amphilophus_citrinellus ENSACIG00000008844
acanthochromis_polyacanthus ENSAPOG00000016111
acanthochromis_polyacanthus ENSAPOG00000016114
amphiprion_percula ENSAPEG00000018428
stegastes_partitus ENSSPAG00000017138
amphiprion_ocellaris ENSAOCG00000014473
acanthochromis_polyacanthus ENSAPOG00000023599
kryptolebias_marmoratus ENSKMAG00000016135
mastacembelus_armatus ENSMAMG00000012407
monopterus_albus ENSMALG00000015341
anabas_testudineus ENSATEG00000012507
mola_mola ENSMMOG00000005930
seriola_dumerili ENSSDUG00000001915
seriola_lalandi_dorsalis ENSSLDG00000022847
scophthalmus_maximus ENSSMAG00000019756
periophthalmus_magnuspinnatus ENSPMGG00000003659
hippocampus_comes ENSHCOG00000011909
esox_lucius ENSELUG00000009609
pygocentrus_nattereri ENSPNAG00000012350
astyanax_mexicanus ENSAMXG00000025646
scleropages_formosus ENSSFOG00015009035
lepisosteus_oculatus ENSLOCG00000018058
latimeria_chalumnae ENSLACG00000005572
