anser_brachyrhynchus ENSABRG00000015675
anas_platyrhynchos_platyrhynchos ENSAPLG00000004598
gallus_gallus ENSGALG00000027415
meleagris_gallopavo ENSMGAG00000009273
coturnix_japonica ENSCJPG00005021542
numida_meleagris ENSNMEG00000011294
serinus_canaria ENSSCAG00000000481
lonchura_striata_domestica ENSLSDG00000014694
taeniopygia_guttata ENSTGUG00000008858
junco_hyemalis ENSJHYG00000004942
zonotrichia_albicollis ENSZALG00000014231
parus_major ENSPMJG00000000130
cyanistes_caeruleus ENSCCEG00000014045
ficedula_albicollis ENSFALG00000001279
lepidothrix_coronata ENSLCOG00000002037
manacus_vitellinus ENSMVIG00005002105
calidris_pygmaea ENSCPGG00000001325
calidris_pugnax ENSCPUG00000002456
melopsittacus_undulatus ENSMUNG00000010770
apteryx_haastii ENSAHAG00000016147
apteryx_owenii ENSAOWG00000013459
dromaius_novaehollandiae ENSDNVG00000010360
nothoprocta_perdicaria ENSNPEG00000004953
chelonoidis_abingdonii ENSCABG00000011832
gopherus_agassizii ENSGAGG00000003892
chrysemys_picta_bellii ENSCPBG00000028156
pelodiscus_sinensis ENSPSIG00000005812
crocodylus_porosus ENSCPRG00005002686
sphenodon_punctatus ENSSPUG00000009945
anolis_carolinensis ENSACAG00000005521
pogona_vitticeps ENSPVIG00000001725
salvator_merianae ENSSMRG00000023221
notechis_scutatus ENSNSUG00000013329
latimeria_chalumnae ENSLACG00000011764
phascolarctos_cinereus ENSPCIG00000004528
notamacropus_eugenii ENSMEUG00000000720
monodelphis_domestica ENSMODG00000006915
sarcophilus_harrisii ENSSHAG00000018815
sus_scrofa ENSSSCG00000023151
tursiops_truncatus ENSTTRG00000002609
ovis_aries ENSOARG00000012035
capra_hircus ENSCHIG00000022718
bos_taurus ENSBTAG00000040042
bos_mutus ENSBMUG00000008180
bison_bison_bison ENSBBBG00000022585
myotis_lucifugus ENSMLUG00000017779
mustela_putorius_furo ENSMPUG00000014138
neovison_vison ENSNVIG00000010035
ailuropoda_melanoleuca ENSAMEG00000008920
canis_lupus_familiaris ENSCAFG00000004611
canis_lupus_dingo ENSCAFG00020021850
vulpes_vulpes ENSVVUG00000010106
felis_catus ENSFCAG00000018283
panthera_pardus ENSPPRG00000001445
equus_asinus_asinus ENSEASG00005019087
equus_caballus ENSECAG00000007439
erinaceus_europaeus ENSEEUG00000008339
chinchilla_lanigera ENSCLAG00000003739
octodon_degus ENSODEG00000009618
cavia_porcellus ENSCPOG00000001279
heterocephalus_glaber_female ENSHGLG00000004817
marmota_marmota_marmota ENSMMMG00000011284
ictidomys_tridecemlineatus ENSSTOG00000009611
urocitellus_parryii ENSUPAG00010023969
mus_spicilegus ENSMSIG00000028476
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018237
mus_musculus ENSMUSG00000020734
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017392
mus_pahari MGP_PahariEiJ_G0018522
rattus_norvegicus ENSRNOG00000003280
meriones_unguiculatus ENSMUGG00000022456
cricetulus_griseus_chok1gshd ENSCGRG00001021802
cricetulus_griseus_crigri-picr ENSCGRG00015010075
cricetulus_griseus_crigri ENSCGRG00000007066
mesocricetus_auratus ENSMAUG00000019504
microtus_ochrogaster ENSMOCG00000013598
peromyscus_maniculatus_bairdii ENSPEMG00000004665
nannospalax_galili ENSNGAG00000021961
jaculus_jaculus ENSJJAG00000022967
castor_canadensis ENSCCNG00000002384
dipodomys_ordii ENSDORG00000005317
oryctolagus_cuniculus ENSOCUG00000021974
ochotona_princeps ENSOPRG00000001498
prolemur_simus ENSPSMG00000000373
microcebus_murinus ENSMICG00000010565
propithecus_coquereli ENSPCOG00000026141
otolemur_garnettii ENSOGAG00000016863
pan_troglodytes ENSPTRG00000009619
pan_paniscus ENSPPAG00000035251
homo_sapiens ENSG00000161509
gorilla_gorilla ENSGGOG00000003299
pongo_abelii ENSPPYG00000008606
nomascus_leucogenys ENSNLEG00000010463
theropithecus_gelada ENSTGEG00000027447
cercocebus_atys ENSCATG00000038782
macaca_nemestrina ENSMNEG00000029018
macaca_mulatta ENSMMUG00000005744
macaca_fascicularis ENSMFAG00000045163
papio_anubis ENSPANG00000020268
chlorocebus_sabaeus ENSCSAG00000004623
rhinopithecus_bieti ENSRBIG00000032178
rhinopithecus_roxellana ENSRROG00000039210
piliocolobus_tephrosceles ENSPTEG00000039839
colobus_angolensis_palliatus ENSCANG00000035817
mandrillus_leucophaeus ENSMLEG00000037748
saimiri_boliviensis_boliviensis ENSSBOG00000029004
cebus_capucinus ENSCCAG00000022382
callithrix_jacchus ENSCJAG00000014754
aotus_nancymaae ENSANAG00000021040
tupaia_belangeri ENSTBEG00000004941
procavia_capensis ENSPCAG00000010769
echinops_telfairi ENSETEG00000017640
fukomys_damarensis ENSFDAG00000021467
cavia_aperea ENSCAPG00000000204
panthera_tigris_altaica ENSPTIG00000013891
dasypus_novemcinctus ENSDNOG00000009078
carlito_syrichta ENSTSYG00000027895
chinchilla_lanigera ENSCLAG00000000256
ursus_americanus ENSUAMG00000010431
serinus_canaria ENSSCAG00000000498
lonchura_striata_domestica ENSLSDG00000014691
apteryx_rowi ENSARWG00000007504
xenopus_tropicalis ENSXETG00000006844
pygocentrus_nattereri ENSPNAG00000013337
astyanax_mexicanus ENSAMXG00000017477
ictalurus_punctatus ENSIPUG00000012535
danio_rerio ENSDARG00000077560
labrus_bergylta ENSLBEG00000027613
mola_mola ENSMMOG00000020786
gasterosteus_aculeatus ENSGACG00000003268
scophthalmus_maximus ENSSMAG00000006338
cynoglossus_semilaevis ENSCSEG00000013608
seriola_lalandi_dorsalis ENSSLDG00000018137
seriola_dumerili ENSSDUG00000013553
mastacembelus_armatus ENSMAMG00000003421
monopterus_albus ENSMALG00000015042
anabas_testudineus ENSATEG00000004580
fundulus_heteroclitus ENSFHEG00000009156
cyprinodon_variegatus ENSCVAG00000016778
poecilia_formosa ENSPFOG00000014235
poecilia_mexicana ENSPMEG00000014052
poecilia_latipinna ENSPLAG00000006291
poecilia_reticulata ENSPREG00000009399
xiphophorus_maculatus ENSXMAG00000017142
xiphophorus_couchianus ENSXCOG00000004077
poecilia_mexicana ENSPMEG00000004856
poecilia_latipinna ENSPLAG00000020227
gambusia_affinis ENSGAFG00000011200
kryptolebias_marmoratus ENSKMAG00000008655
oryzias_latipes ENSORLG00020002799
oryzias_latipes_asm223469v1 ENSORLG00015002352
oryzias_latipes ENSORLG00000010971
oryzias_melastigma ENSOMEG00000006904
astatotilapia_calliptera ENSACLG00000026721
maylandia_zebra ENSMZEG00005004886
pundamilia_nyererei ENSPNYG00000004494
haplochromis_burtoni ENSHBUG00000008812
neolamprologus_brichardi ENSNBRG00000007292
oreochromis_niloticus ENSONIG00000007997
