calidris_pygmaea ENSCPGG00000000980
calidris_pugnax ENSCPUG00000008170
parus_major ENSPMJG00000012305
cyanistes_caeruleus ENSCCEG00000002982
serinus_canaria ENSSCAG00000015867
taeniopygia_guttata ENSTGUG00000004874
taeniopygia_guttata ENSTGUG00000004872
lonchura_striata ENSLSDG00000001625
manacus_vitellinus ENSMVIG00005009148
ficedula_albicollis ENSFALG00000011926
junco_hyemalis ENSJHYG00000013518
zonotrichia_albicollis ENSZALG00000013444
lepidothrix_coronata ENSLCOG00000008548
melopsittacus_undulatus ENSMUNG00000015508
anas_platyrhynchos ENSAPLG00000016924
anser_brachyrhynchus ENSABRG00000002788
gallus_gallus ENSGALG00000033953
coturnix_japonica ENSCJPG00005005742
meleagris_gallopavo ENSMGAG00000017155
numida_meleagris ENSNMEG00000011385
apteryx_haastii ENSAHAG00000000465
astyanax_mexicanus ENSAMXG00000037880
astyanax_mexicanus ENSAMXG00005008925
ictalurus_punctatus ENSIPUG00000003604
danio_rerio ENSDARG00000079900
larimichthys_crocea ENSLCRG00005010871
haplochromis_burtoni ENSHBUG00000022782
apteryx_owenii ENSAOWG00000016415
apteryx_haastii ENSAHAG00000000455
apteryx_rowi ENSARWG00000003917
nothoprocta_perdicaria ENSNPEG00000005860
callorhinchus_milii ENSCMIG00000003243
dromaius_novaehollandiae ENSDNVG00000001685
phascolarctos_cinereus ENSPCIG00000012986
vombatus_ursinus ENSVURG00010002899
notamacropus_eugenii ENSMEUG00000010161
monodelphis_domestica ENSMODG00000011116
sarcophilus_harrisii ENSSHAG00000009784
sarcophilus_harrisii ENSSHAG00000009484
ursus_americanus ENSUAMG00000027549
ailuropoda_melanoleuca ENSAMEG00000013315
ursus_maritimus ENSUMAG00000004500
neovison_vison ENSNVIG00000004403
mustela_putorius ENSMPUG00000014194
canis_lupus ENSCAFG00020020085
canis_lupus ENSCAFG00000016028
vulpes_vulpes ENSVVUG00000018168
panthera_tigris ENSPTIG00000010782
panthera_pardus ENSPPRG00000000484
felis_catus ENSFCAG00000015434
equus_caballus ENSECAG00000021309
equus_asinus ENSEASG00005004354
myotis_lucifugus ENSMLUG00000016983
pteropus_vampyrus ENSPVAG00000005388
bos_taurus ENSBTAG00000002996
bos_indicus ENSBIXG00005011523
bos_mutus ENSBMUG00000006348
bison_bison ENSBBBG00000021423
bos_indicus ENSBIXG00000008875
capra_hircus ENSCHIG00000017637
ovis_aries ENSOARG00000009463
capra_hircus ENSCHIG00000006759
tursiops_truncatus ENSTTRG00000002362
sus_scrofa ENSSSCG00000012309
vicugna_pacos ENSVPAG00000004119
erinaceus_europaeus ENSEEUG00000003909
sorex_araneus ENSSARG00000001755
castor_canadensis ENSCCNG00000015417
castor_canadensis ENSCCNG00000007375
dipodomys_ordii ENSDORG00000000705
peromyscus_maniculatus ENSPEMG00000022302
microtus_ochrogaster ENSMOCG00000014195
cricetulus_griseus ENSCGRG00001016683
cricetulus_griseus ENSCGRG00015008778
cricetulus_griseus ENSCGRG00000000977
mus_spicilegus ENSMSIG00000006593
mus_spretus MGP_SPRETEiJ_G0034026
mus_musculus ENSMUSG00000068270
mus_caroli MGP_CAROLIEiJ_G0032878
mus_pahari MGP_PahariEiJ_G0031426
rattus_norvegicus ENSRNOG00000002959
meriones_unguiculatus ENSMUGG00000020752
nannospalax_galili ENSNGAG00000000465
jaculus_jaculus ENSJJAG00000001572
heterocephalus_glaber ENSHGLG00000003286
heterocephalus_glaber ENSHGLG00100000520
fukomys_damarensis ENSFDAG00000018334
cavia_porcellus ENSCPOG00000004777
urocitellus_parryii ENSUPAG00010004734
spermophilus_dauricus ENSSDAG00000008623
ictidomys_tridecemlineatus ENSSTOG00000016561
marmota_marmota ENSMMMG00000011031
oryctolagus_cuniculus ENSOCUG00000014342
ochotona_princeps ENSOPRG00000005364
pan_troglodytes ENSPTRG00000021905
pan_paniscus ENSPPAG00000039023
homo_sapiens ENSG00000158352
gorilla_gorilla ENSGGOG00000004208
pongo_abelii ENSPPYG00000029762
nomascus_leucogenys ENSNLEG00000008164
theropithecus_gelada ENSTGEG00000001295
papio_anubis ENSPANG00000008176
chlorocebus_sabaeus ENSCSAG00000012729
cercocebus_atys ENSCATG00000000223
mandrillus_leucophaeus ENSMLEG00000041911
macaca_mulatta ENSMMUG00000000378
macaca_nemestrina ENSMNEG00000040120
macaca_fascicularis ENSMFAG00000042129
piliocolobus_tephrosceles ENSPTEG00000030826
colobus_angolensis ENSCANG00000042459
rhinopithecus_roxellana ENSRROG00000040758
rhinopithecus_bieti ENSRBIG00000033557
cebus_capucinus ENSCCAG00000027850
