loxodonta_africana ENSLAFG00000009001
echinops_telfairi ENSETEG00000018268
dasypus_novemcinctus ENSDNOG00000044189
sorex_araneus ENSSARG00000008830
erinaceus_europaeus ENSEEUG00000006135
pteropus_vampyrus ENSPVAG00000001766
myotis_lucifugus ENSMLUG00000030438
capra_hircus ENSCHIG00000021108
ovis_aries ENSOARG00000012661
bos_mutus ENSBMUG00000024114
bos_taurus ENSBTAG00000046069
bison_bison_bison ENSBBBG00000023181
sus_scrofa ENSSSCG00000012285
tursiops_truncatus ENSTTRG00000005633
vicugna_pacos ENSVPAG00000011904
equus_caballus ENSECAG00000022175
ursus_maritimus ENSUMAG00000008019
ursus_americanus ENSUAMG00000019748
ailuropoda_melanoleuca ENSAMEG00000012812
neovison_vison ENSNVIG00000006138
mustela_putorius_furo ENSMPUG00000013430
canis_lupus_familiaris ENSCAFG00000031684
canis_lupus_dingo ENSCAFG00020021361
vulpes_vulpes ENSVVUG00000017597
panthera_pardus ENSPPRG00000001440
panthera_tigris_altaica ENSPTIG00000017632
felis_catus ENSFCAG00000037221
cavia_porcellus ENSCPOG00000032054
cavia_aperea ENSCAPG00000016254
octodon_degus ENSODEG00000009058
heterocephalus_glaber_female ENSHGLG00000002579
heterocephalus_glaber_male ENSHGLG00100004106
fukomys_damarensis ENSFDAG00000018126
chinchilla_lanigera ENSCLAG00000000707
marmota_marmota_marmota ENSMMMG00000012682
ictidomys_tridecemlineatus ENSSTOG00000006249
urocitellus_parryii ENSUPAG00010002478
spermophilus_dauricus ENSSDAG00000005700
cricetulus_griseus_crigri-picr ENSCGRG00015003874
cricetulus_griseus_chok1gshd ENSCGRG00001023019
cricetulus_griseus_crigri ENSCGRG00000005324
mesocricetus_auratus ENSMAUG00000008762
peromyscus_maniculatus_bairdii ENSPEMG00000029054
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034124
mus_spicilegus ENSMSIG00000010691
mus_musculus ENSMUSG00000037167
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032974
mus_pahari MGP_PahariEiJ_G0031517
rattus_norvegicus ENSRNOG00000045622
meriones_unguiculatus ENSMUGG00000011673
nannospalax_galili ENSNGAG00000017226
jaculus_jaculus ENSJJAG00000009798
castor_canadensis ENSCCNG00000006282
oryctolagus_cuniculus ENSOCUG00000002990
ochotona_princeps ENSOPRG00000011077
microcebus_murinus ENSMICG00000044570
propithecus_coquereli ENSPCOG00000025673
prolemur_simus ENSPSMG00000006083
otolemur_garnettii ENSOGAG00000030057
homo_sapiens ENSG00000171478
homo_sapiens ENSG00000171489
pan_paniscus ENSPPAG00000037481
pan_troglodytes ENSPTRG00000021853
gorilla_gorilla ENSGGOG00000026765
pongo_abelii ENSPPYG00000020304
nomascus_leucogenys ENSNLEG00000003487
macaca_fascicularis ENSMFAG00000039745
macaca_mulatta ENSMMUG00000010883
macaca_nemestrina ENSMNEG00000033196
papio_anubis ENSPANG00000010103
mandrillus_leucophaeus ENSMLEG00000014238
chlorocebus_sabaeus ENSCSAG00000013573
theropithecus_gelada ENSTGEG00000005075
cercocebus_atys ENSCATG00000034191
rhinopithecus_bieti ENSRBIG00000026644
rhinopithecus_roxellana ENSRROG00000032391
colobus_angolensis_palliatus ENSCANG00000032244
piliocolobus_tephrosceles ENSPTEG00000009469
cebus_capucinus ENSCCAG00000018588
saimiri_boliviensis_boliviensis ENSSBOG00000027716
callithrix_jacchus ENSCJAG00000015593
aotus_nancymaae ENSANAG00000028087
carlito_syrichta ENSTSYG00000027717
tupaia_belangeri ENSTBEG00000002857
ornithorhynchus_anatinus ENSOANG00000029812
