coturnix_japonica ENSCJPG00005006280
gallus_gallus ENSGALG00000021355
numida_meleagris ENSNMEG00000015416
anas_platyrhynchos_platyrhynchos ENSAPLG00000005506
serinus_canaria ENSSCAG00000002992
calidris_pugnax ENSCPUG00000005654
apteryx_owenii ENSAOWG00000003353
sphenodon_punctatus ENSSPUG00000006886
latimeria_chalumnae ENSLACG00000012310
lepisosteus_oculatus ENSLOCG00000004696
ciona_intestinalis ENSCING00000002433
ciona_intestinalis ENSCING00000006428
ciona_intestinalis ENSCING00000007570
mastacembelus_armatus ENSMAMG00000012769
amphiprion_percula ENSAPEG00000012765
labrus_bergylta ENSLBEG00000008431
ciona_intestinalis ENSCING00000006783
caenorhabditis_elegans_strain_n2 WBGene00010558
