bos_mutus ENSBMUG00000004028
bos_taurus ENSBTAG00000013281
bison_bison_bison ENSBBBG00000020531
capra_hircus ENSCHIG00000024826
ovis_aries ENSOARG00000011979
sus_scrofa ENSSSCG00000003476
tursiops_truncatus ENSTTRG00000006223
vicugna_pacos ENSVPAG00000008704
sorex_araneus ENSSARG00000002089
neovison_vison ENSNVIG00000012366
mustela_putorius_furo ENSMPUG00000016279
ailuropoda_melanoleuca ENSAMEG00000000400
canis_lupus_familiaris ENSCAFG00000015900
canis_lupus_dingo ENSCAFG00020004975
vulpes_vulpes ENSVVUG00000028972
panthera_pardus ENSPPRG00000024236
panthera_tigris_altaica ENSPTIG00000018766
felis_catus ENSFCAG00000030681
equus_caballus ENSECAG00000014717
equus_asinus_asinus ENSEASG00005015859
myotis_lucifugus ENSMLUG00000000027
cavia_aperea ENSCAPG00000012370
chinchilla_lanigera ENSCLAG00000002566
urocitellus_parryii ENSUPAG00010017913
spermophilus_dauricus ENSSDAG00000014880
mus_musculus ENSMUSG00000045004
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027713
mus_spicilegus ENSMSIG00000013864
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026733
mus_pahari MGP_PahariEiJ_G0029064
rattus_norvegicus ENSRNOG00000009058
meriones_unguiculatus ENSMUGG00000014828
cricetulus_griseus_crigri-picr ENSCGRG00015000890
cricetulus_griseus_chok1gshd ENSCGRG00001017732
cricetulus_griseus_crigri ENSCGRG00000010924
peromyscus_maniculatus_bairdii ENSPEMG00000023490
jaculus_jaculus ENSJJAG00000021513
castor_canadensis ENSCCNG00000030707
ochotona_princeps ENSOPRG00000002807
oryctolagus_cuniculus ENSOCUG00000003478
pongo_abelii ENSPPYG00000001820
pongo_abelii ENSPPYG00000010631
pan_troglodytes ENSPTRG00000000227
pan_paniscus ENSPPAG00000042609
homo_sapiens ENSG00000187144
nomascus_leucogenys ENSNLEG00000007832
mandrillus_leucophaeus ENSMLEG00000040324
cercocebus_atys ENSCATG00000014182
macaca_fascicularis ENSMFAG00000035419
macaca_mulatta ENSMMUG00000015898
macaca_nemestrina ENSMNEG00000041142
papio_anubis ENSPANG00000014640
theropithecus_gelada ENSTGEG00000023731
chlorocebus_sabaeus ENSCSAG00000000854
colobus_angolensis_palliatus ENSCANG00000039222
piliocolobus_tephrosceles ENSPTEG00000034511
rhinopithecus_bieti ENSRBIG00000028198
cebus_capucinus ENSCCAG00000019463
saimiri_boliviensis_boliviensis ENSSBOG00000000053
callithrix_jacchus ENSCJAG00000008196
carlito_syrichta ENSTSYG00000026152
propithecus_coquereli ENSPCOG00000016601
prolemur_simus ENSPSMG00000006739
microcebus_murinus ENSMICG00000006459
otolemur_garnettii ENSOGAG00000005099
tupaia_belangeri ENSTBEG00000011708
dasypus_novemcinctus ENSDNOG00000011619
loxodonta_africana ENSLAFG00000026926
procavia_capensis ENSPCAG00000000890
echinops_telfairi ENSETEG00000004780
felis_catus ENSFCAG00000044602
panthera_tigris_altaica ENSPTIG00000018563
ursus_maritimus ENSUMAG00000021447
ursus_americanus ENSUAMG00000023672
equus_asinus_asinus ENSEASG00005015858
nomascus_leucogenys ENSNLEG00000034514
gorilla_gorilla ENSGGOG00000040691
rhinopithecus_roxellana ENSRROG00000038230
bison_bison_bison ENSBBBG00000020537
monodelphis_domestica ENSMODG00000028186
sarcophilus_harrisii ENSSHAG00000008951
