chrysemys_picta_bellii ENSCPBG00000008987
chelonoidis_abingdonii ENSCABG00000010482
numida_meleagris ENSNMEG00000007236
calidris_pygmaea ENSCPGG00000001137
calidris_pugnax ENSCPUG00000011597
anas_platyrhynchos_platyrhynchos ENSAPLG00000018358
anser_brachyrhynchus ENSABRG00000008778
manacus_vitellinus ENSMVIG00005011329
serinus_canaria ENSSCAG00000006692
coturnix_japonica ENSCJPG00005015273
melopsittacus_undulatus ENSMUNG00000003680
apteryx_haastii ENSAHAG00000007126
apteryx_owenii ENSAOWG00000010824
apteryx_rowi ENSARWG00000004735
crocodylus_porosus ENSCPRG00005008056
pogona_vitticeps ENSPVIG00000020595
paramormyrops_kingsleyae ENSPKIG00000013018
