tetraodon_nigroviridis ENSTNIG00000004381
takifugu_rubripes ENSTRUG00000022529
mola_mola ENSMMOG00000014551
labrus_bergylta ENSLBEG00000019957
hippocampus_comes ENSHCOG00000007215
fundulus_heteroclitus ENSFHEG00000008879
cyprinodon_variegatus ENSCVAG00000000088
poecilia_formosa ENSPFOG00000002388
poecilia_latipinna ENSPLAG00000018323
poecilia_mexicana ENSPMEG00000000880
xiphophorus_maculatus ENSXMAG00000026922
xiphophorus_couchianus ENSXCOG00000019520
poecilia_reticulata ENSPREG00000002261
kryptolebias_marmoratus ENSKMAG00000013259
oryzias_latipes_asm223469v1 ENSORLG00015016614
oryzias_latipes ENSORLG00000002034
oryzias_latipes ENSORLG00020009294
oryzias_melastigma ENSOMEG00000008454
scophthalmus_maximus ENSSMAG00000020256
cynoglossus_semilaevis ENSCSEG00000011318
amphiprion_ocellaris ENSAOCG00000017367
amphiprion_percula ENSAPEG00000001040
acanthochromis_polyacanthus ENSAPOG00000008234
stegastes_partitus ENSSPAG00000005237
mastacembelus_armatus ENSMAMG00000002916
monopterus_albus ENSMALG00000010505
anabas_testudineus ENSATEG00000007740
seriola_lalandi_dorsalis ENSSLDG00000024369
seriola_dumerili ENSSDUG00000019963
astatotilapia_calliptera ENSACLG00000006990
maylandia_zebra ENSMZEG00005026421
haplochromis_burtoni ENSHBUG00000001657
neolamprologus_brichardi ENSNBRG00000018621
amphilophus_citrinellus ENSACIG00000016705
periophthalmus_magnuspinnatus ENSPMGG00000019702
esox_lucius ENSELUG00000005939
pygocentrus_nattereri ENSPNAG00000001953
astyanax_mexicanus ENSAMXG00000035594
ictalurus_punctatus ENSIPUG00000016397
danio_rerio ENSDARG00000062208
scleropages_formosus ENSSFOG00015016906
paramormyrops_kingsleyae ENSPKIG00000011821
lepisosteus_oculatus ENSLOCG00000000716
astatotilapia_calliptera ENSACLG00000021582
haplochromis_burtoni ENSHBUG00000011337
neolamprologus_brichardi ENSNBRG00000009724
gasterosteus_aculeatus ENSGACG00000005836
monopterus_albus ENSMALG00000004305
cynoglossus_semilaevis ENSCSEG00000011355
xenopus_tropicalis ENSXETG00000005163
latimeria_chalumnae ENSLACG00000000748
