ciona_intestinalis ENSCING00000014215
ciona_savignyi ENSCSAVG00000003424
notamacropus_eugenii ENSMEUG00000003046
sarcophilus_harrisii ENSSHAG00000007088
monodelphis_domestica ENSMODG00000027497
equus_asinus_asinus ENSEASG00005003922
pteropus_vampyrus ENSPVAG00000005617
ailuropoda_melanoleuca ENSAMEG00000007827
mustela_putorius_furo ENSMPUG00000005466
erinaceus_europaeus ENSEEUG00000004410
carlito_syrichta ENSTSYG00000026355
loxodonta_africana ENSLAFG00000000881
ochotona_princeps ENSOPRG00000016427
