paramormyrops_kingsleyae ENSPKIG00000005524
scleropages_formosus ENSSFOG00015013931
seriola_dumerili ENSSDUG00000000872
seriola_lalandi_dorsalis ENSSLDG00000003015
hippocampus_comes ENSHCOG00000018056
mastacembelus_armatus ENSMAMG00000008617
monopterus_albus ENSMALG00000009465
amphiprion_ocellaris ENSAOCG00000022501
amphiprion_percula ENSAPEG00000023143
acanthochromis_polyacanthus ENSAPOG00000005329
stegastes_partitus ENSSPAG00000015309
oryzias_melastigma ENSOMEG00000017861
oryzias_latipes_asm223469v1 ENSORLG00015003257
mola_mola ENSMMOG00000019193
takifugu_rubripes ENSTRUG00000025593
xiphophorus_couchianus ENSXCOG00000014697
xiphophorus_maculatus ENSXMAG00000007389
gambusia_affinis ENSGAFG00000009696
poecilia_formosa ENSPFOG00000016913
poecilia_mexicana ENSPMEG00000022415
poecilia_latipinna ENSPLAG00000001161
poecilia_reticulata ENSPREG00000018980
fundulus_heteroclitus ENSFHEG00000020576
cyprinodon_variegatus ENSCVAG00000008645
kryptolebias_marmoratus ENSKMAG00000013361
labrus_bergylta ENSLBEG00000021379
gasterosteus_aculeatus ENSGACG00000001538
pundamilia_nyererei ENSPNYG00000016278
astatotilapia_calliptera ENSACLG00000000047
maylandia_zebra ENSMZEG00005013034
haplochromis_burtoni ENSHBUG00000001211
neolamprologus_brichardi ENSNBRG00000011489
oreochromis_niloticus ENSONIG00000007904
amphilophus_citrinellus ENSACIG00000018653
scophthalmus_maximus ENSSMAG00000016795
cynoglossus_semilaevis ENSCSEG00000015511
anabas_testudineus ENSATEG00000005743
periophthalmus_magnuspinnatus ENSPMGG00000001016
gadus_morhua ENSGMOG00000009928
esox_lucius ENSELUG00000014279
pygocentrus_nattereri ENSPNAG00000027761
astyanax_mexicanus ENSAMXG00000038793
danio_rerio ENSDARG00000018319
pygocentrus_nattereri ENSPNAG00000012659
astyanax_mexicanus ENSAMXG00000040993
ictalurus_punctatus ENSIPUG00000001542
danio_rerio ENSDARG00000019223
scleropages_formosus ENSSFOG00015009954
lepisosteus_oculatus ENSLOCG00000011090
taeniopygia_guttata ENSTGUG00000010800
lonchura_striata_domestica ENSLSDG00000017496
zonotrichia_albicollis ENSZALG00000017287
junco_hyemalis ENSJHYG00000017971
parus_major ENSPMJG00000001018
ficedula_albicollis ENSFALG00000004218
manacus_vitellinus ENSMVIG00005014838
lepidothrix_coronata ENSLCOG00000015157
calidris_pygmaea ENSCPGG00000002694
calidris_pugnax ENSCPUG00000007052
melopsittacus_undulatus ENSMUNG00000004061
anser_brachyrhynchus ENSABRG00000006588
anas_platyrhynchos_platyrhynchos ENSAPLG00000020382
meleagris_gallopavo ENSMGAG00000014873
coturnix_japonica ENSCJPG00005015973
gallus_gallus ENSGALG00000016855
numida_meleagris ENSNMEG00000018639
dromaius_novaehollandiae ENSDNVG00000010727
nothoprocta_perdicaria ENSNPEG00000011334
apteryx_haastii ENSAHAG00000011668
apteryx_owenii ENSAOWG00000007609
apteryx_rowi ENSARWG00000018192
chelonoidis_abingdonii ENSCABG00000008623
gopherus_agassizii ENSGAGG00000014590
chrysemys_picta_bellii ENSCPBG00000023295
crocodylus_porosus ENSCPRG00005016711
anolis_carolinensis ENSACAG00000002592
notechis_scutatus ENSNSUG00000006852
salvator_merianae ENSSMRG00000000204
oryctolagus_cuniculus ENSOCUG00000007585
ochotona_princeps ENSOPRG00000016814
mus_musculus ENSMUSG00000040459
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031915
mus_spicilegus ENSMSIG00000010263
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030807
mus_pahari MGP_PahariEiJ_G0021268
rattus_norvegicus ENSRNOG00000024142
meriones_unguiculatus ENSMUGG00000025835
cricetulus_griseus_chok1gshd ENSCGRG00001015195
cricetulus_griseus_crigri-picr ENSCGRG00015024997
mesocricetus_auratus ENSMAUG00000019736
microtus_ochrogaster ENSMOCG00000011203
nannospalax_galili ENSNGAG00000008868
jaculus_jaculus ENSJJAG00000006757
chinchilla_lanigera ENSCLAG00000003538
