drosophila_melanogaster FBgn0027568
caenorhabditis_elegans_strain_n2 WBGene00013606
periophthalmus_magnuspinnatus ENSPMGG00000016436
periophthalmus_magnuspinnatus ENSPMGG00000016434
tetraodon_nigroviridis ENSTNIG00000006486
kryptolebias_marmoratus ENSKMAG00000016447
amphiprion_ocellaris ENSAOCG00000000892
amphiprion_ocellaris ENSAOCG00000000921
xiphophorus_couchianus ENSXCOG00000012931
oryzias_latipes ENSORLG00000017477
haplochromis_burtoni ENSHBUG00000003749
haplochromis_burtoni ENSHBUG00000003706
fundulus_heteroclitus ENSFHEG00000013777
pundamilia_nyererei ENSPNYG00000011528
pundamilia_nyererei ENSPNYG00000011508
mola_mola ENSMMOG00000006058
gasterosteus_aculeatus ENSGACG00000000706
takifugu_rubripes ENSTRUG00000005935
hippocampus_comes ENSHCOG00000005985
maylandia_zebra ENSMZEG00005019330
astatotilapia_calliptera ENSACLG00000011413
neolamprologus_brichardi ENSNBRG00000014291
oreochromis_niloticus ENSONIG00000018030
amphilophus_citrinellus ENSACIG00000014633
amphilophus_citrinellus ENSACIG00000014583
poecilia_latipinna ENSPLAG00000007139
amphiprion_percula ENSAPEG00000023575
amphiprion_ocellaris ENSAOCG00000011658
acanthochromis_polyacanthus ENSAPOG00000008423
stegastes_partitus ENSSPAG00000021475
labrus_bergylta ENSLBEG00000004003
mastacembelus_armatus ENSMAMG00000018950
monopterus_albus ENSMALG00000000640
anabas_testudineus ENSATEG00000023408
scophthalmus_maximus ENSSMAG00000009292
cynoglossus_semilaevis ENSCSEG00000004187
seriola_dumerili ENSSDUG00000014913
seriola_lalandi_dorsalis ENSSLDG00000016941
poecilia_formosa ENSPFOG00000012760
poecilia_mexicana ENSPMEG00000022310
poecilia_latipinna ENSPLAG00000005471
poecilia_reticulata ENSPREG00000005384
gambusia_affinis ENSGAFG00000000976
xiphophorus_maculatus ENSXMAG00000006499
cyprinodon_variegatus ENSCVAG00000020638
fundulus_heteroclitus ENSFHEG00000013829
oryzias_latipes_asm223469v1 ENSORLG00015003506
oryzias_latipes ENSORLG00020004172
oryzias_melastigma ENSOMEG00000022335
gadus_morhua ENSGMOG00000000250
esox_lucius ENSELUG00000013248
pygocentrus_nattereri ENSPNAG00000027682
astyanax_mexicanus ENSAMXG00000019758
ictalurus_punctatus ENSIPUG00000015864
danio_rerio ENSDARG00000017841
paramormyrops_kingsleyae ENSPKIG00000022239
scleropages_formosus ENSSFOG00015016615
lepisosteus_oculatus ENSLOCG00000016171
notamacropus_eugenii ENSMEUG00000007162
phascolarctos_cinereus ENSPCIG00000028933
sarcophilus_harrisii ENSSHAG00000001811
monodelphis_domestica ENSMODG00000008937
loxodonta_africana ENSLAFG00000023180
procavia_capensis ENSPCAG00000005163
echinops_telfairi ENSETEG00000000451
dasypus_novemcinctus ENSDNOG00000003288
choloepus_hoffmanni ENSCHOG00000013901
pteropus_vampyrus ENSPVAG00000013753
myotis_lucifugus ENSMLUG00000009166
sorex_araneus ENSSARG00000005736
ursus_maritimus ENSUMAG00000020672
ursus_americanus ENSUAMG00000015614
ailuropoda_melanoleuca ENSAMEG00000008737
mustela_putorius_furo ENSMPUG00000017514
neovison_vison ENSNVIG00000009965
ursus_americanus ENSUAMG00000008173
canis_lupus_dingo ENSCAFG00020017066
canis_lupus_familiaris ENSCAFG00000000397
vulpes_vulpes ENSVVUG00000019298
vulpes_vulpes ENSVVUG00000010358
panthera_pardus ENSPPRG00000009344
panthera_tigris_altaica ENSPTIG00000012929
felis_catus ENSFCAG00000023558
vicugna_pacos ENSVPAG00000006353
sus_scrofa ENSSSCG00000028869
bos_taurus ENSBTAG00000009939
bos_mutus ENSBMUG00000004046
bison_bison_bison ENSBBBG00000001779
ovis_aries ENSOARG00000002131
capra_hircus ENSCHIG00000010659
tursiops_truncatus ENSTTRG00000005646
equus_asinus_asinus ENSEASG00005007987
equus_caballus ENSECAG00000013404
castor_canadensis ENSCCNG00000029126
dipodomys_ordii ENSDORG00000024856
mus_spicilegus ENSMSIG00000019529
mus_musculus ENSMUSG00000020114
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016668
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015844
mus_pahari MGP_PahariEiJ_G0031243
rattus_norvegicus ENSRNOG00000007834
meriones_unguiculatus ENSMUGG00000015771
microtus_ochrogaster ENSMOCG00000005660
peromyscus_maniculatus_bairdii ENSPEMG00000017915
cricetulus_griseus_chok1gshd ENSCGRG00001015650
cricetulus_griseus_crigri-picr ENSCGRG00015004349
cricetulus_griseus_crigri ENSCGRG00000012427
mesocricetus_auratus ENSMAUG00000006690
nannospalax_galili ENSNGAG00000019297
jaculus_jaculus ENSJJAG00000018341
spermophilus_dauricus ENSSDAG00000003848
urocitellus_parryii ENSUPAG00010023313
ictidomys_tridecemlineatus ENSSTOG00000006549
marmota_marmota_marmota ENSMMMG00000006359
heterocephalus_glaber_male ENSHGLG00100012346
heterocephalus_glaber_female ENSHGLG00000011243
fukomys_damarensis ENSFDAG00000007423
cavia_porcellus ENSCPOG00000001791
cavia_aperea ENSCAPG00000010703
octodon_degus ENSODEG00000006531
chinchilla_lanigera ENSCLAG00000015035
oryctolagus_cuniculus ENSOCUG00000005019
ochotona_princeps ENSOPRG00000017302
tupaia_belangeri ENSTBEG00000003797
pan_troglodytes ENSPTRG00000005190
pan_paniscus ENSPPAG00000033470
homo_sapiens ENSG00000111530
gorilla_gorilla ENSGGOG00000000872
pongo_abelii ENSPPYG00000004744
nomascus_leucogenys ENSNLEG00000003387
piliocolobus_tephrosceles ENSPTEG00000032219
colobus_angolensis_palliatus ENSCANG00000039306
rhinopithecus_bieti ENSRBIG00000043293
rhinopithecus_roxellana ENSRROG00000029096
cercocebus_atys ENSCATG00000019647
papio_anubis ENSPANG00000012910
theropithecus_gelada ENSTGEG00000021713
mandrillus_leucophaeus ENSMLEG00000043055
macaca_nemestrina ENSMNEG00000044036
macaca_fascicularis ENSMFAG00000044406
macaca_mulatta ENSMMUG00000008300
chlorocebus_sabaeus ENSCSAG00000004354
cebus_capucinus ENSCCAG00000024261
saimiri_boliviensis_boliviensis ENSSBOG00000017351
callithrix_jacchus ENSCJAG00000007105
aotus_nancymaae ENSANAG00000025362
carlito_syrichta ENSTSYG00000009533
microcebus_murinus ENSMICG00000004211
propithecus_coquereli ENSPCOG00000015713
prolemur_simus ENSPSMG00000002383
prolemur_simus ENSPSMG00000001937
prolemur_simus ENSPSMG00000001925
otolemur_garnettii ENSOGAG00000024495
ornithorhynchus_anatinus ENSOANG00000005930
taeniopygia_guttata ENSTGUG00000006691
taeniopygia_guttata ENSTGUG00000015952
lonchura_striata_domestica ENSLSDG00000016161
serinus_canaria ENSSCAG00000002832
zonotrichia_albicollis ENSZALG00000009807
junco_hyemalis ENSJHYG00000007617
parus_major ENSPMJG00000012608
cyanistes_caeruleus ENSCCEG00000009946
ficedula_albicollis ENSFALG00000010066
manacus_vitellinus ENSMVIG00005004723
lepidothrix_coronata ENSLCOG00000014401
melopsittacus_undulatus ENSMUNG00000007865
calidris_pugnax ENSCPUG00000004632
calidris_pygmaea ENSCPGG00000016537
gallus_gallus ENSGALG00000033879
coturnix_japonica ENSCJPG00005015816
meleagris_gallopavo ENSMGAG00000010381
