tetraodon_nigroviridis ENSTNIG00000014656
takifugu_rubripes ENSTRUG00000010114
mola_mola ENSMMOG00000021754
gasterosteus_aculeatus ENSGACG00000001094
cynoglossus_semilaevis ENSCSEG00000002022
mastacembelus_armatus ENSMAMG00000023886
monopterus_albus ENSMALG00000018566
anabas_testudineus ENSATEG00000007305
seriola_dumerili ENSSDUG00000008658
seriola_lalandi_dorsalis ENSSLDG00000023144
scophthalmus_maximus ENSSMAG00000000221
labrus_bergylta ENSLBEG00000021594
amphiprion_ocellaris ENSAOCG00000007725
amphiprion_percula ENSAPEG00000014068
acanthochromis_polyacanthus ENSAPOG00000011907
stegastes_partitus ENSSPAG00000012917
haplochromis_burtoni ENSHBUG00000023736
maylandia_zebra ENSMZEG00005011341
pundamilia_nyererei ENSPNYG00000008557
astatotilapia_calliptera ENSACLG00000021748
neolamprologus_brichardi ENSNBRG00000006038
oreochromis_niloticus ENSONIG00000018915
amphilophus_citrinellus ENSACIG00000019193
xiphophorus_maculatus ENSXMAG00000016601
gambusia_affinis ENSGAFG00000021581
poecilia_formosa ENSPFOG00000018185
poecilia_latipinna ENSPLAG00000016414
poecilia_mexicana ENSPMEG00000002548
poecilia_reticulata ENSPREG00000004880
cyprinodon_variegatus ENSCVAG00000022817
fundulus_heteroclitus ENSFHEG00000004846
kryptolebias_marmoratus ENSKMAG00000021627
oryzias_latipes_asm223469v1 ENSORLG00015005134
oryzias_latipes ENSORLG00000018296
oryzias_latipes ENSORLG00020009111
oryzias_melastigma ENSOMEG00000015497
hippocampus_comes ENSHCOG00000005795
gadus_morhua ENSGMOG00000008122
esox_lucius ENSELUG00000013432
gasterosteus_aculeatus ENSGACG00000005036
labrus_bergylta ENSLBEG00000017865
amphiprion_ocellaris ENSAOCG00000015379
amphiprion_percula ENSAPEG00000009044
acanthochromis_polyacanthus ENSAPOG00000022305
stegastes_partitus ENSSPAG00000007863
pygocentrus_nattereri ENSPNAG00000016759
astyanax_mexicanus ENSAMXG00000008660
ictalurus_punctatus ENSIPUG00000018063
scleropages_formosus ENSSFOG00015016039
paramormyrops_kingsleyae ENSPKIG00000002213
lepisosteus_oculatus ENSLOCG00000007636
notamacropus_eugenii ENSMEUG00000001634
notamacropus_eugenii ENSMEUG00000013215
phascolarctos_cinereus ENSPCIG00000007739
sarcophilus_harrisii ENSSHAG00000009157
monodelphis_domestica ENSMODG00000006603
loxodonta_africana ENSLAFG00000027561
echinops_telfairi ENSETEG00000000244
dasypus_novemcinctus ENSDNOG00000016880
mus_spicilegus ENSMSIG00000014873
mus_musculus ENSMUSG00000029036
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027894
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026900
mus_pahari MGP_PahariEiJ_G0029248
rattus_norvegicus ENSRNOG00000018118
meriones_unguiculatus ENSMUGG00000003113
peromyscus_maniculatus_bairdii ENSPEMG00000002430
microtus_ochrogaster ENSMOCG00000021547
cricetulus_griseus_crigri ENSCGRG00000012759
cricetulus_griseus_crigri-picr ENSCGRG00015014900
cricetulus_griseus_chok1gshd ENSCGRG00001014856
nannospalax_galili ENSNGAG00000002587
jaculus_jaculus ENSJJAG00000018589
castor_canadensis ENSCCNG00000010835
tupaia_belangeri ENSTBEG00000009050
erinaceus_europaeus ENSEEUG00000003702
chinchilla_lanigera ENSCLAG00000005088
octodon_degus ENSODEG00000009657
cavia_porcellus ENSCPOG00000025060
cavia_aperea ENSCAPG00000014323
heterocephalus_glaber_female ENSHGLG00000017393
heterocephalus_glaber_male ENSHGLG00100011125
fukomys_damarensis ENSFDAG00000004860
urocitellus_parryii ENSUPAG00010016454
spermophilus_dauricus ENSSDAG00000003411
ictidomys_tridecemlineatus ENSSTOG00000022939
marmota_marmota_marmota ENSMMMG00000020062
