gasterosteus_aculeatus ENSGACG00000001575
tetraodon_nigroviridis ENSTNIG00000002438
hippocampus_comes ENSHCOG00000014262
cynoglossus_semilaevis ENSCSEG00000014504
xiphophorus_maculatus ENSXMAG00000012197
gambusia_affinis ENSGAFG00000018303
poecilia_formosa ENSPFOG00000014574
cyprinodon_variegatus ENSCVAG00000018913
oryzias_latipes ENSORLG00000025754
oryzias_latipes ENSORLG00020022257
astatotilapia_calliptera ENSACLG00000013346
haplochromis_burtoni ENSHBUG00000009487
pundamilia_nyererei ENSPNYG00000019263
oreochromis_niloticus ENSONIG00000021253
amphiprion_percula ENSAPEG00000023123
mastacembelus_armatus ENSMAMG00000010212
monopterus_albus ENSMALG00000020264
anabas_testudineus ENSATEG00000008514
amphilophus_citrinellus ENSACIG00000015302
amphiprion_ocellaris ENSAOCG00000010095
takifugu_rubripes ENSTRUG00000021154
labrus_bergylta ENSLBEG00000021249
anabas_testudineus ENSATEG00000008520
tetraodon_nigroviridis ENSTNIG00000019797
gadus_morhua ENSGMOG00000015679
esox_lucius ENSELUG00000000768
danio_rerio ENSDARG00000078966
ictalurus_punctatus ENSIPUG00000008345
paramormyrops_kingsleyae ENSPKIG00000010201
scleropages_formosus ENSSFOG00015008202
phascolarctos_cinereus ENSPCIG00000023151
monodelphis_domestica ENSMODG00000011903
sarcophilus_harrisii ENSSHAG00000010976
notamacropus_eugenii ENSMEUG00000006207
dasypus_novemcinctus ENSDNOG00000036695
echinops_telfairi ENSETEG00000008333
oryctolagus_cuniculus ENSOCUG00000010322
bos_taurus ENSBTAG00000047757
bos_taurus ENSBTAG00000001900
bison_bison_bison ENSBBBG00000001084
bos_taurus ENSBTAG00000006500
ovis_aries ENSOARG00000007757
capra_hircus ENSCHIG00000016926
tursiops_truncatus ENSTTRG00000001431
sus_scrofa ENSSSCG00000011420
pteropus_vampyrus ENSPVAG00000003221
ursus_americanus ENSUAMG00000021680
ursus_maritimus ENSUMAG00000021789
ailuropoda_melanoleuca ENSAMEG00000009353
mustela_putorius_furo ENSMPUG00000019339
neovison_vison ENSNVIG00000001326
canis_lupus_familiaris ENSCAFG00000010266
vulpes_vulpes ENSVVUG00000026881
panthera_tigris_altaica ENSPTIG00000011635
equus_caballus ENSECAG00000011809
equus_asinus_asinus ENSEASG00005012861
capra_hircus ENSCHIG00000014853
sorex_araneus ENSSARG00000012755
piliocolobus_tephrosceles ENSPTEG00000039167
colobus_angolensis_palliatus ENSCANG00000032910
rhinopithecus_roxellana ENSRROG00000017232
rhinopithecus_bieti ENSRBIG00000037220
macaca_fascicularis ENSMFAG00000029773
macaca_nemestrina ENSMNEG00000042238
theropithecus_gelada ENSTGEG00000003467
papio_anubis ENSPANG00000016370
mandrillus_leucophaeus ENSMLEG00000029304
cercocebus_atys ENSCATG00000042337
chlorocebus_sabaeus ENSCSAG00000018788
gorilla_gorilla ENSGGOG00000001037
homo_sapiens ENSG00000259956
pan_troglodytes ENSPTRG00000050387
pan_paniscus ENSPPAG00000040145
nomascus_leucogenys ENSNLEG00000018541
