junco_hyemalis ENSJHYG00000007552
ficedula_albicollis ENSFALG00000003346
serinus_canaria ENSSCAG00000003577
lonchura_striata_domestica ENSLSDG00000016356
lepidothrix_coronata ENSLCOG00000006756
calidris_pugnax ENSCPUG00000011918
calidris_pygmaea ENSCPGG00000000824
anser_brachyrhynchus ENSABRG00000018240
anas_platyrhynchos_platyrhynchos ENSAPLG00000004146
melopsittacus_undulatus ENSMUNG00000016766
apteryx_owenii ENSAOWG00000018027
dromaius_novaehollandiae ENSDNVG00000014331
anolis_carolinensis ENSACAG00000000836
pogona_vitticeps ENSPVIG00000018201
notechis_scutatus ENSNSUG00000001581
salvator_merianae ENSSMRG00000022024
sphenodon_punctatus ENSSPUG00000000452
chelonoidis_abingdonii ENSCABG00000013181
gopherus_agassizii ENSGAGG00000007922
chrysemys_picta_bellii ENSCPBG00000006129
pelodiscus_sinensis ENSPSIG00000002854
phascolarctos_cinereus ENSPCIG00000004718
sarcophilus_harrisii ENSSHAG00000014035
monodelphis_domestica ENSMODG00000008918
ovis_aries ENSOARG00000003044
capra_hircus ENSCHIG00000011712
bos_taurus ENSBTAG00000046332
bos_mutus ENSBMUG00000011942
myotis_lucifugus ENSMLUG00000012712
erinaceus_europaeus ENSEEUG00000013156
ursus_americanus ENSUAMG00000015031
ursus_maritimus ENSUMAG00000004677
ailuropoda_melanoleuca ENSAMEG00000009131
neovison_vison ENSNVIG00000023437
mustela_putorius_furo ENSMPUG00000012377
panthera_pardus ENSPPRG00000012717
felis_catus ENSFCAG00000030433
sus_scrofa ENSSSCG00000010190
equus_caballus ENSECAG00000000207
equus_asinus_asinus ENSEASG00005010779
propithecus_coquereli ENSPCOG00000022008
microcebus_murinus ENSMICG00000007460
otolemur_garnettii ENSOGAG00000016005
canis_lupus_dingo ENSCAFG00020027254
vulpes_vulpes ENSVVUG00000006661
pteropus_vampyrus ENSPVAG00000012555
dasypus_novemcinctus ENSDNOG00000030939
pan_paniscus ENSPPAG00000033916
pan_troglodytes ENSPTRG00000002086
homo_sapiens ENSG00000143632
gorilla_gorilla ENSGGOG00000011599
pongo_abelii ENSPPYG00000000127
nomascus_leucogenys ENSNLEG00000014347
theropithecus_gelada ENSTGEG00000010273
chlorocebus_sabaeus ENSCSAG00000010625
macaca_fascicularis ENSMFAG00000002280
macaca_mulatta ENSMMUG00000022086
macaca_nemestrina ENSMNEG00000003684
cercocebus_atys ENSCATG00000029628
mandrillus_leucophaeus ENSMLEG00000041154
papio_anubis ENSPANG00000005524
piliocolobus_tephrosceles ENSPTEG00000033478
colobus_angolensis_palliatus ENSCANG00000033017
rhinopithecus_bieti ENSRBIG00000037124
rhinopithecus_roxellana ENSRROG00000032702
callithrix_jacchus ENSCJAG00000011114
cebus_capucinus ENSCCAG00000035682
aotus_nancymaae ENSANAG00000033052
jaculus_jaculus ENSJJAG00000019369
meriones_unguiculatus ENSMUGG00000000711
heterocephalus_glaber_female ENSHGLG00000006223
heterocephalus_glaber_male ENSHGLG00100002261
fukomys_damarensis ENSFDAG00000018383
cavia_porcellus ENSCPOG00000032187
cavia_aperea ENSCAPG00000013437
octodon_degus ENSODEG00000007499
chinchilla_lanigera ENSCLAG00000003307
castor_canadensis ENSCCNG00000030664
cricetulus_griseus_chok1gshd ENSCGRG00001016859
cricetulus_griseus_crigri ENSCGRG00000016746
cricetulus_griseus_crigri-picr ENSCGRG00015009684
mesocricetus_auratus ENSMAUG00000020428
microtus_ochrogaster ENSMOCG00000019079
peromyscus_maniculatus_bairdii ENSPEMG00000019882
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032816
mus_spicilegus ENSMSIG00000009031
mus_musculus ENSMUSG00000031972
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031698
mus_pahari MGP_PahariEiJ_G0023296
rattus_norvegicus ENSRNOG00000017786
nannospalax_galili ENSNGAG00000008844
ictidomys_tridecemlineatus ENSSTOG00000024222
urocitellus_parryii ENSUPAG00010000311
spermophilus_dauricus ENSSDAG00000011581
oryctolagus_cuniculus ENSOCUG00000007566
ochotona_princeps ENSOPRG00000002854
loxodonta_africana ENSLAFG00000006306
astyanax_mexicanus ENSAMXG00000003516
pygocentrus_nattereri ENSPNAG00000014989
ictalurus_punctatus ENSIPUG00000006203
danio_rerio ENSDARG00000036371
amphiprion_ocellaris ENSAOCG00000013885
amphiprion_ocellaris ENSAOCG00000010724
amphiprion_percula ENSAPEG00000005287
acanthochromis_polyacanthus ENSAPOG00000003963
stegastes_partitus ENSSPAG00000010902
oryzias_latipes ENSORLG00000000136
