parus_major ENSPMJG00000009561
cyanistes_caeruleus ENSCCEG00000024120
ficedula_albicollis ENSFALG00000001301
taeniopygia_guttata ENSTGUG00000003535
taeniopygia_guttata ENSTGUG00000003550
lonchura_striata_domestica ENSLSDG00000000317
serinus_canaria ENSSCAG00000006535
lepidothrix_coronata ENSLCOG00000006852
manacus_vitellinus ENSMVIG00005004455
junco_hyemalis ENSJHYG00000011882
zonotrichia_albicollis ENSZALG00000001306
melopsittacus_undulatus ENSMUNG00000015366
calidris_pygmaea ENSCPGG00000005385
calidris_pugnax ENSCPUG00000011489
meleagris_gallopavo ENSMGAG00000003587
coturnix_japonica ENSCJPG00005019932
gallus_gallus ENSGALG00000005074
numida_meleagris ENSNMEG00000006668
anser_brachyrhynchus ENSABRG00000000591
anas_platyrhynchos_platyrhynchos ENSAPLG00000001915
apteryx_rowi ENSARWG00000018546
apteryx_haastii ENSAHAG00000018481
apteryx_owenii ENSAOWG00000010874
dromaius_novaehollandiae ENSDNVG00000019100
nothoprocta_perdicaria ENSNPEG00000002515
crocodylus_porosus ENSCPRG00005000074
gopherus_agassizii ENSGAGG00000012650
chelonoidis_abingdonii ENSCABG00000001094
chrysemys_picta_bellii ENSCPBG00000025239
pelodiscus_sinensis ENSPSIG00000007416
sphenodon_punctatus ENSSPUG00000018130
pogona_vitticeps ENSPVIG00000002519
anolis_carolinensis ENSACAG00000015041
notechis_scutatus ENSNSUG00000011292
salvator_merianae ENSSMRG00000010437
phascolarctos_cinereus ENSPCIG00000026652
notamacropus_eugenii ENSMEUG00000009690
sarcophilus_harrisii ENSSHAG00000018524
monodelphis_domestica ENSMODG00000005688
bos_mutus ENSBMUG00000019254
bos_taurus ENSBTAG00000023851
bison_bison_bison ENSBBBG00000021144
capra_hircus ENSCHIG00000027017
tursiops_truncatus ENSTTRG00000016472
ursus_maritimus ENSUMAG00000022736
ailuropoda_melanoleuca ENSAMEG00000015204
mustela_putorius_furo ENSMPUG00000013517
neovison_vison ENSNVIG00000010779
canis_lupus_familiaris ENSCAFG00000020094
canis_lupus_dingo ENSCAFG00020015803
vulpes_vulpes ENSVVUG00000013364
panthera_tigris_altaica ENSPTIG00000007557
panthera_pardus ENSPPRG00000005255
felis_catus ENSFCAG00000001493
myotis_lucifugus ENSMLUG00000013558
pteropus_vampyrus ENSPVAG00000000969
cebus_capucinus ENSCCAG00000030993
