latimeria_chalumnae ENSLACG00000001616
xenopus_tropicalis ENSXETG00000013868
clupea_harengus ENSCHAG00000009370
denticeps_clupeoides ENSDCDG00000016226
astyanax_mexicanus ENSAMXG00000039124
astyanax_mexicanus ENSAMXG00005002878
pygocentrus_nattereri ENSPNAG00000011006
ictalurus_punctatus ENSIPUG00000003497
electrophorus_electricus ENSEEEG00000006351
danio_rerio ENSDARG00000078805
hucho_hucho ENSHHUG00000024214
esox_lucius ENSELUG00000013098
anabas_testudineus ENSATEG00000004959
betta_splendens ENSBSLG00000003394
monopterus_albus ENSMALG00000005817
seriola_lalandi ENSSLDG00000016022
seriola_dumerili ENSSDUG00000009603
lates_calcarifer ENSLCAG00010023726
scophthalmus_maximus ENSSMAG00000002491
cynoglossus_semilaevis ENSCSEG00000016947
hippocampus_comes ENSHCOG00000009155
amphiprion_ocellaris ENSAOCG00000006086
amphiprion_ocellaris ENSAOCG00000017996
amphiprion_percula ENSAPEG00000018086
acanthochromis_polyacanthus ENSAPOG00000007563
stegastes_partitus ENSSPAG00000013202
parambassis_ranga ENSPRNG00000026391
maylandia_zebra ENSMZEG00005007391
pundamilia_nyererei ENSPNYG00000006339
haplochromis_burtoni ENSHBUG00000023657
astatotilapia_calliptera ENSACLG00000025453
oreochromis_niloticus ENSONIG00000003364
neolamprologus_brichardi ENSNBRG00000017085
amphilophus_citrinellus ENSACIG00000000491
labrus_bergylta ENSLBEG00000009386
labrus_bergylta ENSLBEG00000008749
larimichthys_crocea ENSLCRG00005004025
cottoperca_gobio ENSCGOG00000004800
mastacembelus_armatus ENSMAMG00000023551
mola_mola ENSMMOG00000009997
takifugu_rubripes ENSTRUG00000021052
tetraodon_nigroviridis ENSTNIG00000001487
gasterosteus_aculeatus ENSGACG00000011070
poecilia_formosa ENSPFOG00000010820
poecilia_latipinna ENSPLAG00000019432
poecilia_mexicana ENSPMEG00000008025
poecilia_reticulata ENSPREG00000020478
xiphophorus_maculatus ENSXMAG00000029589
gambusia_affinis ENSGAFG00000007559
fundulus_heteroclitus ENSFHEG00000011590
cyprinodon_variegatus ENSCVAG00000012552
kryptolebias_marmoratus ENSKMAG00000020423
oryzias_latipes ENSORLG00000012579
oryzias_latipes ENSORLG00020002171
oryzias_latipes ENSORLG00015018697
oryzias_melastigma ENSOMEG00000023845
gouania_willdenowi ENSGWIG00000004752
periophthalmus_magnuspinnatus ENSPMGG00000009612
scleropages_formosus ENSSFOG00015001957
paramormyrops_kingsleyae ENSPKIG00000019180
lepisosteus_oculatus ENSLOCG00000001028
erpetoichthys_calabaricus ENSECRG00000008069
callorhinchus_milii ENSCMIG00000002233
pogona_vitticeps ENSPVIG00000010880
anolis_carolinensis ENSACAG00000008835
notechis_scutatus ENSNSUG00000000920
salvator_merianae ENSSMRG00000020362
sphenodon_punctatus ENSSPUG00000000608
chelonoidis_abingdonii ENSCABG00000017764
gopherus_agassizii ENSGAGG00000008195
chrysemys_picta ENSCPBG00000023410
pelodiscus_sinensis ENSPSIG00000002926
vombatus_ursinus ENSVURG00010001540
phascolarctos_cinereus ENSPCIG00000014340
monodelphis_domestica ENSMODG00000009541
bos_indicus ENSBIXG00000009818
bos_indicus ENSBIXG00005005984
bos_taurus ENSBTAG00000046875
