drosophila_melanogaster FBgn0066304
caenorhabditis_elegans WBGene00013373
mesocricetus_auratus ENSMAUG00000015820
meriones_unguiculatus ENSMUGG00000014597
ochotona_princeps ENSOPRG00000015185
carlito_syrichta ENSTSYG00000035016
dipodomys_ordii ENSDORG00000012512
octodon_degus ENSODEG00000020363
cavia_porcellus ENSCPOG00000005767
chinchilla_lanigera ENSCLAG00000001541
heterocephalus_glaber ENSHGLG00000018118
heterocephalus_glaber ENSHGLG00100007908
fukomys_damarensis ENSFDAG00000018839
castor_canadensis ENSCCNG00000015429
urocitellus_parryii ENSUPAG00010017628
ictidomys_tridecemlineatus ENSSTOG00000030883
marmota_marmota ENSMMMG00000012091
propithecus_coquereli ENSPCOG00000009302
propithecus_coquereli ENSPCOG00000018009
microcebus_murinus ENSMICG00000009398
prolemur_simus ENSPSMG00000006368
otolemur_garnettii ENSOGAG00000009340
piliocolobus_tephrosceles ENSPTEG00000023877
colobus_angolensis ENSCANG00000000652
rhinopithecus_bieti ENSRBIG00000002671
rhinopithecus_roxellana ENSRROG00000028543
mandrillus_leucophaeus ENSMLEG00000027597
cercocebus_atys ENSCATG00000010371
theropithecus_gelada ENSTGEG00000018394
macaca_nemestrina ENSMNEG00000037495
macaca_fascicularis ENSMFAG00000027783
macaca_mulatta ENSMMUG00000008581
papio_anubis ENSPANG00000006196
chlorocebus_sabaeus ENSCSAG00000017937
pan_troglodytes ENSPTRG00000019504
pan_troglodytes ENSPTRG00000047460
pan_paniscus ENSPPAG00000015339
homo_sapiens ENSG00000172336
gorilla_gorilla ENSGGOG00000016492
pongo_abelii ENSPPYG00000017426
nomascus_leucogenys ENSNLEG00000011939
cebus_capucinus ENSCCAG00000008898
saimiri_boliviensis ENSSBOG00000005173
callithrix_jacchus ENSCJAG00000015056
aotus_nancymaae ENSANAG00000019054
canis_lupus ENSCAFG00020013863
canis_lupus ENSCAFG00000014205
vulpes_vulpes ENSVVUG00000023472
mustela_putorius ENSMPUG00000019765
neovison_vison ENSNVIG00000001460
ursus_americanus ENSUAMG00000028076
ursus_maritimus ENSUMAG00000010895
panthera_tigris ENSPTIG00000005807
panthera_pardus ENSPPRG00000018408
felis_catus ENSFCAG00000006849
equus_caballus ENSECAG00000010383
equus_asinus ENSEASG00005016994
bos_taurus ENSBTAG00000026248
bos_mutus ENSBMUG00000018399
bison_bison ENSBBBG00000022794
capra_hircus ENSCHIG00000013484
tursiops_truncatus ENSTTRG00000011012
sus_scrofa ENSSSCG00000007672
myotis_lucifugus ENSMLUG00000010110
tupaia_belangeri ENSTBEG00000001849
loxodonta_africana ENSLAFG00000030032
procavia_capensis ENSPCAG00000010445
echinops_telfairi ENSETEG00000007941
dasypus_novemcinctus ENSDNOG00000031207
phascolarctos_cinereus ENSPCIG00000000517
sarcophilus_harrisii ENSSHAG00000001026
monodelphis_domestica ENSMODG00000023662
cricetulus_griseus ENSCGRG00000019940
cricetulus_griseus ENSCGRG00001010593
cricetulus_griseus ENSCGRG00015010130
microtus_ochrogaster ENSMOCG00000013694
peromyscus_maniculatus ENSPEMG00000011583
mus_musculus ENSMUSG00000029715
mus_spretus MGP_SPRETEiJ_G0028881
mus_spicilegus ENSMSIG00000008543
mus_caroli MGP_CAROLIEiJ_G0027876
mus_pahari MGP_PahariEiJ_G0024462
rattus_norvegicus ENSRNOG00000025310
nannospalax_galili ENSNGAG00000021630
jaculus_jaculus ENSJJAG00000003989
oryctolagus_cuniculus ENSOCUG00000007818
ornithorhynchus_anatinus ENSOANG00000001658
pogona_vitticeps ENSPVIG00000010763
notechis_scutatus ENSNSUG00000000807
salvator_merianae ENSSMRG00000002793
pelodiscus_sinensis ENSPSIG00000000415
latimeria_chalumnae ENSLACG00000010203
scophthalmus_maximus ENSSMAG00000015536
cynoglossus_semilaevis ENSCSEG00000013197
labrus_bergylta ENSLBEG00000003483
periophthalmus_magnuspinnatus ENSPMGG00000011142
anabas_testudineus ENSATEG00000017615
monopterus_albus ENSMALG00000011180
pundamilia_nyererei ENSPNYG00000000975
haplochromis_burtoni ENSHBUG00000011987
maylandia_zebra ENSMZEG00005005138
maylandia_zebra ENSMZEG00005022194
neolamprologus_brichardi ENSNBRG00000006286
amphilophus_citrinellus ENSACIG00000022071
oreochromis_niloticus ENSONIG00000020800
oreochromis_niloticus ENSONIG00000020798
astatotilapia_calliptera ENSACLG00000018898
kryptolebias_marmoratus ENSKMAG00000010696
amphiprion_ocellaris ENSAOCG00000021222
amphiprion_percula ENSAPEG00000018819
acanthochromis_polyacanthus ENSAPOG00000015722
stegastes_partitus ENSSPAG00000000652
gasterosteus_aculeatus ENSGACG00000019931
xiphophorus_maculatus ENSXMAG00000019746
xiphophorus_couchianus ENSXCOG00000012016
poecilia_formosa ENSPFOG00000019976
poecilia_latipinna ENSPLAG00000007700
poecilia_mexicana ENSPMEG00000010673
poecilia_reticulata ENSPREG00000015137
gambusia_affinis ENSGAFG00000017633
cyprinodon_variegatus ENSCVAG00000016728
fundulus_heteroclitus ENSFHEG00000012595
labrus_bergylta ENSLBEG00000008621
seriola_dumerili ENSSDUG00000022172
mastacembelus_armatus ENSMAMG00000007258
seriola_lalandi ENSSLDG00000019818
oryzias_latipes ENSORLG00015015310
oryzias_latipes ENSORLG00000003594
oryzias_latipes ENSORLG00020017530
oryzias_melastigma ENSOMEG00000003667
takifugu_rubripes ENSTRUG00000023845
takifugu_rubripes ENSTRUG00000024340
tetraodon_nigroviridis ENSTNIG00000001259
mola_mola ENSMMOG00000014095
hippocampus_comes ENSHCOG00000010137
esox_lucius ENSELUG00000023947
astyanax_mexicanus ENSAMXG00000025789
pygocentrus_nattereri ENSPNAG00000007206
ictalurus_punctatus ENSIPUG00000000411
danio_rerio ENSDARG00000036394
paramormyrops_kingsleyae ENSPKIG00000019869
scleropages_formosus ENSSFOG00015007957
lepisosteus_oculatus ENSLOCG00000017553
