caenorhabditis_elegans_strain_n2 WBGene00021074
drosophila_melanogaster FBgn0021874
pogona_vitticeps ENSPVIG00000009489
anolis_carolinensis ENSACAG00000000509
salvator_merianae ENSSMRG00000002242
sphenodon_punctatus ENSSPUG00000008129
apteryx_rowi ENSARWG00000012352
apteryx_haastii ENSAHAG00000004687
apteryx_owenii ENSAOWG00000009474
dromaius_novaehollandiae ENSDNVG00000002892
nothoprocta_perdicaria ENSNPEG00000010855
cyanistes_caeruleus ENSCCEG00000018460
parus_major ENSPMJG00000019792
ficedula_albicollis ENSFALG00000005892
taeniopygia_guttata ENSTGUG00000007088
lonchura_striata_domestica ENSLSDG00000009190
serinus_canaria ENSSCAG00000010489
junco_hyemalis ENSJHYG00000003069
zonotrichia_albicollis ENSZALG00000015100
lepidothrix_coronata ENSLCOG00000009319
manacus_vitellinus ENSMVIG00005014056
melopsittacus_undulatus ENSMUNG00000002290
calidris_pygmaea ENSCPGG00000007840
calidris_pugnax ENSCPUG00000019815
meleagris_gallopavo ENSMGAG00000006792
coturnix_japonica ENSCJPG00005016297
gallus_gallus ENSGALG00000004691
numida_meleagris ENSNMEG00000001767
anas_platyrhynchos_platyrhynchos ENSAPLG00000003941
crocodylus_porosus ENSCPRG00005012895
chelonoidis_abingdonii ENSCABG00000022465
gopherus_agassizii ENSGAGG00000011577
chrysemys_picta_bellii ENSCPBG00000015810
pelodiscus_sinensis ENSPSIG00000016820
notamacropus_eugenii ENSMEUG00000015745
phascolarctos_cinereus ENSPCIG00000007697
sarcophilus_harrisii ENSSHAG00000004045
monodelphis_domestica ENSMODG00000019137
ovis_aries ENSOARG00000007227
capra_hircus ENSCHIG00000012536
bos_mutus ENSBMUG00000013085
bos_taurus ENSBTAG00000019094
bison_bison_bison ENSBBBG00000003521
sus_scrofa ENSSSCG00000025796
tursiops_truncatus ENSTTRG00000015519
vicugna_pacos ENSVPAG00000012096
equus_asinus_asinus ENSEASG00005011199
equus_caballus ENSECAG00000011072
ursus_americanus ENSUAMG00000011127
ursus_maritimus ENSUMAG00000016727
ailuropoda_melanoleuca ENSAMEG00000014614
mustela_putorius_furo ENSMPUG00000014893
neovison_vison ENSNVIG00000020060
canis_lupus_familiaris ENSCAFG00000018289
vulpes_vulpes ENSVVUG00000020437
canis_lupus_dingo ENSCAFG00020014001
panthera_pardus ENSPPRG00000022096
panthera_tigris_altaica ENSPTIG00000018083
felis_catus ENSFCAG00000000253
erinaceus_europaeus ENSEEUG00000012241
sorex_araneus ENSSARG00000001259
pteropus_vampyrus ENSPVAG00000003920
myotis_lucifugus ENSMLUG00000012506
pan_troglodytes ENSPTRG00000009012
pan_paniscus ENSPPAG00000031789
homo_sapiens ENSG00000073536
gorilla_gorilla ENSGGOG00000000368
pongo_abelii ENSPPYG00000008180
nomascus_leucogenys ENSNLEG00000001898
theropithecus_gelada ENSTGEG00000015584
cercocebus_atys ENSCATG00000038372
mandrillus_leucophaeus ENSMLEG00000032806
papio_anubis ENSPANG00000022991
macaca_fascicularis ENSMFAG00000037776
macaca_nemestrina ENSMNEG00000032551
macaca_mulatta ENSMMUG00000000751
chlorocebus_sabaeus ENSCSAG00000006308
colobus_angolensis_palliatus ENSCANG00000036839
piliocolobus_tephrosceles ENSPTEG00000015379
rhinopithecus_roxellana ENSRROG00000039221
rhinopithecus_bieti ENSRBIG00000035053
cebus_capucinus ENSCCAG00000030907
saimiri_boliviensis_boliviensis ENSSBOG00000023552
aotus_nancymaae ENSANAG00000029916
callithrix_jacchus ENSCJAG00000014757
carlito_syrichta ENSTSYG00000005707
microcebus_murinus ENSMICG00000001256
propithecus_coquereli ENSPCOG00000016524
