tetraodon_nigroviridis ENSTNIG00000005456
takifugu_rubripes ENSTRUG00000003866
mola_mola ENSMMOG00000012557
anabas_testudineus ENSATEG00000005082
oryzias_latipes ENSORLG00000011625
oryzias_latipes ENSORLG00020013235
oryzias_latipes_asm223469v1 ENSORLG00015002801
oryzias_melastigma ENSOMEG00000017199
scophthalmus_maximus ENSSMAG00000009895
cynoglossus_semilaevis ENSCSEG00000013950
seriola_lalandi_dorsalis ENSSLDG00000006338
seriola_dumerili ENSSDUG00000016654
astatotilapia_calliptera ENSACLG00000007520
maylandia_zebra ENSMZEG00005009602
pundamilia_nyererei ENSPNYG00000016790
neolamprologus_brichardi ENSNBRG00000006255
oreochromis_niloticus ENSONIG00000019396
haplochromis_burtoni ENSHBUG00000021229
amphilophus_citrinellus ENSACIG00000007288
gasterosteus_aculeatus ENSGACG00000013012
poecilia_latipinna ENSPLAG00000018162
poecilia_formosa ENSPFOG00000006687
poecilia_mexicana ENSPMEG00000017047
poecilia_reticulata ENSPREG00000014084
gambusia_affinis ENSGAFG00000004939
xiphophorus_maculatus ENSXMAG00000011884
xiphophorus_couchianus ENSXCOG00000018122
fundulus_heteroclitus ENSFHEG00000020500
cyprinodon_variegatus ENSCVAG00000016821
kryptolebias_marmoratus ENSKMAG00000009589
amphiprion_percula ENSAPEG00000015509
amphiprion_ocellaris ENSAOCG00000014761
acanthochromis_polyacanthus ENSAPOG00000013576
stegastes_partitus ENSSPAG00000010198
labrus_bergylta ENSLBEG00000023929
monopterus_albus ENSMALG00000020066
mastacembelus_armatus ENSMAMG00000002281
periophthalmus_magnuspinnatus ENSPMGG00000015684
hippocampus_comes ENSHCOG00000014579
gadus_morhua ENSGMOG00000003397
esox_lucius ENSELUG00000009677
pygocentrus_nattereri ENSPNAG00000012798
astyanax_mexicanus ENSAMXG00000038798
ictalurus_punctatus ENSIPUG00000023303
danio_rerio ENSDARG00000034427
scleropages_formosus ENSSFOG00015017678
paramormyrops_kingsleyae ENSPKIG00000008686
lepisosteus_oculatus ENSLOCG00000002135
anser_brachyrhynchus ENSABRG00000004713
anas_platyrhynchos_platyrhynchos ENSAPLG00000011858
gallus_gallus ENSGALG00000009346
coturnix_japonica ENSCJPG00005017885
meleagris_gallopavo ENSMGAG00000010245
numida_meleagris ENSNMEG00000021693
lepidothrix_coronata ENSLCOG00000007146
manacus_vitellinus ENSMVIG00005009911
lonchura_striata_domestica ENSLSDG00000000801
taeniopygia_guttata ENSTGUG00000003174
serinus_canaria ENSSCAG00000002787
junco_hyemalis ENSJHYG00000000787
zonotrichia_albicollis ENSZALG00000000066
cyanistes_caeruleus ENSCCEG00000020773
ficedula_albicollis ENSFALG00000005002
melopsittacus_undulatus ENSMUNG00000004814
calidris_pygmaea ENSCPGG00000017049
calidris_pugnax ENSCPUG00000011325
apteryx_owenii ENSAOWG00000013467
apteryx_rowi ENSARWG00000016715
apteryx_haastii ENSAHAG00000011223
dromaius_novaehollandiae ENSDNVG00000005773
nothoprocta_perdicaria ENSNPEG00000014761
crocodylus_porosus ENSCPRG00005000524
gopherus_agassizii ENSGAGG00000010522
chelonoidis_abingdonii ENSCABG00000009958
chrysemys_picta_bellii ENSCPBG00000023354
pelodiscus_sinensis ENSPSIG00000003315
pogona_vitticeps ENSPVIG00000018875
anolis_carolinensis ENSACAG00000003214
notechis_scutatus ENSNSUG00000001178
salvator_merianae ENSSMRG00000016763
sphenodon_punctatus ENSSPUG00000016353
castor_canadensis ENSCCNG00000031262
dipodomys_ordii ENSDORG00000025742
cricetulus_griseus_crigri-picr ENSCGRG00015015987
cricetulus_griseus_chok1gshd ENSCGRG00001023398
cricetulus_griseus_crigri ENSCGRG00000015246
mesocricetus_auratus ENSMAUG00000005592
peromyscus_maniculatus_bairdii ENSPEMG00000017546
microtus_ochrogaster ENSMOCG00000022903
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021216
mus_spicilegus ENSMSIG00000000464
mus_spicilegus ENSMSIG00000010638
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022127
mus_musculus ENSMUSG00000024165
mus_pahari MGP_PahariEiJ_G0023534
mus_pahari MGP_PahariEiJ_G0023533
rattus_norvegicus ENSRNOG00000024661
mus_spicilegus ENSMSIG00000028319
rattus_norvegicus ENSRNOG00000000607
meriones_unguiculatus ENSMUGG00000016408
meriones_unguiculatus ENSMUGG00000017531
nannospalax_galili ENSNGAG00000021166
jaculus_jaculus ENSJJAG00000000617
jaculus_jaculus ENSJJAG00000022922
urocitellus_parryii ENSUPAG00010015162
ictidomys_tridecemlineatus ENSSTOG00000003729
spermophilus_dauricus ENSSDAG00000016651
marmota_marmota_marmota ENSMMMG00000015507
chinchilla_lanigera ENSCLAG00000014793
octodon_degus ENSODEG00000016076
heterocephalus_glaber_male ENSHGLG00100014729
heterocephalus_glaber_female ENSHGLG00000001874
fukomys_damarensis ENSFDAG00000003336
cavia_porcellus ENSCPOG00000032923
tupaia_belangeri ENSTBEG00000004148
pan_troglodytes ENSPTRG00000034459
pan_paniscus ENSPPAG00000034952
gorilla_gorilla ENSGGOG00000006200
homo_sapiens ENSG00000206053
pongo_abelii ENSPPYG00000006959
macaca_fascicularis ENSMFAG00000033861
macaca_mulatta ENSMMUG00000000979
macaca_nemestrina ENSMNEG00000034006
cercocebus_atys ENSCATG00000039325
papio_anubis ENSPANG00000016521
theropithecus_gelada ENSTGEG00000004692
mandrillus_leucophaeus ENSMLEG00000030463
chlorocebus_sabaeus ENSCSAG00000011502
rhinopithecus_bieti ENSRBIG00000041459
rhinopithecus_roxellana ENSRROG00000025417
piliocolobus_tephrosceles ENSPTEG00000035162
colobus_angolensis_palliatus ENSCANG00000035258
saimiri_boliviensis_boliviensis ENSSBOG00000021481
callithrix_jacchus ENSCJAG00000014626
cebus_capucinus ENSCCAG00000025880
aotus_nancymaae ENSANAG00000026079
carlito_syrichta ENSTSYG00000002923
propithecus_coquereli ENSPCOG00000028105
prolemur_simus ENSPSMG00000024685
propithecus_coquereli ENSPCOG00000021221
microcebus_murinus ENSMICG00000026714
otolemur_garnettii ENSOGAG00000012638
capra_hircus ENSCHIG00000009778
ovis_aries ENSOARG00000016214
bos_taurus ENSBTAG00000002209
bos_mutus ENSBMUG00000021647
bison_bison_bison ENSBBBG00000022366
tursiops_truncatus ENSTTRG00000011377
sus_scrofa ENSSSCG00000039219
sus_scrofa ENSSSCG00000033547
sus_scrofa ENSSSCG00000036788
sus_scrofa ENSSSCG00000008019
vicugna_pacos ENSVPAG00000001881
equus_caballus ENSECAG00000026941
neovison_vison ENSNVIG00000019338
ailuropoda_melanoleuca ENSAMEG00000008232
canis_lupus_dingo ENSCAFG00020000738
canis_lupus_familiaris ENSCAFG00000019540
panthera_pardus ENSPPRG00000001951
panthera_tigris_altaica ENSPTIG00000007704
felis_catus ENSFCAG00000034589
pteropus_vampyrus ENSPVAG00000016673
myotis_lucifugus ENSMLUG00000000730
dasypus_novemcinctus ENSDNOG00000044025
erinaceus_europaeus ENSEEUG00000010039
sorex_araneus ENSSARG00000012440
ursus_maritimus ENSUMAG00000021688
ursus_americanus ENSUAMG00000013315
choloepus_hoffmanni ENSCHOG00000013799
dasypus_novemcinctus ENSDNOG00000030881
procavia_capensis ENSPCAG00000010120
echinops_telfairi ENSETEG00000009421
loxodonta_africana ENSLAFG00000016324
oryctolagus_cuniculus ENSOCUG00000026932
oryctolagus_cuniculus ENSOCUG00000015551
