chelonoidis_abingdonii ENSCABG00000014271
chrysemys_picta_bellii ENSCPBG00000001911
gopherus_agassizii ENSGAGG00000005752
crocodylus_porosus ENSCPRG00005006886
gallus_gallus ENSGALG00000008085
coturnix_japonica ENSCJPG00005015642
meleagris_gallopavo ENSMGAG00000009886
numida_meleagris ENSNMEG00000022685
anser_brachyrhynchus ENSABRG00000019114
calidris_pygmaea ENSCPGG00000004318
calidris_pugnax ENSCPUG00000001715
junco_hyemalis ENSJHYG00000001368
zonotrichia_albicollis ENSZALG00000010085
cyanistes_caeruleus ENSCCEG00000022979
serinus_canaria ENSSCAG00000001921
ficedula_albicollis ENSFALG00000007081
lonchura_striata_domestica ENSLSDG00000013035
lepidothrix_coronata ENSLCOG00000011873
salvator_merianae ENSSMRG00000018099
notechis_scutatus ENSNSUG00000010963
monodelphis_domestica ENSMODG00000008917
notamacropus_eugenii ENSMEUG00000008197
sarcophilus_harrisii ENSSHAG00000001567
heterocephalus_glaber_male ENSHGLG00100016747
heterocephalus_glaber_female ENSHGLG00000017978
fukomys_damarensis ENSFDAG00000008893
fukomys_damarensis ENSFDAG00000000834
chinchilla_lanigera ENSCLAG00000008327
octodon_degus ENSODEG00000017433
urocitellus_parryii ENSUPAG00010002620
ictidomys_tridecemlineatus ENSSTOG00000027964
cricetulus_griseus_chok1gshd ENSCGRG00001005569
cricetulus_griseus_crigri-picr ENSCGRG00015002570
cricetulus_griseus_crigri ENSCGRG00000017294
peromyscus_maniculatus_bairdii ENSPEMG00000017375
microtus_ochrogaster ENSMOCG00000014321
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016885
mus_musculus ENSMUSG00000020396
mus_spicilegus ENSMSIG00000017235
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016043
mus_pahari MGP_PahariEiJ_G0016848
meriones_unguiculatus ENSMUGG00000023679
jaculus_jaculus ENSJJAG00000021415
castor_canadensis ENSCCNG00000020539
oryctolagus_cuniculus ENSOCUG00000004098
ochotona_princeps ENSOPRG00000008629
pan_troglodytes ENSPTRG00000014224
pan_paniscus ENSPPAG00000039424
homo_sapiens ENSG00000100285
gorilla_gorilla ENSGGOG00000011976
pongo_abelii ENSPPYG00000011691
nomascus_leucogenys ENSNLEG00000002992
rhinopithecus_bieti ENSRBIG00000035975
rhinopithecus_roxellana ENSRROG00000040944
colobus_angolensis_palliatus ENSCANG00000032982
piliocolobus_tephrosceles ENSPTEG00000024496
macaca_mulatta ENSMMUG00000005451
macaca_fascicularis ENSMFAG00000043930
macaca_nemestrina ENSMNEG00000040303
papio_anubis ENSPANG00000026169
cercocebus_atys ENSCATG00000033368
theropithecus_gelada ENSTGEG00000025218
chlorocebus_sabaeus ENSCSAG00000009678
pan_paniscus ENSPPAG00000023973
pan_troglodytes ENSPTRG00000052725
pongo_abelii ENSPPYG00000011017
cebus_capucinus ENSCCAG00000021399
saimiri_boliviensis_boliviensis ENSSBOG00000013431
callithrix_jacchus ENSCJAG00000019943
aotus_nancymaae ENSANAG00000033321
carlito_syrichta ENSTSYG00000012878
prolemur_simus ENSPSMG00000015884
propithecus_coquereli ENSPCOG00000009119
otolemur_garnettii ENSOGAG00000012157
choloepus_hoffmanni ENSCHOG00000004732
echinops_telfairi ENSETEG00000003786
pteropus_vampyrus ENSPVAG00000017869
myotis_lucifugus ENSMLUG00000012127
ursus_americanus ENSUAMG00000013810
ailuropoda_melanoleuca ENSAMEG00000008218
mustela_putorius_furo ENSMPUG00000013397
neovison_vison ENSNVIG00000003449
tursiops_truncatus ENSTTRG00000000541
vicugna_pacos ENSVPAG00000001823
bos_mutus ENSBMUG00000025196
bison_bison_bison ENSBBBG00000010238
ovis_aries ENSOARG00000004281
sus_scrofa ENSSSCG00000009979
equus_asinus_asinus ENSEASG00005010080
equus_caballus ENSECAG00000018444
sorex_araneus ENSSARG00000000263
erinaceus_europaeus ENSEEUG00000006380
procavia_capensis ENSPCAG00000016759
loxodonta_africana ENSLAFG00000022353
ornithorhynchus_anatinus ENSOANG00000005902
amphiprion_ocellaris ENSAOCG00000014253
amphiprion_percula ENSAPEG00000021319
stegastes_partitus ENSSPAG00000017217
oreochromis_niloticus ENSONIG00000013659
oryzias_latipes_asm223469v1 ENSORLG00015001226
oryzias_latipes ENSORLG00000008401
kryptolebias_marmoratus ENSKMAG00000013694
seriola_dumerili ENSSDUG00000014289
seriola_lalandi_dorsalis ENSSLDG00000001119
scophthalmus_maximus ENSSMAG00000010737
anabas_testudineus ENSATEG00000006180
mastacembelus_armatus ENSMAMG00000013712
lepisosteus_oculatus ENSLOCG00000008382
anolis_carolinensis ENSACAG00000009117
pelodiscus_sinensis ENSPSIG00000002506
xenopus_tropicalis ENSXETG00000016418
caenorhabditis_elegans_strain_n2 WBGene00018024
