pan_paniscus ENSPPAG00000039111
pan_troglodytes ENSPTRG00000017472
homo_sapiens ENSG00000187658
gorilla_gorilla ENSGGOG00000010030
pongo_abelii ENSPPYG00000015992
nomascus_leucogenys ENSNLEG00000027951
cercocebus_atys ENSCATG00000040595
papio_anubis ENSPANG00000035573
macaca_fascicularis ENSMFAG00000032169
macaca_mulatta ENSMMUG00000002239
macaca_nemestrina ENSMNEG00000037458
mandrillus_leucophaeus ENSMLEG00000019571
rhinopithecus_bieti ENSRBIG00000042451
rhinopithecus_roxellana ENSRROG00000027583
callithrix_jacchus ENSCJAG00000018969
cebus_capucinus ENSCCAG00000001151
saimiri_boliviensis_boliviensis ENSSBOG00000027715
octodon_degus ENSODEG00000002838
ursus_americanus ENSUAMG00000006866
ursus_maritimus ENSUMAG00000016396
ailuropoda_melanoleuca ENSAMEG00000007395
bos_mutus ENSBMUG00000023734
bison_bison_bison ENSBBBG00000009817
bos_taurus ENSBTAG00000017438
ovis_aries ENSOARG00000008533
sus_scrofa ENSSSCG00000010014
myotis_lucifugus ENSMLUG00000022315
equus_caballus ENSECAG00000019982
equus_caballus ENSECAG00000030278
equus_caballus ENSECAG00000030360
equus_asinus_asinus ENSEASG00005010332
canis_lupus_dingo ENSCAFG00020001011
canis_lupus_familiaris ENSCAFG00000023040
vulpes_vulpes ENSVVUG00000002646
neovison_vison ENSNVIG00000001772
panthera_pardus ENSPPRG00000011109
panthera_tigris_altaica ENSPTIG00000013198
felis_catus ENSFCAG00000041601
mus_musculus ENSMUSG00000020434
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016857
mus_spicilegus ENSMSIG00000003003
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016017
mus_pahari MGP_PahariEiJ_G0016874
rattus_norvegicus ENSRNOG00000004112
meriones_unguiculatus ENSMUGG00000019154
cricetulus_griseus_chok1gshd ENSCGRG00001017282
cricetulus_griseus_crigri-picr ENSCGRG00015000931
cricetulus_griseus_crigri ENSCGRG00000006426
microtus_ochrogaster ENSMOCG00000000078
peromyscus_maniculatus_bairdii ENSPEMG00000018371
nannospalax_galili ENSNGAG00000020081
jaculus_jaculus ENSJJAG00000018764
dipodomys_ordii ENSDORG00000009213
oryctolagus_cuniculus ENSOCUG00000022800
prolemur_simus ENSPSMG00000017490
microcebus_murinus ENSMICG00000032011
propithecus_coquereli ENSPCOG00000028139
otolemur_garnettii ENSOGAG00000024668
carlito_syrichta ENSTSYG00000026560
spermophilus_dauricus ENSSDAG00000008587
urocitellus_parryii ENSUPAG00010021198
ictidomys_tridecemlineatus ENSSTOG00000022200
marmota_marmota_marmota ENSMMMG00000013615
dasypus_novemcinctus ENSDNOG00000032246
procavia_capensis ENSPCAG00000013337
phascolarctos_cinereus ENSPCIG00000023999
monodelphis_domestica ENSMODG00000028567
loxodonta_africana ENSLAFG00000031117
gopherus_agassizii ENSGAGG00000011862
chrysemys_picta_bellii ENSCPBG00000007525
