calidris_pygmaea ENSCPGG00000012593
calidris_pugnax ENSCPUG00000003246
melopsittacus_undulatus ENSMUNG00000008495
taeniopygia_guttata ENSTGUG00000010732
lonchura_striata_domestica ENSLSDG00000009786
serinus_canaria ENSSCAG00000015722
parus_major ENSPMJG00000005231
cyanistes_caeruleus ENSCCEG00000011315
ficedula_albicollis ENSFALG00000002267
junco_hyemalis ENSJHYG00000008102
zonotrichia_albicollis ENSZALG00000004244
manacus_vitellinus ENSMVIG00005003996
lepidothrix_coronata ENSLCOG00000016421
anas_platyrhynchos_platyrhynchos ENSAPLG00000001593
anser_brachyrhynchus ENSABRG00000006174
gallus_gallus ENSGALG00000008802
meleagris_gallopavo ENSMGAG00000010887
coturnix_japonica ENSCJPG00005020045
numida_meleagris ENSNMEG00000013492
apteryx_haastii ENSAHAG00000004507
apteryx_rowi ENSARWG00000017845
apteryx_owenii ENSAOWG00000018023
dromaius_novaehollandiae ENSDNVG00000015438
nothoprocta_perdicaria ENSNPEG00000012173
crocodylus_porosus ENSCPRG00005011275
gopherus_agassizii ENSGAGG00000023154
chelonoidis_abingdonii ENSCABG00000001443
chrysemys_picta_bellii ENSCPBG00000005153
pelodiscus_sinensis ENSPSIG00000008901
anolis_carolinensis ENSACAG00000009978
pogona_vitticeps ENSPVIG00000010100
notechis_scutatus ENSNSUG00000003781
salvator_merianae ENSSMRG00000011310
sphenodon_punctatus ENSSPUG00000004144
phascolarctos_cinereus ENSPCIG00000026162
notamacropus_eugenii ENSMEUG00000011945
sarcophilus_harrisii ENSSHAG00000018486
monodelphis_domestica ENSMODG00000010289
sorex_araneus ENSSARG00000010211
erinaceus_europaeus ENSEEUG00000010224
ovis_aries ENSOARG00000011521
capra_hircus ENSCHIG00000015123
bison_bison_bison ENSBBBG00000009584
bos_mutus ENSBMUG00000018188
bos_taurus ENSBTAG00000006689
tursiops_truncatus ENSTTRG00000017116
sus_scrofa ENSSSCG00000010632
vicugna_pacos ENSVPAG00000002229
ursus_americanus ENSUAMG00000015296
ursus_maritimus ENSUMAG00000023782
ailuropoda_melanoleuca ENSAMEG00000015547
mustela_putorius_furo ENSMPUG00000002047
neovison_vison ENSNVIG00000007539
canis_lupus_familiaris ENSCAFG00000010904
canis_lupus_dingo ENSCAFG00020011979
vulpes_vulpes ENSVVUG00000008133
panthera_tigris_altaica ENSPTIG00000010164
panthera_pardus ENSPPRG00000003727
felis_catus ENSFCAG00000003195
pteropus_vampyrus ENSPVAG00000010063
myotis_lucifugus ENSMLUG00000001911
equus_caballus ENSECAG00000009735
equus_asinus_asinus ENSEASG00005014879
castor_canadensis ENSCCNG00000018681
dipodomys_ordii ENSDORG00000009288
mus_spicilegus ENSMSIG00000031277
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024002
mus_musculus ENSMUSG00000024979
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023081
mus_pahari MGP_PahariEiJ_G0014569
rattus_norvegicus ENSRNOG00000015671
meriones_unguiculatus ENSMUGG00000012284
cricetulus_griseus_chok1gshd ENSCGRG00001021092
cricetulus_griseus_crigri ENSCGRG00000001972
cricetulus_griseus_crigri-picr ENSCGRG00015017598
mesocricetus_auratus ENSMAUG00000011155
peromyscus_maniculatus_bairdii ENSPEMG00000010871
microtus_ochrogaster ENSMOCG00000015721
nannospalax_galili ENSNGAG00000013474
jaculus_jaculus ENSJJAG00000000313
heterocephalus_glaber_female ENSHGLG00000012176
heterocephalus_glaber_male ENSHGLG00100012386
